OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,PGD_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,TotPerformedCycles,TotBankingCycles,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDCycle6,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDCansRate6,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDEmbryosRate6,FshNDImplant1,FshNDImplant2,FshNDImplant3,FshNDImplant4,FshNDImplant5,FshNDImplant6,FshNDeSETRate1,FshNDeSETRate2,FshNDeSETRate3,FshNDeSETRate4,FshNDeSETRate5,FshNDeSETRate6,FshNDSnglLBRate1,FshNDSnglLBRate2,FshNDSnglLBRate3,FshNDSnglLBRate4,FshNDSnglLBRate5,FshNDSnglLBRate6,FshNDTripLBRate1,FshNDTripLBRate2,FshNDTripLBRate3,FshNDTripLBRate4,FshNDTripLBRate5,FshNDTripLBRate6,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshNDLvBirthsRate6,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDPregRate6,FshNDTransfers1,FshNDTransfers2,FshNDTransfers3,FshNDTransfers4,FshNDTransfers5,FshNDTransfers6,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDSnglLB_TransRate6,FshNDTripLB_TransRate1,FshNDTripLB_TransRate2,FshNDTripLB_TransRate3,FshNDTripLB_TransRate4,FshNDTripLB_TransRate5,FshNDTripLB_TransRate6,FshNDLvBirths_TransRate1,FshNDLvBirths_TransRate2,FshNDLvBirths_TransRate3,FshNDLvBirths_TransRate4,FshNDLvBirths_TransRate5,FshNDLvBirths_TransRate6,FshNDTransPregRate1,FshNDTransPregRate2,FshNDTransPregRate3,FshNDTransPregRate4,FshNDTransPregRate5,FshNDTransPregRate6,FshNDPregnancies1,FshNDPregnancies2,FshNDPregnancies3,FshNDPregnancies4,FshNDPregnancies5,FshNDPregnancies6,FshNDSnglLB_PregRate1,FshNDSnglLB_PregRate2,FshNDSnglLB_PregRate3,FshNDSnglLB_PregRate4,FshNDSnglLB_PregRate5,FshNDSnglLB_PregRate6,FshNDTripLB_PregRate1,FshNDTripLB_PregRate2,FshNDTripLB_PregRate3,FshNDTripLB_PregRate4,FshNDTripLB_PregRate5,FshNDTripLB_PregRate6,FshNDLvBirths_PregRate1,FshNDLvBirths_PregRate2,FshNDLvBirths_PregRate3,FshNDLvBirths_PregRate4,FshNDLvBirths_PregRate5,FshNDLvBirths_PregRate6,ThwNDTotCycles1,ThwNDTotCycles2,ThwNDTotCycles3,ThwNDTotCycles4,ThwNDTotCycles5,ThwNDTotCycles6,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDTransfers6,ThwNDEstTransPerRetrievRate1,ThwNDEstTransPerRetrievRate2,ThwNDEstTransPerRetrievRate3,ThwNDEstTransPerRetrievRate4,ThwNDEstTransPerRetrievRate5,ThwNDEstTransPerRetrievRate6,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,ThwNDEmbryosRate6,ThwNDImplant1,ThwNDImplant2,ThwNDImplant3,ThwNDImplant4,ThwNDImplant5,ThwNDImplant6,ThwNDSnglLB_TransRate1,ThwNDSnglLB_TransRate2,ThwNDSnglLB_TransRate3,ThwNDSnglLB_TransRate4,ThwNDSnglLB_TransRate5,ThwNDSnglLB_TransRate6,ThwNDTripLB_TransRate1,ThwNDTripLB_TransRate2,ThwNDTripLB_TransRate3,ThwNDTripLB_TransRate4,ThwNDTripLB_TransRate5,ThwNDTripLB_TransRate6,ThwNDLvBirths_TransRate1,ThwNDLvBirths_TransRate2,ThwNDLvBirths_TransRate3,ThwNDLvBirths_TransRate4,ThwNDLvBirths_TransRate5,ThwNDLvBirths_TransRate6,ThwNDTransPregRate1,ThwNDTransPregRate2,ThwNDTransPregRate3,ThwNDTransPregRate4,ThwNDTransPregRate5,ThwNDTransPregRate6,FshDnrTotCycles,ThwDnrTotCycles,FshDnrTransfers,ThwDnrTransfers,FshDnrEmbryosRate,ThwDnrEmbryosRate,FshDnrImplant,ThwDnrImplant,FshDnrSnglLB_TransRate,ThwDnrSnglLB_TransRate,FshDnrLvBirths_TransRate,ThwDnrLvBirths_TransRate,FshDnrTransPregRate,ThwDnrTransPregRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,TotExcludedResearchCycles,state_code
99.00,YALE FERTILITY CENTER,,NEW HAVEN,CONNECTICUT,1.00,0.79,0.01,0.02,0.04,0.10,0.07,0.20,0.07,0.04,0.22,0.40,0.14,0.12,0.09,513.00,26.00,"Pasquale Patrizio, MD",145.00,94.00,79.00,40.00,18.00,11.00,3.40,9.60,13.90,25.00,0.22,0.36,2.10,2.20,2.30,2.50,2.50,2.70,22.60,20.60,9.80,6.30,0.00,0.00,4.50,1.50,2.00,0.00,0.00,0.00,23.40,17.00,11.40,7.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,22.30,13.90,7.50,0.00,0.00,33.10,30.90,21.50,12.50,0.00,0.00,120.00,72.00,62.00,26.00,10.00,6.00,28.30,22.20,14.50,11.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,29.20,17.70,11.50,0.00,0.00,40.00,40.30,27.40,19.20,0.00,0.00,48.00,29.00,17.00,5.00,0.00,0.00,70.80,55.20,0.53,0.60,=,=,0.00,0.00,0.00,0.00,=,=,87.50,72.40,0.65,0.60,=,=,19.00,12.00,7.00,4.00,5.00,4.00,16.00,10.00,6.00,4.00,4.00,3.00,0.50,0.80,2.00,0.80,1.30,=,1.70,2.00,1.50,2.00,2.50,2.00,11.10,5.00,0.11,0.00,0.00,0.00,0.13,0.10,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.10,0.17,0.00,0.00,0.00,0.19,0.10,0.33,0.00,0.00,0.00,34.00,15.00,27.00,14.00,1.90,1.60,52.90,8.70,29.60,0.14,55.60,0.14,70.40,0.21,Yale Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.00,CT
100.00,REPRODUCTIVE MEDICINE ASSOCIATES OF CONNECTICUT,,NORWALK,CONNECTICUT,1.00,0.75,0.00,0.00,0.03,0.10,0.24,0.25,0.04,0.09,0.26,0.21,0.17,0.18,0.13,920.00,229.00,"Mark P. Leondires, MD",160.00,91.00,68.00,51.00,12.00,4.00,2.50,6.60,10.30,17.60,0.17,0.00,1.70,1.80,2.10,2.50,3.20,3.00,45.60,40.20,30.20,16.10,0.11,0.00,26.20,10.80,2.80,0.00,0.00,0.00,24.40,28.60,17.60,9.80,0.08,0.00,1.30,0.00,0.00,0.00,0.00,0.00,36.90,40.70,20.60,15.70,0.08,0.00,48.10,47.30,32.40,23.50,0.25,0.00,133.00,72.00,41.00,35.00,6.00,3.00,29.30,36.10,29.30,14.30,0.17,0.00,1.50,0.00,0.00,0.00,0.00,0.00,44.40,51.40,34.10,22.90,0.17,0.00,57.90,59.70,53.70,34.30,0.50,0.00,77.00,43.00,22.00,12.00,3.00,0.00,50.60,60.50,54.50,0.42,0.33,=,2.60,0.00,0.00,0.00,0.00,=,76.60,86.00,63.60,0.67,0.33,=,104.00,66.00,51.00,17.00,5.00,0.00,92.00,56.00,46.00,14.00,5.00,0.00,1.00,0.80,0.60,0.30,0.20,0.00,1.70,1.60,1.80,1.60,1.60,=,48.70,45.60,37.80,34.80,0.63,=,42.40,44.60,34.80,0.29,0.40,=,0.00,0.00,0.00,0.00,0.00,=,56.50,53.60,50.00,0.43,0.60,=,64.10,64.30,52.20,0.50,0.80,=,33.00,29.00,29.00,26.00,1.80,1.60,66.00,41.50,37.90,26.90,69.00,46.20,75.90,46.20,Reproductive Medicine Associates of Connecticut,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.00,CT
101.00,NEW ENGLAND FERTILITY INSTITUTE,,STAMFORD,CONNECTICUT,1.00,0.82,0.01,0.04,0.04,0.07,0.07,0.44,0.01,0.02,0.18,0.23,0.16,0.09,0.08,335.00,36.00,"Gad Lavy, MD",32.00,18.00,31.00,26.00,21.00,15.00,0.00,0.11,9.70,15.40,28.60,0.40,2.30,2.70,2.70,2.40,2.60,3.70,28.00,7.50,7.40,7.80,2.70,0.00,3.20,0.00,0.00,0.00,0.00,0.00,21.90,0.06,6.50,0.00,4.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.40,0.11,9.70,7.70,4.80,0.00,56.30,0.11,22.60,11.50,9.50,0.07,32.00,15.00,25.00,21.00,14.00,7.00,21.90,0.07,8.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.40,0.13,12.00,9.50,0.07,0.00,56.30,0.13,28.00,14.30,0.14,0.14,18.00,2.00,7.00,3.00,2.00,1.00,0.39,0.50,0.29,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.61,1.00,0.43,0.67,0.50,0.00,20.00,8.00,19.00,2.00,0.00,9.00,20.00,8.00,18.00,2.00,0.00,9.00,1.80,1.00,1.30,0.30,0.00,1.30,2.20,1.60,2.40,3.00,=,2.30,20.50,0.23,11.60,0.00,=,0.00,30.00,0.13,0.11,0.00,=,0.00,0.00,0.00,0.00,0.00,=,0.00,35.00,0.13,0.17,0.00,=,0.00,45.00,0.38,0.39,0.00,=,0.00,50.00,48.00,48.00,48.00,2.00,2.20,41.20,23.60,31.30,25.00,47.90,31.30,62.50,43.80,New England Fertility Institute,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.00,CT
102.00,THE STAMFORD HOSPITAL,,STAMFORD,CONNECTICUT,1.00,0.50,0.00,0.00,0.00,0.33,0.42,0.08,0.08,0.00,0.25,0.17,0.08,0.17,0.25,12.00,0.00,"Frances W. Ginsburg, MD",4.00,2.00,2.00,0.00,0.00,0.00,0.25,0.50,0.50,=,=,=,2.00,2.00,2.00,=,=,=,0.67,0.00,0.50,=,=,=,0.00,0.00,0.00,=,=,=,0.00,0.00,0.50,=,=,=,0.00,0.00,0.00,=,=,=,0.50,0.00,0.50,=,=,=,0.50,0.50,0.50,=,=,=,3.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,=,=,=,0.00,0.00,0.00,=,=,=,0.67,0.00,1.00,=,=,=,0.67,1.00,1.00,=,=,=,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,=,=,=,0.00,0.00,0.00,=,=,=,1.00,0.00,1.00,=,=,=,0.00,1.00,3.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,=,=,=,=,=,=,=,2.00,2.00,=,=,=,=,0.50,0.50,=,=,=,=,1.00,0.50,=,=,=,=,0.00,0.00,=,=,=,=,1.00,0.50,=,=,=,=,1.00,0.50,=,=,=,0.00,0.00,0.00,0.00,=,=,=,=,=,=,=,=,=,=,The Stamford Hospital,No,No,Yes,No,Yes,Yes,Yes,0.00,CT
103.00,WOMEN'S FERTILITY CENTER,,STAMFORD,CONNECTICUT,1.00,0.88,0.00,0.00,0.00,0.20,0.00,0.51,0.00,0.02,0.27,0.06,0.29,0.08,0.22,49.00,0.00,"Nora Miller, MD",17.00,3.00,15.00,3.00,2.00,1.00,0.00,0.00,0.07,0.33,0.00,0.00,2.10,2.00,2.70,4.50,1.00,=,22.20,0.17,7.90,0.00,0.00,=,0.00,0.00,0.00,0.00,=,=,0.06,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.07,0.00,0.00,0.00,0.24,0.33,0.20,0.00,0.00,0.00,17.00,3.00,14.00,2.00,2.00,0.00,0.06,0.00,0.07,0.00,0.00,=,0.00,0.00,0.00,0.00,0.00,=,0.18,0.00,0.07,0.00,0.00,=,0.24,0.33,0.21,0.00,0.00,=,4.00,1.00,3.00,0.00,0.00,0.00,0.25,0.00,0.33,=,=,=,0.00,0.00,0.00,=,=,=,0.75,0.00,0.33,=,=,=,3.00,3.00,0.00,0.00,0.00,0.00,3.00,3.00,0.00,0.00,0.00,0.00,1.50,3.00,=,=,=,=,2.30,2.70,=,=,=,=,0.14,0.13,=,=,=,=,0.33,0.33,=,=,=,=,0.00,0.00,=,=,=,=,0.33,0.33,=,=,=,=,0.67,0.33,=,=,=,=,0.00,2.00,0.00,2.00,=,2.00,=,0.25,=,0.50,=,0.50,=,0.50,Women's Fertility Center,No,No,Yes,No,No,No,Yes,0.00,CT
104.00,PARK AVENUE FERTILITY AND REPRODUCTIVE MEDICINE,,TRUMBULL,CONNECTICUT,1.00,0.85,0.00,0.01,0.10,0.09,0.05,0.29,0.01,0.02,0.18,0.09,0.35,0.02,0.06,176.00,1.00,"Andrew J. Levi, MD",53.00,30.00,28.00,13.00,10.00,8.00,0.00,3.30,10.70,0.15,0.70,0.75,2.00,1.60,2.40,3.00,2.50,4.00,28.90,28.60,1.90,7.40,0.20,0.00,10.90,25.00,0.06,0.00,0.00,0.00,24.50,16.70,3.60,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.00,26.70,3.60,0.00,0.10,0.00,37.70,30.00,3.60,0.15,0.10,0.00,48.00,26.00,22.00,9.00,2.00,2.00,27.10,19.20,4.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.50,30.80,4.50,0.00,0.50,0.00,41.70,34.60,4.50,0.22,0.50,0.00,20.00,9.00,1.00,2.00,1.00,0.00,65.00,0.56,1.00,0.00,1.00,=,0.00,0.00,0.00,0.00,0.00,=,90.00,0.89,1.00,0.00,1.00,=,9.00,6.00,1.00,1.00,0.00,0.00,9.00,6.00,1.00,1.00,0.00,0.00,4.50,1.50,=,0.50,=,=,1.80,1.50,2.00,6.00,=,=,0.31,0.33,0.50,0.00,=,=,0.44,0.00,1.00,0.00,=,=,0.00,0.00,0.00,0.00,=,=,0.44,0.17,1.00,0.00,=,=,0.56,0.33,1.00,0.00,=,=,8.00,8.00,8.00,8.00,1.80,1.80,0.50,0.07,0.25,0.13,0.50,0.13,0.63,0.13,Park Avenue Fertility and Reproductive Medicine,Yes,No,Yes,Yes,Yes,No,No,0.00,CT
105.00,"DELAWARE INSTITUTE FOR REPRODUCTIVE MEDICINE, PA",,NEWARK,DELAWARE,1.00,0.91,0.01,0.01,0.05,0.41,0.07,0.14,0.29,0.08,0.20,0.03,0.02,0.20,0.02,206.00,3.00,"Jeffrey B. Russell, MD",66.00,16.00,17.00,10.00,3.00,0.00,7.60,0.06,0.06,0.30,0.00,=,1.60,1.40,2.10,2.30,3.00,=,30.90,0.23,0.13,0.29,0.00,=,35.50,0.63,0.00,0.00,0.00,=,19.70,0.19,0.06,0.20,0.00,=,0.00,0.00,0.00,0.00,0.00,=,22.70,0.19,0.06,0.20,0.00,=,24.20,0.25,0.12,0.20,0.00,=,34.00,9.00,7.00,3.00,1.00,0.00,38.20,0.33,0.14,0.67,0.00,=,0.00,0.00,0.00,0.00,0.00,=,44.10,0.33,0.14,0.67,0.00,=,47.10,0.44,0.29,0.67,0.00,=,16.00,4.00,2.00,2.00,0.00,0.00,0.81,0.75,0.50,1.00,=,=,0.00,0.00,0.00,0.00,=,=,0.94,0.75,0.50,1.00,=,=,41.00,11.00,8.00,1.00,0.00,0.00,28.00,8.00,5.00,0.00,0.00,0.00,1.30,1.10,1.70,=,=,=,1.90,1.80,1.80,=,=,=,24.10,0.21,0.11,=,=,=,25.00,0.38,0.00,=,=,=,0.00,0.00,0.00,=,=,=,32.10,0.38,0.00,=,=,=,39.30,0.38,0.20,=,=,=,4.00,26.00,2.00,18.00,2.00,2.00,0.25,33.30,0.50,0.33,0.50,0.44,0.50,0.56,"Delaware Institute for Reproductive Medicine, PA",Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.00,DE
106.00,REPRODUCTIVE ASSOCIATES OF DELAWARE,,NEWARK,DELAWARE,1.00,0.83,0.00,0.01,0.09,0.31,0.18,0.27,0.51,0.21,0.40,0.14,0.01,0.38,0.30,487.00,65.00,"Ronald F. Feinberg, MD, PhD",94.00,37.00,21.00,9.00,1.00,0.00,9.60,18.90,28.60,0.56,0.00,=,1.20,1.30,1.50,1.70,=,=,53.70,33.30,13.60,0.00,=,=,83.80,72.70,0.42,0.33,=,=,38.30,24.30,9.50,0.00,0.00,=,0.00,0.00,0.00,0.00,0.00,=,41.50,24.30,9.50,0.00,0.00,=,45.70,27.00,19.00,0.00,0.00,=,71.00,24.00,15.00,3.00,0.00,0.00,50.70,37.50,0.13,0.00,=,=,0.00,0.00,0.00,0.00,=,=,54.90,37.50,0.13,0.00,=,=,60.60,41.70,0.27,0.00,=,=,43.00,10.00,4.00,0.00,0.00,0.00,83.70,0.90,0.50,=,=,=,0.00,0.00,0.00,=,=,=,90.70,0.90,0.50,=,=,=,123.00,55.00,29.00,12.00,6.00,0.00,107.00,50.00,26.00,12.00,6.00,0.00,1.90,2.80,1.40,0.90,0.80,=,1.10,1.20,1.20,1.20,1.30,=,64.10,53.40,60.00,0.43,0.25,=,57.90,44.00,57.70,0.42,0.33,=,0.00,0.00,0.00,0.00,0.00,=,58.90,48.00,61.50,0.42,0.33,=,67.30,58.00,73.10,0.50,0.33,=,2.00,33.00,2.00,31.00,1.00,1.20,0.50,33.30,0.50,32.30,0.50,32.30,0.50,38.70,Reproductive Associates of Delaware,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.00,DE
107.00,"THE A.R.T. INSTITUTE OF WASHINGTON, INC.",WALTER REED ARMY MEDICAL CENTER,WASHINGTON,DISTRICT OF COLUMBIA,1.00,0.82,0.00,0.00,0.01,0.27,0.13,0.07,0.07,0.01,0.41,0.01,0.22,0.04,0.13,525.00,3.00,"James Segars, MD",218.00,99.00,98.00,32.00,0.00,0.00,3.70,5.10,5.10,6.30,=,=,1.50,1.70,2.20,2.50,=,=,40.40,37.10,19.50,24.60,=,=,31.60,16.20,1.30,0.00,=,=,36.20,28.30,20.40,21.90,=,=,0.00,0.00,0.00,0.00,=,=,44.00,35.40,23.50,28.10,=,=,49.10,45.50,35.70,40.60,=,=,203.00,87.00,87.00,28.00,0.00,0.00,38.90,32.20,23.00,25.00,=,=,0.00,0.00,0.00,0.00,=,=,47.30,40.20,26.40,32.10,=,=,52.70,51.70,40.20,46.40,=,=,107.00,45.00,35.00,13.00,0.00,0.00,73.80,62.20,57.10,0.54,=,=,0.00,0.00,0.00,0.00,=,=,89.70,77.80,65.70,0.69,=,=,46.00,18.00,8.00,0.00,2.00,1.00,45.00,16.00,8.00,0.00,1.00,1.00,2.00,2.30,2.70,0.00,=,=,1.40,1.90,1.80,=,2.00,1.00,32.80,20.00,0.21,=,0.00,0.00,31.10,0.00,0.00,=,0.00,0.00,0.00,0.00,0.00,=,0.00,0.00,35.60,0.19,0.13,=,0.00,0.00,53.30,0.25,0.38,=,0.00,0.00,0.00,0.00,0.00,0.00,=,=,=,=,=,=,=,=,=,=,"The A.R.T. Institute of Washington, Inc., Walter Reed National Military Medical Center",No,No,Yes,No,Yes,Yes,Yes,0.00,DC
108.00,COLUMBIA FERTILITY ASSOCIATES,,WASHINGTON,DISTRICT OF COLUMBIA,1.00,0.59,0.04,0.01,0.05,0.05,0.10,0.18,0.03,0.04,0.34,0.32,0.22,0.05,0.18,710.00,27.00,"Safa Rifka, MD",119.00,96.00,119.00,101.00,64.00,40.00,7.60,10.40,11.80,20.80,20.30,15.00,1.80,1.90,1.90,2.10,2.50,2.50,26.60,20.50,15.60,5.10,3.50,3.40,21.80,7.10,7.90,2.00,0.00,0.00,21.80,18.80,12.60,4.00,6.30,2.50,0.00,0.00,0.00,0.00,0.00,0.00,28.60,22.90,14.30,5.00,6.30,2.50,31.90,28.10,18.50,5.90,6.30,5.00,98.00,76.00,89.00,64.00,46.00,24.00,26.50,23.70,16.90,6.30,8.70,4.20,0.00,0.00,0.00,0.00,0.00,0.00,34.70,28.90,19.10,7.80,8.70,4.20,38.80,35.50,24.70,9.40,8.70,8.30,38.00,27.00,22.00,6.00,4.00,2.00,68.40,66.70,68.20,0.67,1.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,89.50,81.50,77.30,0.83,1.00,0.50,29.00,13.00,26.00,13.00,6.00,5.00,27.00,13.00,25.00,12.00,4.00,4.00,1.00,0.80,0.90,0.90,4.00,4.00,1.70,1.80,1.80,1.80,1.50,2.00,15.60,26.10,22.70,9.50,0.17,0.00,3.70,0.15,24.00,0.17,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.23,32.00,0.17,0.25,0.00,25.90,0.38,32.00,0.17,0.25,0.00,37.00,15.00,33.00,15.00,1.80,1.70,31.70,15.40,27.30,0.07,42.40,0.07,42.40,0.27,Columbia Fertility Associates,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.00,DC
109.00,THE GEORGE WASHINGTON UNIVERSITY MEDICAL FACULTY ASSOCIATES,,WASHINGTON,DISTRICT OF COLUMBIA,1.00,0.85,0.10,0.01,0.09,0.03,0.02,0.08,0.01,0.01,0.17,0.06,0.67,0.01,0.03,507.00,25.00,"David Frankfurter, MD",76.00,74.00,81.00,78.00,34.00,5.00,2.60,10.80,4.90,5.10,8.80,0.20,1.60,1.60,2.20,2.40,2.30,2.80,28.60,14.60,18.90,5.40,2.00,0.00,43.40,25.70,4.50,2.60,0.00,0.00,28.90,9.50,14.80,5.10,2.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.60,9.50,17.30,5.10,2.90,0.00,36.80,16.20,28.40,9.00,2.90,0.00,63.00,50.00,60.00,53.00,22.00,4.00,34.90,14.00,20.00,7.50,4.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.10,14.00,23.30,7.50,4.50,0.00,44.40,24.00,38.30,13.20,4.50,0.00,28.00,12.00,23.00,7.00,1.00,0.00,78.60,0.58,52.20,0.57,1.00,=,0.00,0.00,0.00,0.00,0.00,=,85.70,0.58,60.90,0.57,1.00,=,31.00,32.00,20.00,12.00,5.00,3.00,27.00,28.00,16.00,11.00,5.00,3.00,1.00,1.40,1.00,1.60,0.70,1.00,1.70,1.90,2.30,2.40,2.20,3.00,30.20,19.20,18.90,7.70,0.00,0.00,14.80,25.00,0.19,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.60,28.60,0.25,0.09,0.00,0.00,37.00,32.10,0.31,0.27,0.00,0.00,17.00,14.00,16.00,13.00,1.40,2.10,40.90,11.10,0.50,0.23,0.50,0.23,0.56,0.31,The George Washington University Medical Faculty Associates,Yes,No,Yes,Yes,Yes,Yes,Yes,0.00,DC
110.00,"JAMES A. SIMON, MD, PC",,WASHINGTON,DISTRICT OF COLUMBIA,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.67,0.00,0.33,0.00,0.33,3.00,0.00,"James A. Simon, MD",0.00,0.00,1.00,0.00,0.00,0.00,=,=,0.00,=,=,=,=,=,1.00,=,=,=,=,=,0.00,=,=,=,=,=,=,=,=,=,=,=,0.00,=,=,=,=,=,0.00,=,=,=,=,=,0.00,=,=,=,=,=,0.00,=,=,=,0.00,0.00,1.00,0.00,0.00,0.00,=,=,0.00,=,=,=,=,=,0.00,=,=,=,=,=,0.00,=,=,=,=,=,0.00,=,=,=,0.00,0.00,0.00,0.00,0.00,0.00,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,=,=,=,=,=,=,=,1.00,=,=,2.00,=,=,1.00,=,=,0.00,=,=,1.00,=,=,0.00,=,=,0.00,=,=,0.00,=,=,1.00,=,=,0.00,=,=,1.00,=,=,0.00,=,0.00,0.00,0.00,0.00,=,=,=,=,=,=,=,=,=,=,"James A. Simon, MD, PC",Yes,Yes,Yes,No,Yes,Yes,Yes,0.00,DC
111.00,BOCAFERTILITY,,BOCA RATON,FLORIDA,1.00,0.62,0.00,0.04,0.06,0.12,0.05,0.51,0.06,0.04,0.24,0.13,0.02,0.07,0.09,109.00,0.00,"Maurice (Moshe) R. Peress, MD",28.00,16.00,22.00,9.00,3.00,0.00,7.10,0.00,4.50,0.22,0.00,=,1.90,1.50,1.90,2.10,1.50,=,36.40,42.90,13.50,0.07,0.00,=,4.50,0.36,0.00,0.00,0.00,=,17.90,0.19,9.10,0.11,0.00,=,0.00,0.00,0.00,0.00,0.00,=,32.10,0.25,9.10,0.11,0.00,=,35.70,0.44,27.30,0.11,0.00,=,23.00,14.00,19.00,7.00,2.00,0.00,21.70,0.21,0.11,0.14,0.00,=,0.00,0.00,0.00,0.00,0.00,=,39.10,0.29,0.11,0.14,0.00,=,43.50,0.50,0.32,0.14,0.00,=,10.00,7.00,6.00,1.00,0.00,0.00,0.50,0.43,0.33,1.00,=,=,0.00,0.00,0.00,0.00,=,=,0.90,0.57,0.33,1.00,=,=,3.00,4.00,4.00,2.00,0.00,0.00,3.00,4.00,4.00,2.00,0.00,0.00,1.00,1.30,1.30,1.00,=,=,1.00,1.80,2.00,2.00,=,=,0.00,0.57,0.50,0.50,=,=,0.00,0.50,0.50,0.50,=,=,0.00,0.00,0.00,0.00,=,=,0.00,0.75,0.75,0.50,=,=,0.00,0.75,1.00,0.50,=,=,15.00,3.00,13.00,3.00,2.00,2.00,46.20,0.50,0.38,1.00,0.54,1.00,0.77,1.00,BocaFertility,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.00,FL
