PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshCI1,FshCI2,FshCI3,FshCI4,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDSingLvBirthRate1,FshNDSingLvBirthRate2,FshNDSingLvBirthRate3,FshNDSingLvBirthRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation
THE ZARUTSKIE FERTILITY AND ENDOCRINE INSTITUTE,,LAGUNA NIGUEL,CALIFORNIA,100%,0%,0%,0%,95%,0%,0%,7%,20%,11%,2%,0%,9%,5%,1%,12%,33%,"Paul W. Zarutskie, M.D.",34,20,22,11,26.5,15,18.2,0.090909091,20.6,15,9.1,0.090909091,-27.2,-30.6,-21.1,=,21.2,15,0.105263158,0.090909091,26.9,0.166666667,0.125,0.125,26.9,0.166666667,0.125,0.125,2.9,0,13.6,0,2.8,2.5,2.1,1.9,0,0.333333333,0,0,0,0,0,0,0,0,0,0,14,2,2,5,0.285714286,0,0,0,2.3,2,1,1.6,13,13,0.384615385,0.076923077,2.6,2.8,The Zarutskie Fertility and Endocrine Institute,Yes,Yes,Yes,Yes,Yes,Yes,Pending
LOMA LINDA UNIVERSITY CENTER FOR FERTILITY AND IVF,,LOMA LINDA,CALIFORNIA,100%,0%,0%,0%,82%,0%,<1%,15%,3%,7%,5%,<1%,26%,<1%,6%,16%,20%,"John D. Jacobson, M.D.",74,24,41,9,51.4,29.2,29.3,0.444444444,48.6,25,17.1,0.333333333,-22.7,-34.6,-23,=,53.7,26.1,20.6,0.333333333,55.4,28.6,21.9,0.333333333,40,28.6,15.6,0.333333333,9.5,4.2,17.1,0,2.5,3.5,3.7,3.6,28.9,0.142857143,0.25,0,0,0,0,0,27.8,0,0.285714286,0,23,5,1,1,34.8,0.6,0,0,3.3,3.2,4,4,10,9,0.7,0.444444444,2.8,2.9,Loma Linda University Center for Fertility and IVF,Yes,Yes,Yes,Yes,Yes,Yes,Yes
REPRODUCTIVE PARTNERS--LONG BEACH,,LONG BEACH,CALIFORNIA,92%,8%,0%,0%,38%,<1%,0%,10%,8%,13%,11%,1%,20%,8%,15%,5%,9%,"Bill Yee, M.D.",64,37,39,33,46.9,37.8,20.5,9.1,39.1,21.6,12.8,6.1,-23.9,-26.5,-21,-14.2,41.7,24.2,13.9,10,44.6,25,14.3,0.117647059,33.9,21.9,14.3,0.117647059,6.3,10.8,7.7,39.4,2.5,3.2,3.7,4.6,16.7,0.071428571,0.125,0,3.3,0,0,0,24,0.125,0,0,24,10,10,7,33.3,0.4,0.3,0.428571429,3.3,3.7,3.1,3.4,11,9,0.363636364,0.222222222,2.1,2.9,Reproductive Partners--Long Beach,Yes,Yes,Yes,Yes,Yes,Yes,Yes
CALIFORNIA FERTILITY PARTNERS,,LOS ANGELES,CALIFORNIA,99%,<1%,<1%,<1%,57%,0%,4%,6%,4%,4%,5%,4%,21%,14%,19%,14%,9%,"Richard P. Marrs, M.D.",48,34,101,86,27.1,35.3,23.8,18.6,20.8,35.3,20.8,8.1,-23,-32.2,-15.8,-11.5,25,40,26.6,11.1,25.6,40,28.4,12.3,15.4,26.7,21.6,12.3,16.7,11.8,21.8,26.7,2.9,3.7,4.1,4.1,0.230769231,0.25,16.7,0,0.076923077,0.083333333,12.5,0,0.4,0.333333333,23.8,0,34,16,12,13,26.5,0.4375,0.333333333,0,3.6,3.6,2.5,3.1,78,73,47.4,30.1,2.7,3.1,California Fertility Partners,Yes,Yes,Yes,Yes,Yes,Yes,Yes
CHA FERTILITY CENTER,,LOS ANGELES,CALIFORNIA,100%,0%,0%,0%,70%,0%,0%,9%,4%,0%,<1%,4%,18%,28%,17%,3%,16%,"Thomas J. Kim, M.D.",32,16,18,13,46.9,0.3125,0.333333333,0,43.8,0.3125,0.333333333,0,-34.3,=,=,=,43.8,0.3125,0.333333333,0,43.8,0.3125,0.333333333,0,34.4,0.1875,0.277777778,0,0,0,0,0,2.6,2.8,3.1,4.6,0.266666667,0.4,0.333333333,=,0.066666667,0.2,0,=,0.214285714,0.4,0.166666667,=,0,0,0,0,=,=,=,=,=,=,=,=,21,0,76.2,=,2.4,=,CHA Fertility Center,Yes,No,Yes,Yes,Yes,Yes,Yes
PACIFIC FERTILITY CENTER--LOS ANGELES,,LOS ANGELES,CALIFORNIA,100%,0%,0%,0%,66%,0%,3%,7%,3%,17%,2%,1%,9%,31%,5%,9%,16%,"Vicken Sahakian, M.D.",64,24,15,16,50,33.3,0.333333333,0.1875,48.4,25,0.333333333,0.125,-24.5,-34.6,=,=,50.8,28.6,0.416666667,0.153846154,50.8,28.6,0.416666667,0.153846154,36.1,19,0.416666667,0.076923077,4.7,12.5,0.2,0.1875,3.3,3.4,3.7,3.3,18.8,0.125,0,0.333333333,9.4,0.125,0,0,29,0.333333333,0,0.5,20,6,7,0,45,0.333333333,0.428571429,=,4.3,4.7,4.3,=,78,49,62.8,44.9,2.9,3.8,Pacific Fertility Center--Los Angeles,Yes,Yes,Yes,Yes,Yes,Yes,Yes
UNIVERSITY OF CALIFORNIA--LOS ANGELES,FERTILITY CENTER,LOS ANGELES,CALIFORNIA,>99%,0%,0%,<1%,26%,0%,<1%,19%,<1%,2%,3%,3%,15%,28%,18%,5%,6%,"T.C. Jackson Wu, M.D., Ph.D.",36,23,29,14,22.2,17.4,20.7,0.285714286,16.7,13,6.9,0.142857143,-24.3,-26.8,-16.1,=,19.4,14.3,7.7,0.153846154,23.1,0.157894737,8.7,0.181818182,15.4,0.157894737,4.3,0.090909091,13.9,8.7,10.3,0.071428571,2.7,3.3,3.3,3,0.25,0.25,0.166666667,0,0,0,0,0.25,0.333333333,0,0.5,0.5,9,3,3,0,0.333333333,0.333333333,0,=,3.4,2.7,4,=,6,2,0.166666667,0,3.2,1.5,"University of California--Los Angeles, Fertility Center",Yes,Yes,Yes,Yes,Yes,Yes,Yes
UNIVERSITY OF SOUTHERN CALIFORNIA ,REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY,LOS ANGELES,CALIFORNIA,93%,1%,6%,0%,41%,<1%,4%,4%,4%,8%,2%,2%,8%,8%,8%,40%,16%,"Richard J. Paulson, M.D.",37,28,42,19,37.8,39.3,26.2,0.263157895,32.4,32.1,23.8,0.157894737,-30.2,-34.6,-25.8,=,38.7,33.3,26.3,0.214285714,38.7,33.3,26.3,0.214285714,25.8,18.5,15.8,0.071428571,16.2,3.6,9.5,0.263157895,3.6,4.1,4.6,5.6,0.285714286,0.181818182,0.545454545,0.2,0.071428571,0.272727273,0,0.4,0.333333333,0.444444444,0.4,0.666666667,8,4,7,4,0.25,0.5,0.142857143,0.25,3.4,4,3.1,3,43,27,30.2,40.7,3.2,3,"University of Southern California, Reproductive Endocrinology and Infertility",Yes,Yes,Yes,Yes,Yes,Yes,Yes
REPRODUCTIVE SPECIALTY MEDICAL CENTER,,NEWPORT BEACH,CALIFORNIA,100%,0%,0%,0%,25%,2%,0%,7%,3%,28%,5%,1%,16%,13%,8%,8%,11%,"Beth A. Ary, M.D.",17,15,11,9,0.294117647,0.2,0.181818182,0.222222222,0.294117647,0.2,0.090909091,0.111111111,=,=,=,=,0.3125,0.2,0.1,0.125,0.333333333,0.214285714,0.142857143,0.2,0.133333333,0.142857143,0.142857143,0,0.058823529,0,0.090909091,0.111111111,3.5,2.8,3.4,2.2,0.2,0.333333333,0.5,0.5,0.4,0,0,0,0.6,0.333333333,0,1,5,5,3,0,0.2,0,0,=,2.6,1.4,2.3,=,14,6,0.571428571,0.166666667,2.9,2.8,Reproductive Specialty Medical Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SOUTHERN CALIFORNIA CENTER FOR REPRODUCTIVE MEDICINE,,NEWPORT BEACH,CALIFORNIA,100%,0%,0%,0%,86%,<1%,<1%,8%,3%,14%,10%,<1%,12%,8%,8%,23%,13%,"Robert E. Anderson, M.D.",90,74,57,31,44.4,29.7,26.3,19.4,41.1,23,21.1,12.9,-20.4,-19.2,-21.1,-23.6,43.5,26.2,24,20,46.3,28.3,28.6,0.235294118,31.3,18.3,19,0.176470588,5.6,12.2,12.3,35.5,3.1,3.5,4.1,3.8,27.5,22.7,0.333333333,0.166666667,12.5,9.1,0.066666667,0.166666667,32.4,0.352941176,0.333333333,0.25,29,8,10,1,34.5,0.25,0.3,0,2.5,2.6,2.7,3,45,36,64.4,27.8,2.4,2.8,Southern California Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes
IVF--ORANGE SURGERY CENTER,,ORANGE,CALIFORNIA,100%,0%,0%,0%,18%,0%,0%,22%,0%,3%,0%,0%,9%,13%,53%,0%,0%,"Darush Mohyi, M.D.",5,10,1,0,0.4,0.2,0,=,0.4,0.2,0,=,=,=,=,=,0.4,0.2,0,=,0.4,0.2,0,=,0.2,0,0,=,0,0,0,=,4,3.7,4,=,0,1,=,=,0.5,0,=,=,0.5,1,=,=,4,3,2,0,0,0,0,=,3.3,4.3,5,=,3,3,0.666666667,0,4.3,5.7,IVF--Orange Surgery Center,Yes,Yes,Yes,Yes,Yes,No,None
NOVA IN VITRO FERTILIZATION,,PALO ALTO,CALIFORNIA,100%,0%,0%,0%,37%,0%,0%,11%,3%,20%,6%,<1%,13%,5%,23%,13%,6%,"Richard J. Schmidt, M.D.",51,28,48,5,62.7,42.9,29.2,0,52.9,39.3,20.8,0,-27.4,-36.2,-23,=,55.1,44,22.7,0,57.4,44,24.4,0,31.9,16,14.6,0,3.9,10.7,8.3,0.2,3.2,3.1,3.8,5.8,31.3,0.416666667,0.357142857,=,9.4,0.25,0.071428571,=,44.4,0.636363636,0.4,=,10,8,4,0,0.7,0.375,0.5,=,4.4,4.3,4.3,=,20,10,65,0.5,2.8,3.5,Nova In Vitro Fertilization,Yes,No,Yes,No,Yes,Yes,Yes
HUNTINGTON REPRODUCTIVE CENTER,,PASADENA,CALIFORNIA,>99%,0%,<1%,<1%,68%,1%,3%,9%,2%,12%,4%,3%,19%,19%,12%,8%,12%,"Daniel A. Potter, M.D.",560,366,374,159,33.9,25.7,21.7,11.9,30.4,21,17.1,8.2,-7.7,-8.3,-7.6,-8.5,33,24.6,21.1,10.2,35.1,26.8,22.2,11,21.2,19.2,16.3,11,8,14.5,19,20.1,2.9,3.5,3.7,3.7,27.9,24.5,21,0.052631579,11.1,7.4,8.6,0,39.4,28.6,26.6,0,124,49,35,11,41.9,26.5,31.4,0.363636364,3,3,3.5,3.8,145,83,46.2,22.9,2.8,3.2,Huntington Reproductive Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
REPRODUCTIVE PARTNERS--REDONDO BEACH,,REDONDO BEACH,CALIFORNIA,98%,2%,0%,0%,64%,0%,2%,5%,1%,8%,5%,2%,35%,1%,12%,6%,25%,"Bill Yee, M.D.",48,53,67,23,39.6,39.6,35.8,21.7,31.3,37.7,32.8,13,-26.3,-26.1,-22.5,-26.8,32.6,41.7,39.3,13.6,33.3,42.6,40.7,13.6,20,23.4,22.2,9.1,4.2,9.4,16.4,4.3,2.5,3.3,3.6,4.3,0.421052632,42.9,41.7,0,0,4.8,8.3,0.2,0.4,45,45.5,0.333333333,27,9,13,7,29.6,0.444444444,0.153846154,0.142857143,3.1,3.6,3.6,3.9,45,31,62.2,32.3,2.1,3.1,Reproductive Partners--Redondo Beach,Yes,Yes,Yes,Yes,Yes,Yes,Yes
NORTHERN CALIFORNIA FERTILITY MEDICAL CENTER,,ROSEVILLE,CALIFORNIA,100%,0%,0%,0%,61%,<1%,3%,11%,6%,14%,5%,1%,24%,10%,2%,10%,17%,"John L. Gililland, M.D.",218,101,117,38,47.2,41.6,34.2,26.3,40.4,31.7,22.2,21.1,-13,-18.2,-15.1,-25.9,42.7,33.7,24.8,22.2,43.8,34.4,26,22.9,29.4,22.6,17,14.3,5.5,5.9,10.3,5.3,2.5,2.6,3,3.5,32,31,17.5,0.3,8.7,2.4,5,0,33,34.4,34.6,0.375,56,33,20,3,33.9,45.5,45,0.333333333,2.4,2.9,2.4,2.7,96,65,53.1,35.4,2.4,2.8,Northern California Fertility Medical Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
UNIVERSITY OF CALIFORNIA--DAVIS ,ASSISTED REPRODUCTIVE TECHNOLOGY PROGRAM,SACRAMENTO,CALIFORNIA,100%,0%,0%,0%,37%,0%,0%,27%,0%,10%,8%,0%,25%,0%,17%,5%,8%,"Stephen P. Boyers, M.D.",16,9,12,1,0.375,0.666666667,0.333333333,0,0.375,0.555555556,0.333333333,0,=,=,=,=,0.4,0.555555556,0.363636364,0,0.4,0.555555556,0.4,0,0.2,0.333333333,0.1,0,0.0625,0,0.083333333,0,3.6,4.3,4,3,0.333333333,0.333333333,0.5,=,0.166666667,0,0.25,=,0.5,0.4,0.75,=,5,6,3,1,0.4,0,0,1,3.4,2.8,3.3,3,3,2,0,0,3.3,4,"University of California--Davis, Assisted Reproductive Technology Program",Yes,No,Yes,No,Yes,Yes,Yes
THE FERTILITY AND GYNECOLOGY CENTER,,SALINAS,CALIFORNIA,100%,0%,0%,0%,77%,0%,0%,4%,4%,8%,3%,0%,6%,5%,2%,37%,31%,"Edward J. Ramirez, M.D.",29,12,20,7,44.8,0.583333333,25,0.285714286,37.9,0.5,20,0.142857143,-35.3,=,-35,=,42.3,0.545454545,0.210526316,0.142857143,44,0.545454545,0.25,0.2,28,0.272727273,0.25,0,10.3,0.083333333,5,0,3.2,3.3,2.8,2.8,0.384615385,0.285714286,0.2,0,0,0.142857143,0,0.5,0.363636364,0.5,0,1,5,0,0,0,0.4,=,=,=,3.6,=,=,=,7,1,0.285714286,0,3,6,The Fertility and Gynecology Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
FERTILITY SPECIALISTS MEDICAL GROUP,,SAN DIEGO,CALIFORNIA,100%,0%,0%,0%,60%,0%,0%,8%,5%,15%,3%,2%,25%,2%,4%,8%,28%,"Arlene J. Morales, M.D.",55,27,35,11,34.5,11.1,2.9,0,30.9,11.1,2.9,0,-24.4,-23,-8.4,=,37,0.157894737,3.7,0,37.8,0.176470588,3.8,0,22.2,0.117647059,3.8,0,16.4,29.6,22.9,0.636363636,3,3.5,2.8,1.7,0.368421053,0.333333333,0,=,0.052631579,0,0,=,0.411764706,0.333333333,0,=,9,5,2,0,0.111111111,0.4,0,=,3.2,3.8,2,=,12,7,0.25,0.428571429,3.1,3.6,Fertility Specialists Medical Group,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"MINH N. HO, M.D., F.A.C.O.G. ",XPERT FERTILITY CARE OF CALIFORNIA,SAN DIEGO,CALIFORNIA,100%,0%,0%,0%,96%,0%,4%,12%,3%,10%,2%,0%,7%,0%,2%,31%,33%,"Minh N. Ho, M.D.",20,10,12,6,70,0.6,0.416666667,0.5,65,0.5,0.333333333,0.333333333,-41.8,=,=,=,65,0.5,0.333333333,0.333333333,65,0.5,0.333333333,0.4,35,0.5,0.333333333,0.4,0,0,0,0,3.3,3,3.2,3.8,0.428571429,0,0,0,0,0,0,0,0.461538462,0,0,0,1,0,0,0,1,=,=,=,3,=,=,=,16,1,0.6875,0,3.7,2,"Minh N. Ho, M.D., F.A.C.O.G., XPert Fertility Care of California",Yes,Yes,Yes,Yes,Yes,No,Yes
IGO MEDICAL GROUP OF SAN DIEGO,,SAN DIEGO,CALIFORNIA,100%,0%,0%,0%,63%,0%,0%,14%,0%,8%,2%,0%,23%,1%,3%,11%,38%,"Benito Villanueva, M.D.",28,15,13,14,42.9,0.4,0.076923077,0.071428571,39.3,0.266666667,0.076923077,0,-36.2,=,=,=,40.7,0.266666667,0.090909091,0,42.3,0.266666667,0.090909091,0,38.5,0.133333333,0.090909091,0,3.6,0,0.153846154,0.428571429,2.3,3,3.5,3.3,0.083333333,0,0,0,0.083333333,0.333333333,0,0,0.090909091,0.5,0,=,8,0,3,1,0.25,=,0,0,3,=,2.3,1,7,0,0.571428571,=,2.3,=,IGO Medical Group of San Diego,Yes,No,Yes,Yes,Yes,Yes,Yes
INFERTILITY CLINIC ,"NAVAL MEDICAL CENTER, SAN DIEGO",SAN DIEGO,CALIFORNIA,100%,0%,0%,0%,76%,0%,0%,34%,1%,<1%,2%,0%,27%,0%,14%,6%,15%,"Larry R. Laufer, M.D.",40,31,17,8,62.5,38.7,0.470588235,0.125,60,35.5,0.235294118,0,-30.4,-33.7,=,=,63.2,39.3,0.25,0,63.2,39.3,0.25,0,31.6,25,0.1875,0,5,9.7,0.058823529,0.25,2.3,3.1,3.4,4.7,44,0.166666667,0.125,0,4,0.166666667,0,0,50,0.363636364,0.25,=,20,9,3,3,30,0.222222222,0.333333333,0,3,3.6,3.3,3,0,1,=,0,=,2,"Infertility Clinic, Naval Medical Center, San Diego",No,No,No,No,Yes,No,Yes
SAN DIEGO FERTILITY CENTER,,SAN DIEGO,CALIFORNIA,>99%,0%,<1%,0%,89%,0%,3%,5%,4%,15%,4%,1%,17%,0%,4%,15%,35%,"William P. Hummel, M.D.",70,41,45,14,50,46.3,31.1,0.142857143,44.3,43.9,31.1,0.142857143,-23.3,-30.4,-27,=,47,46.2,36.8,0.166666667,49.2,48.6,36.8,0.2,36.5,37.8,21.1,0.2,5.7,4.9,15.6,0.142857143,2.9,3.2,3.5,3.6,25.7,0.157894737,0.428571429,0,2.9,0.052631579,0,0,25.8,0.222222222,0.428571429,0,25,8,7,3,48,0.375,0.571428571,0,3.2,3.3,3.9,4,38,12,84.2,0.583333333,2.4,3.3,San Diego Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
FERTILITY ASSOCIATES OF THE BAY AREA,,SAN FRANCISCO,CALIFORNIA,100%,0%,0%,0%,65%,0%,1%,6%,<1%,29%,<1%,1%,9%,2%,11%,6%,34%,"Steven L. Katz, M.D.",33,15,26,13,60.6,0.4,34.6,0.230769231,54.5,0.333333333,26.9,0.076923077,-33.9,=,-34.1,=,56.3,0.357142857,28,0.090909091,56.3,0.384615385,28,0.090909091,31.3,0.153846154,24,0.090909091,3,0.066666667,3.8,0.153846154,2.8,2.8,3.2,2.9,25,0.166666667,0,0,15,0.333333333,0.111111111,0,0.444444444,0.6,0.142857143,0,0,4,3,0,=,0.25,0,=,=,3.3,2,=,33,10,72.7,0.2,3,2.6,Fertility Associates of the Bay Area,Yes,Yes,Yes,Yes,Yes,Yes,Pending
PACIFIC FERTILITY CENTER,,SAN FRANCISCO,CALIFORNIA,100%,0%,0%,0%,45%,<1%,1%,9%,6%,28%,4%,1%,17%,7%,12%,8%,8%,"Philip E. Chenette, M.D.",156,176,230,94,34,27.3,23.9,11.7,31.4,25,18.7,5.3,-14.6,-12.8,-10,-9.1,33.8,29.5,23,6.9,35.8,32.1,24.4,7.6,23.4,21.2,19.3,3,7.1,15.3,18.7,23.4,3.1,3.4,4,4.1,24.5,29.2,16.4,0.272727273,7.5,10.4,10.9,0.090909091,34.7,34.1,20.9,0.6,76,67,52,7,30.3,26.9,36.5,0.571428571,2.8,3.1,2.9,4.3,174,143,42.5,26.6,2.3,2.9,Pacific Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
UCSF CENTER FOR REPRODUCTIVE HEALTH,,SAN FRANCISCO,CALIFORNIA,100%,0%,0%,0%,65%,<1%,3%,7%,4%,16%,2%,<1%,17%,13%,3%,14%,24%,"Victor Y. Fujimoto, M.D.",121,120,133,70,53.7,38.3,39.1,21.4,44.6,33.3,29.3,14.3,-17.7,-16.9,-15.5,-16.4,49.1,38.1,35.5,17.2,52.4,39.2,39,18.2,32,28.4,25,14.5,9.1,12.5,17.3,17.1,2.7,3.1,3.7,4.1,32.3,28.3,30.8,0.2,3.1,2.2,1.9,0,38.9,27.5,35.9,0.2,62,36,24,13,38.7,27.8,25,0.230769231,3.5,3.3,3.3,3.6,49,1,61.2,0,2.4,6,UCSF Center for Reproductive Health,Yes,Yes,Yes,Yes,Yes,Yes,Yes
FERTILITY PHYSICIANS OF NORTHERN CALIFORNIA,,SAN JOSE,CALIFORNIA,>99%,<1%,0%,0%,55%,<1%,0%,8%,2%,12%,3%,<1%,20%,3%,7%,15%,29%,"Valerie Baker, M.D.",146,103,101,44,30.1,39.8,25.7,18.2,24.7,35.9,16.8,9.1,-13.9,-18.5,-14.6,-17,27.1,42,21,11.8,27.9,43,21.8,11.8,17.1,26.7,16.7,8.8,8.9,14.6,19.8,22.7,2.6,3.4,3.4,4,31.8,36.6,15.4,0.25,2.3,4.9,11.5,0,38.9,37.8,0.235294118,0.25,53,27,21,4,24.5,33.3,19,0.25,2.7,3,2.8,4,27,5,51.9,0.4,2.2,2.4,Fertility Physicians of Northern California,Yes,No,Yes,Yes,Yes,Yes,Yes
"CARMELO S. SGARLATA, M.D.",,SAN JOSE,CALIFORNIA,100%,0%,0%,0%,77%,0%,0%,0%,0%,4%,7%,0%,18%,0%,15%,15%,41%,"Carmelo S. Sgarlata, M.D.",12,4,5,1,0.25,1,0.2,0,0.166666667,1,0.2,0,=,=,=,=,0.181818182,1,0.25,0,0.2,1,0.25,0,0.2,0.5,0.25,0,0.083333333,0,0.2,0,3.3,3.8,3.5,5,0,0.25,0,=,0,0.25,0,=,0,0.5,0,=,3,1,0,1,0,0,=,0,3.3,3,=,4,0,0,=,=,=,=,"Carmelo S. Sgarlata, M.D.",No,No,No,No,Yes,No,Yes
REPRODUCTIVE SCIENCE CENTER OF THE SAN FRANCISCO BAY AREA,,SAN RAMON,CALIFORNIA,>99%,0%,0%,<1%,37%,0%,<1%,10%,5%,19%,6%,1%,17%,5%,13%,9%,15%,"Louis N. Weckstein, M.D.",224,164,136,58,34.8,35.4,34.6,13.8,31.3,32.3,21.3,13.8,-12.1,-14.3,-13.8,-17.8,34.1,37.1,24.2,15.7,35.9,38.7,25.4,17.8,21.5,26.3,18.4,11.1,8.5,12.8,11.8,12.1,2.5,3,3.8,4.4,37.2,32.8,17,0.125,6.4,8.6,6.4,0.25,40,32.1,27.6,0.375,77,41,39,4,40.3,24.4,23.1,0.25,3,2.9,3.4,3.5,106,56,50.9,25,2.3,2.8,Reproductive Science Center of the San Francisco Bay Area,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PARKER--ROSENMAN--RODI GYN & INFERTILITY MEDICAL GROUP,,SANTA MONICA,CALIFORNIA,100%,0%,0%,0%,62%,0%,0%,5%,5%,26%,4%,1%,15%,9%,7%,0%,28%,"Ingrid A. Rodi, M.D.",14,19,19,3,0.285714286,0.263157895,0.368421053,0,0.214285714,0.263157895,0.368421053,0,=,=,=,=,0.230769231,0.357142857,0.466666667,0,0.25,0.357142857,0.466666667,0,0.166666667,0.285714286,0.333333333,0,0.071428571,0.263157895,0.210526316,0,2.9,4,3.9,4,0.25,0,0.142857143,=,0,0.2,0.142857143,=,0.333333333,0.2,0.285714286,=,2,2,2,0,0.5,0,0,=,4.5,4,3.5,=,9,5,0.444444444,0.4,2.8,4.2,Parker--Rosenman--Rodi GYN & Infertility Medical Group,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"ISSA M. SHAMONKI, M.D., FERTILITY CLINIC",,SANTA MONICA,CALIFORNIA,92%,8%,0%,0%,69%,0%,0%,3%,0%,8%,3%,0%,11%,0%,17%,25%,33%,"Issa M. Shamonki, M.D.",12,3,4,5,0.416666667,0,0,0.2,0.333333333,0,0,0.2,=,=,=,=,0.363636364,0,0,0.2,0.5,0,0,0.25,0.125,0,0,0.25,0.083333333,0,0,0,3.1,2.3,3,2.8,0.6,=,=,0,0,=,=,0,0.75,=,=,0,2,2,2,0,1,1,0,=,4.5,3,3,=,4,0,1,=,3,=,"Issa M. Shamonki, M.D., Fertility Clinic",Yes,No,Yes,Yes,Yes,No,Yes
VALLEY CENTER FOR REPRODUCTIVE HEALTH ,"TINA KOOPERSMITH, M.D.",SHERMAN OAKS,CALIFORNIA,100%,0%,0%,0%,53%,0%,2%,4%,4%,13%,9%,4%,13%,2%,6%,28%,17%,"Tina B. Koopersmith, M.D.",19,8,11,9,0.421052632,0.5,0.363636364,0.222222222,0.315789474,0.5,0.272727273,0.222222222,=,=,=,=,0.315789474,0.5,0.3,0.222222222,0.333333333,0.5,0.3,0.222222222,0.166666667,0.125,0.2,0.222222222,0,0,0.090909091,0,3.2,3.5,2.9,3.4,0.75,0,0.25,0,0,0.75,0,0,0.5,0.75,0.333333333,0,4,0,2,1,0,=,0,0,2,=,2.5,3,8,1,0.375,0,2.6,1,"Valley Center for Reproductive Health, Tina Koopersmith, M.D.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
STANFORD UNIVERSITY IVF/ART PROGRAM,,STANFORD,CALIFORNIA,100%,0%,0%,0%,34%,1%,0%,7%,2%,14%,4%,2%,9%,9%,8%,22%,23%,"Amin A. Milki, M.D.",231,166,258,117,30.7,27.7,23.3,17.9,26.4,22.9,18.6,6.8,-11.4,-12.8,-9.5,-9.1,28.2,24.5,20.7,7.3,30,25.7,22.3,7.8,17.2,18.2,15.8,5.9,6.5,6.6,10.1,6,2.6,2.8,3,3.3,32.4,26.1,25,14.3,9.9,4.3,5,0,42.6,28.9,29.2,0.25,53,41,23,8,20.8,19.5,26.1,0,2,2.2,2.1,1.8,81,35,45.7,28.6,2.8,2.4,Stanford University IVF/ART Program,Yes,Yes,Yes,No,Yes,Yes,Yes
THE CENTER FOR FERTILITY AND GYNECOLOGY,,TARZANA,CALIFORNIA,93%,0%,<1%,7%,85%,0%,2%,9%,3%,24%,<1%,<1%,21%,5%,15%,7%,14%,"Michael Vermesh, M.D.",45,48,57,41,55.6,39.6,49.1,43.9,48.9,27.1,42.1,26.8,-29.2,-25.2,-25.6,-27.1,48.9,27.1,42.1,26.8,50,27.7,42.9,28.9,31.8,10.6,33.9,21.1,0,0,0,0,3.2,4.2,4.3,4.3,28,0.421052632,21.4,0.166666667,24,0.105263158,7.1,0.055555556,36.4,0.615384615,20.8,0.272727273,21,11,6,4,47.6,0.272727273,0.333333333,0,3.6,4.2,3.8,3.3,45,14,57.8,0.214285714,3.4,3.9,The Center for Fertility and Gynecology,Yes,Yes,Yes,Yes,Yes,Yes,Yes
