OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,PGD_Rate,eSETTotal,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDImplant1,FshNDImplant2,FshNDImplant3,FshNDImplant4,FshNDImplant5,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshCI1,FshCI2,FshCI3,FshCI4,FshCI5,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDRetsRate5,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDTransRate5,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTwinPregsRate5,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDTripPregsRate5,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,FshNDMultInfsRate5,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDLvBirthsRate5,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,state_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,ALTA BATES IN VITRO FERTILIZATION PROGRAM,,BERKELEY,CALIFORNIA,100%,0%,0%,0%,89%,0%,0%,0%,0%,5%,2%,36%,3%,1%,21%,7%,2%,12%,0.12,"Ryszard J. Chetkowski, MD",7.00,14.00,10.00,4.00,8.00,0.06,21.40,0.21,0.00,4.20,0.29,0.29,0.20,0.00,0.13,0.14,0.29,0.20,0.00,0.13,,,,,,0.17,0.31,0.25,0.00,0.13,0.17,0.40,0.33,0.00,0.14,0.17,0.30,0.17,0.00,0.14,0.14,0.07,0.20,0.00,0.00,2.7,2.8,2.3,4,3.4,0.00,0.00,0.50,=,0.00,0.00,0.25,0.00,=,0.00,0.00,0.25,0.50,=,0.00,5,4,3,2,0,0.60,0.50,0.33,0.00,=,1.8,2.3,3.3,5,=,14,12,0.43,0.50,2.3,2,Alta Bates In Vitro Fertilization Program,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,CALIFORNIA CENTER FOR REPRODUCTIVE HEALTH,BEVERLY HILLS REPRODUCTIVE FERTILITY CENTER,BEVERLY HILLS,CALIFORNIA,100%,0%,0%,0%,90%,<1%,<1%,7%,<1%,14%,2%,21%,4%,2%,21%,17%,6%,7%,0.06,"Peyman Saadat, MD",49.00,32.00,35.00,13.00,14.00,30.00,17.60,16.00,10.50,6.30,53.10,53.10,48.60,0.38,0.07,38.80,31.30,40.00,0.23,0.07,(25.2Ð53.8),(16.1Ð50.0),(23.9Ð57.9),,,39.6,32.3,40,0.27,0.08,42.2,32.3,42.4,0.30,0.09,20,22.6,36.4,0.30,0.00,2,3.1,0,0.15,0.07,3.3,3.5,3.2,3.8,2.9,38.5,0.18,0.12,0.00,1.00,15.4,0.06,0.00,0.00,0.00,0.53,0.30,0.14,0.00,1.00,5,0,3,1,2,0.00,=,0.33,1.00,0.00,4,=,3.7,3,6,10,1,0.50,0.00,2.8,4,"California Center for Reproductive Health, Beverly Hills Reproductive Fertility Center",Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,CENTER FOR REPRODUCTIVE HEALTH & GYNECOLOGY,(CRH&G),BEVERLY HILLS,CALIFORNIA,100%,0%,0%,0%,63%,0%,0%,17%,0%,6%,2%,22%,6%,3%,13%,<1%,3%,21%,0.23,"Sam Najmabadi, MD",23.00,20.00,17.00,19.00,10.00,47.60,33.30,30.00,20.80,0.08,69.60,55.00,0.59,0.26,0.10,60.90,30.00,0.41,0.26,0.10,(38.5Ð80.3),(11.9Ð54.3),,,,63.6,0.32,0.44,0.29,0.11,63.6,0.32,0.44,0.38,0.13,50,0.21,0.44,0.38,0.13,4.3,5,0.06,0.11,0.10,1.9,1.9,1.9,1.8,1.6,0.25,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.33,0.00,0.00,0.00,2,4,4,1,1,0.00,0.75,0.50,0.00,0.00,1.5,1.8,2.8,4,3,17,9,0.82,0.56,2,2.3,"Center for Reproductive Health & Gynecology, (CRH&G)",Yes,No,Yes,Yes,Yes,Yes,Yes,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,SOUTHERN CALIFORNIA REPRODUCTIVE CENTER,,BEVERLY HILLS,CALIFORNIA,>99%,<1%,0%,0%,52%,0%,2%,26%,7%,4%,5%,30%,1%,<1%,13%,18%,5%,9%,0.14,"Hal C. Danzer, MD",121.00,85.00,137.00,101.00,51.00,40.00,36.00,25.60,12.20,5.40,52.10,51.80,41.60,26.70,9.80,44.60,41.20,31.40,17.80,5.90,(35.6Ð53.9),(30.6Ð52.4),(23.7Ð39.9),(10.9Ð26.7),(1.2Ð16.2),45.8,41.7,32.6,18.8,6.4,53.5,44.9,35.2,22.5,8.8,40.6,24.4,22.1,21.3,8.8,2.5,1.2,3.6,5,7.8,2,2.2,2.6,3.1,2.7,30.2,45.5,22.8,11.1,0.20,1.6,2.3,10.5,0,0.00,24.1,45.7,37.2,0.06,0.00,32,22,18,6,1,43.8,36.4,0.17,0.50,0.00,1.7,2,2.2,1.8,3,58,39,69,20.5,1.8,2.2,Southern California Reproductive Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"WEST COAST IVF CLINIC, INC.",,BEVERLY HILLS,CALIFORNIA,100%,0%,0%,0%,60%,0%,0%,10%,0%,13%,6%,38%,0%,0%,13%,6%,0%,0%,0.25,"Michael M. Kamrava, MD",4.00,3.00,1.00,1.00,1.00,0.10,0.13,0.00,0.00,0.00,0.25,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.33,0.00,0.00,0.00,3.3,4,1,1,1,0.00,0.00,=,=,=,0.00,0.00,=,=,=,=,=,=,=,=,0,0,0,0,0,=,=,=,=,=,=,=,=,=,=,5,0,0.20,=,4,=,"West Coast IVF Clinic, Inc.",Yes,Yes,Yes,Yes,Yes,No,No,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,FERTILITY CARE OF ORANGE COUNTY,,BREA,CALIFORNIA,100%,0%,0%,0%,77%,1%,0%,3%,0%,9%,9%,28%,<1%,0%,16%,2%,23%,6%,0.06,"C. Terence Lee, MD",29.00,29.00,24.00,7.00,3.00,31.80,18.60,10.40,0.12,0.00,37.90,27.60,33.30,0.29,0.33,31.00,24.10,25.00,0.00,0.00,(15.3Ð50.8),(10.3Ð43.5),(9.8Ð46.7),,,40.9,30.4,30,0.00,0.00,0.47,33.3,0.32,0.00,0.00,0.32,23.8,0.32,0.00,0.00,24.1,20.7,16.7,0.00,0.33,2.3,2.8,3.5,2.8,2,0.36,0.38,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.29,0.00,=,=,12,8,3,0,1,0.67,0.50,0.00,=,0.00,2.6,3,2.3,=,4,5,14,0.60,0.21,2.2,2.1,Fertility Care of Orange County,Yes,Yes,Yes,Yes,Yes,No,Yes,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,CENTRAL CALIFORNIA IVF PROGRAM,WOMEN'S SPECIALTY AND FERTILITY CENTER,CLOVIS,CALIFORNIA,100%,0%,0%,0%,65%,<1%,6%,0%,0%,9%,10%,19%,3%,2%,24%,4%,10%,6%,0.14,"H. Michael Synn, MD",51.00,26.00,21.00,13.00,10.00,17.00,15.90,3.90,3.80,0.09,27.50,23.10,9.50,0.08,0.10,23.50,19.20,9.50,0.08,0.10,(12.8Ð37.5),(6.6Ð39.4),(1.2Ð30.4),,,24.5,20,0.11,0.09,0.20,25.5,20,0.12,0.09,0.20,21.3,8,0.12,0.09,0.20,3.9,3.8,9.5,0.15,0.50,2.3,2.5,3,2.4,2.2,0.14,0.67,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.17,0.60,0.00,0.00,0.00,12,2,2,0,0,0.33,0.50,0.00,=,=,2.3,3.5,3,=,=,6,6,0.17,0.17,2.3,2.8,"Central California IVF Program, Women's Specialty and Fertility Center",Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,ZOUVES FERTILITY CENTER,,DALY CITY,CALIFORNIA,100%,0%,0%,0%,97%,0%,5%,39%,<1%,3%,9%,25%,8%,2%,12%,5%,11%,9%,0.16,"Christo Zouves, MD",77.00,67.00,92.00,31.00,34.00,28.60,21.40,18.50,4.30,6.10,42.90,37.30,33.70,12.90,8.80,39.00,34.30,28.30,9.70,5.90,(28.0Ð50.8),(23.2Ð46.9),(19.4Ð38.6),(2.0Ð25.8),(0.7Ð19.7),39,34.3,29.5,10,6.5,39,35.4,32.1,12,9.5,22.1,23.1,19.8,12,4.8,0,0,4.3,3.2,8.8,2.4,2.8,2.9,2.8,2.3,24.2,36,35.5,0.00,0.33,18.2,12,3.2,0.00,0.00,43.3,34.8,38.5,0.00,0.50,37,15,11,2,1,27,0.33,0.09,0.00,0.00,2.4,1.9,2.1,2,3,77,60,46.8,30,2.2,2.5,Zouves Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"CALIFORNIA IVF: DAVIS FERTILITY CENTER, INC.",,DAVIS,CALIFORNIA,100%,0%,0%,0%,54%,<1%,1%,12%,3%,9%,4%,15%,3%,1%,17%,8%,8%,14%,0.22,"Ernest J. Zeringue, MD",80.00,29.00,35.00,10.00,7.00,39.60,36.70,18.50,14.30,0.13,46.30,37.90,20.00,0.20,0.29,35.00,27.60,14.30,0.00,0.14,(24.7Ð46.5),(12.7Ð47.2),(4.8Ð30.3),,,36.8,30.8,15.2,0.00,0.14,40.6,38.1,20,0.00,0.17,20.3,14.3,8,0.00,0.17,5,10.3,5.7,0.10,0.00,1.9,2.3,2.2,2.6,2.5,43.2,0.55,0.29,0.50,0.00,2.7,0.09,0.14,0.00,0.00,50,0.63,0.60,=,0.00,35,13,8,1,1,28.6,0.23,0.25,0.00,1.00,1.9,1.7,2,2,3,22,11,77.3,0.27,2,1.8,"California IVF: Davis Fertility Center, Inc.",Yes,Yes,Yes,Yes,Yes,No,No,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"THE FERTILITY INSTITUTES-CALIFORNIA, NEW YORK",,ENCINO,CALIFORNIA,98%,0%,1%,<1%,94%,0%,1%,61%,4%,5%,0%,4%,<1%,<1%,4%,59%,3%,11%,0.14,"Jeffrey Steinberg, MD",97.00,36.00,29.00,5.00,2.00,42.20,24.60,29.80,0.17,=,49.50,41.70,34.50,0.20,0.00,46.40,38.90,31.00,0.20,0.00,(36.2Ð56.8),(23.1Ð56.5),(15.3Ð50.8),,,47.9,40,36,0.20,0.00,55.6,46.7,40.9,0.33,=,35.8,40,27.3,0.33,=,3.1,2.8,13.8,0.00,0.00,2,2.3,2.1,2,=,35.4,0.13,0.20,0.00,=,4.2,0.00,0.10,0.00,=,35.6,0.14,0.33,0.00,=,5,4,2,0,0,0.20,0.25,0.00,=,=,2.6,2.8,2,=,=,31,7,51.6,0.14,2.2,1.9,"The Fertility Institutes-California, New York",Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,WEST COAST FERTILITY CENTERS,,FOUNTAIN VALLEY,CALIFORNIA,100%,0%,0%,0%,79%,0%,<1%,15%,1%,14%,14%,9%,4%,1%,15%,3%,8%,19%,0.13,"David G. Diaz, MD",66.00,31.00,29.00,4.00,2.00,33.70,35.40,15.50,0.00,=,34.80,38.70,24.10,0.00,0.00,30.30,32.30,13.80,0.00,0.00,(19.6Ð42.9),(16.7Ð51.4),(3.9Ð31.7),,,33.3,35.7,14.8,0.00,0.00,42.6,50,19,0.00,=,25.5,40,9.5,0.00,=,9.1,9.7,6.9,0.00,0.00,2.1,2.4,2.8,2.8,=,43.5,0.42,0.29,=,=,0,0.00,0.14,=,=,40,0.20,0.50,=,=,39,18,11,2,1,46.2,0.28,0.36,0.00,0.00,2.8,3,2.6,3,4,11,7,0.18,0.14,2.5,3,West Coast Fertility Centers,Yes,No,Yes,Yes,Yes,Yes,Yes,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,XPERT FERTILITY CARE OF CALIFORNIA,"MINH N. HO, MD, FACOG",FOUNTAIN VALLEY,CALIFORNIA,100%,0%,0%,0%,52%,0%,0%,17%,0%,3%,5%,23%,3%,0%,13%,3%,5%,8%,0.39,"Minh N. Ho, MD",7.00,6.00,4.00,5.00,0.00,17.40,23.80,0.13,10.00,=,0.57,0.50,0.25,0.40,=,0.57,0.50,0.25,0.20,=,,,,,,0.57,0.50,0.25,0.20,=,0.57,0.50,0.25,0.20,=,0.57,0.17,0.00,0.20,=,0.00,0.00,0.00,0.00,=,3.3,3.5,4,4,=,0.00,0.67,1.00,0.00,=,0.00,0.00,0.00,0.00,=,0.00,0.67,1.00,0.00,=,0,3,2,0,0,=,0.33,0.00,=,=,=,3,3,=,=,9,2,0.67,0.00,2.8,1.5,"Xpert Fertility Care of California, Minh N. Ho, MD, FACOG",Yes,No,Yes,Yes,Yes,No,Yes,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,KAISER PERMANENTE CENTER FOR REPRODUCTIVE HEALTH,,FREMONT,CALIFORNIA,100%,0%,0%,0%,74%,<1%,<1%,<1%,5%,7%,4%,26%,2%,2%,16%,4%,8%,7%,0.24,"Jon A. Proctor, MD",146.00,91.00,102.00,55.00,23.00,34.60,30.90,22.80,10.40,8.90,48.60,47.30,32.40,25.50,17.40,42.50,39.60,23.50,21.80,13.00,(34.3Ð50.9),(29.5Ð50.4),(15.7Ð33.0),(11.8Ð35.0),(2.8Ð33.6),46.6,43.9,27,25,15,52.5,46.2,32.9,26.1,0.16,36.4,29.5,17.8,17.4,0.16,8.9,9.9,12.7,12.7,13,2.2,2.4,3.1,4.2,4.2,26.8,32.6,36.4,0.21,0.75,2.8,4.7,12.1,0.14,0.00,30.6,36.1,45.8,0.33,0.00,54,28,29,8,6,42.6,50,34.5,0.13,0.00,1.9,2,2.4,1.9,3.3,37,17,56.8,0.71,2.1,1.9,Kaiser Permanente Center for Reproductive Health,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"KATHLEEN KORNAFEL, MD, PHD",,GLENDALE,CALIFORNIA,100%,0%,0%,0%,44%,0%,0%,26%,10%,8%,3%,18%,0%,0%,40%,3%,15%,5%,0.10,"Kathleen Kornafel, MD, PhD",12.00,2.00,1.00,6.00,2.00,47.80,0.40,0.00,0.13,0.00,0.50,0.50,0.00,0.33,0.00,0.42,0.50,0.00,0.00,0.00,,,,,,0.42,0.50,0.00,0.00,0.00,0.45,0.50,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.1,2.5,4,3.2,2.5,0.50,1.00,=,0.00,=,0.17,0.00,=,0.00,=,0.40,1.00,=,=,=,7,0,1,0,0,0.43,=,0.00,=,=,2.6,=,2,=,=,4,4,0.75,0.50,2.5,1.8,"Kathleen Kornafel, MD, PhD",Yes,Yes,Yes,Yes,Yes,No,Yes,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"COASTAL FERTILITY MEDICAL CENTER, INC.",,IRVINE,CALIFORNIA,100%,0%,0%,0%,92%,0%,2%,13%,0%,4%,1%,17%,3%,2%,18%,9%,19%,11%,0.17,"Lawrence B. Werlin, MD",95.00,60.00,55.00,18.00,8.00,17.90,16.10,14.50,3.10,0.07,32.60,33.30,32.70,0.06,0.13,31.60,25.00,20.00,0.06,0.13,(22.4Ð41.9),(14.7Ð37.9),(10.4Ð33.0),,,32.6,26.3,20.4,0.06,0.17,33,27.3,22.9,0.08,0.20,24.2,21.8,18.8,0.08,0.20,3.2,5,1.8,0.11,0.25,2.5,2.9,3,2.5,2.8,22.6,15,0.17,0.00,0.00,3.2,10,0.00,0.00,0.00,26.7,0.20,0.18,0.00,0.00,35,18,15,2,1,34.3,0.17,0.13,0.00,0.00,2.8,2.4,2.5,3.5,3,26,20,30.8,10,2.3,3,"Coastal Fertility Medical Center, Inc.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,FERTILITY CENTER OF SOUTHERN CALIFORNIA,,IRVINE,CALIFORNIA,100%,0%,0%,0%,99%,0%,1%,1%,1%,6%,7%,4%,7%,3%,17%,28%,19%,4%,0.06,"Ilene E. Hatch, MD",36.00,13.00,14.00,13.00,4.00,34.10,22.20,20.90,7.10,0.00,58.30,0.46,0.57,0.23,0.00,47.20,0.38,0.36,0.15,0.00,(30.4Ð64.5),,,,,48.6,0.38,0.36,0.15,0.00,48.6,0.38,0.42,0.17,0.00,28.6,0.23,0.33,0.17,0.00,2.8,0.00,0.00,0.00,0.00,2.6,3.5,3.6,3.5,3.5,42.9,0.33,0.13,0.00,=,4.8,0.17,0.00,0.00,=,0.41,0.40,0.20,0.00,=,11,6,4,2,2,0.36,0.33,0.00,0.50,0.00,2.8,3.2,3,5,2.5,20,10,85,0.30,2.1,3,Fertility Center of Southern California,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,REPRODUCTIVE FERTILITY CENTER,,IRVINE,CALIFORNIA,100%,0%,0%,0%,92%,0%,<1%,19%,0%,12%,2%,7%,3%,1%,13%,42%,10%,6%,0.06,"James P. Lin, MD",77.00,48.00,56.00,19.00,7.00,42.30,32.80,21.10,6.50,0.00,63.60,56.30,41.10,0.16,0.00,61.00,45.80,35.70,0.16,0.00,(49.2Ð72.0),(31.4Ð60.8),(23.4Ð49.6),,,61.8,45.8,37.7,0.16,0.00,63.5,48.9,40,0.16,0.00,37.8,26.7,28,0.16,0.00,1.3,0,5.4,0.00,0.14,2.3,2.6,2.8,3.3,1.3,40.8,29.6,39.1,0.33,=,2,11.1,0,0.00,=,40.4,45.5,30,0.00,=,9,3,2,1,0,0.22,0.33,0.50,1.00,=,2.4,2.3,2,2,=,41,8,75.6,0.38,2.1,2.5,Reproductive Fertility Center-OC,Yes,No,Yes,Yes,Yes,No,Yes,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,REPRODUCTIVE PARTNERS-UCSD REGIONAL FERTILITY CENTER,,LA JOLLA,CALIFORNIA,100%,0%,0%,0%,81%,0%,3%,4%,7%,4%,7%,29%,4%,6%,13%,14%,6%,7%,0.10,"V. Gabriel Garzo, MD",100.00,72.00,76.00,46.00,17.00,50.00,36.00,35.60,23.40,10.80,68.00,56.90,40.80,39.10,0.24,58.00,33.30,25.00,17.40,0.18,(47.7Ð67.8),(22.7Ð45.4),(15.8Ð36.3),(7.8Ð31.4),,63.7,39.3,32.8,21.1,0.25,65.9,41.4,36.5,22.2,0.25,44.3,32.8,26.9,19.4,0.25,9,15.3,23.7,17.4,0.29,1.9,2,2.3,2.6,3.1,29.4,17.1,12.9,0.39,0.00,1.5,2.4,16.1,0.00,0.00,32.8,20.8,0.26,0.13,0.00,19,22,14,3,2,0.53,27.3,0.50,0.00,0.00,2.1,1.7,2.1,3,2,29,30,65.5,26.7,1.8,1.9,Reproductive Partners-UCSD Regional Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,REPRODUCTIVE SCIENCES CENTER,,LA JOLLA,CALIFORNIA,100%,0%,0%,0%,69%,0%,11%,34%,0%,3%,4%,21%,0%,<1%,7%,12%,6%,17%,0.30,"Samuel H. Wood, MD, PhD",9.00,9.00,5.00,4.00,7.00,23.80,0.27,0.50,0.00,0.33,0.56,0.33,0.40,0.00,0.14,0.44,0.33,0.40,0.00,0.14,,,,,,0.44,0.43,0.50,0.00,0.25,0.44,0.50,1.00,0.00,0.50,0.44,0.33,1.00,0.00,0.50,0.00,0.22,0.20,0.25,0.43,2.3,2.5,2,3,1.5,0.00,0.33,0.00,=,0.00,0.00,0.00,0.00,=,0.00,0.00,0.33,0.00,=,0.00,5,9,4,1,1,0.20,0.33,0.25,0.00,0.00,1.8,2.8,2.8,1,2,22,36,63.6,38.9,2.2,2.5,Reproductive Sciences Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,ACACIO FERTILITY CENTER,,LAGUNA NIGUEL,CALIFORNIA,100%,0%,0%,0%,88%,5%,5%,5%,0%,5%,3%,24%,2%,1%,6%,10%,4%,22%,0.25,"Brian D. Acacio, MD",59.00,39.00,56.00,39.00,18.00,32.60,27.60,11.50,8.30,5.90,59.30,43.60,25.00,25.60,0.17,47.50,41.00,21.40,12.80,0.11,(34.3Ð60.9),(25.6Ð57.9),(11.6Ð34.4),(4.3Ð27.4),,50,48.5,24,13.2,0.12,50.9,48.5,25.5,14.7,0.13,36.4,33.3,21.3,14.7,0.13,5.1,15.4,10.7,2.6,0.06,2.3,3,3.5,3.5,3.4,28.6,0.18,0.21,0.00,0.00,0,0.18,0.07,0.00,0.00,28.6,0.31,0.17,0.00,0.00,11,8,2,2,7,0.45,0.00,0.00,0.00,0.57,2.3,2.4,3.5,2.5,2.7,20,2,85,0.50,2.8,2.5,Acacio Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,LOMA LINDA UNIVERSITY CENTER FOR FERTILITY AND IVF,,LOMA LINDA,CALIFORNIA,100%,0%,0%,0%,89%,0%,<1%,6%,1%,7%,7%,15%,2%,1%,15%,2%,7%,17%,0.29,"John D. Jacobson, MD",45.00,40.00,18.00,12.00,3.00,34.60,26.60,27.80,9.10,0.00,46.70,42.50,0.44,0.42,0.00,37.80,30.00,0.44,0.25,0.00,(23.8Ð53.5),(16.6Ð46.5),,,,39.5,33.3,0.53,0.30,0.00,41.5,36.4,0.62,0.30,0.00,29.3,18.2,0.54,0.30,0.00,4.4,10,0.17,0.17,0.00,2,2.4,2.8,3.3,2.7,38.1,0.29,0.25,0.00,=,4.8,0.06,0.00,0.00,=,0.29,0.50,0.13,0.00,=,13,8,3,1,1,0.46,0.13,0.33,0.00,1.00,2.6,2.8,3.7,2,4,10,13,0.30,0.15,2.1,2.7,Loma Linda University Center for Fertility and IVF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,CALIFORNIA FERTILITY PARTNERS,,LOS ANGELES,CALIFORNIA,100%,0%,0%,0%,69%,<1%,8%,2%,2%,4%,3%,12%,4%,5%,17%,13%,23%,8%,0.11,"Richard P. Marrs, MD",70.00,50.00,100.00,77.00,56.00,35.60,18.60,17.00,8.70,3.00,54.30,26.00,33.00,14.30,10.70,47.10,20.00,24.00,13.00,3.60,(35.1Ð59.4),(10.0Ð33.7),(16.0Ð33.6),(6.4Ð22.6),(0.4Ð12.3),51.6,25.6,32,19.2,4.8,51.6,25.6,32.9,20.8,5.6,34.4,15.4,26,16.7,5.6,8.6,22,25,32.5,25,2.3,2.6,3.1,3.4,3.7,28.9,0.31,24.2,0.27,0.00,7.9,0.08,0,0.00,0.00,33.3,0.40,20.8,0.20,0.00,14,13,17,8,1,0.36,0.15,0.29,0.25,0.00,2.4,2.1,2.5,3.3,1,98,64,56.1,42.2,2.1,2.3,California Fertility Partners,Yes,No,Yes,Yes,Yes,Yes,Yes,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
