OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshCI1,FshCI2,FshCI3,FshCI4,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,state_code
31,WEST COAST FERTILITY CENTERS,,FOUNTAIN VALLEY,CALIFORNIA,100%,0%,0%,0%,91%,0%,<1%,11%,8%,5%,2%,<1%,10%,<1%,4%,32%,27%,"David G. Diaz, MD",80,43,54,14,51.3,53.5,24.1,0.142857143,43.8,48.8,18.5,0.071428571,(32.7Ð55.3),(33.3Ð64.5),(9.3Ð31.4),,43.8,52.5,19.6,0.071428571,45.5,53.8,21.3,0.111111111,27.3,35.9,19.1,0.111111111,0,7,5.6,0,3.1,3.5,3.6,4.3,22,34.8,0,0,22,8.7,0.076923077,0,40,33.3,0.1,0,29,15,7,5,34.5,0.133333333,0.428571429,0.2,4.3,3.1,2.9,2.8,15,20,0.666666667,45,3.7,4.1,West Coast Fertility Centers,Yes,No,Yes,Yes,Yes,Yes,Yes,CA
32,KAISER PERMANENTE CENTER FOR REPRODUCTIVE HEALTH,,FREMONT,CALIFORNIA,100%,0%,0%,0%,74%,0%,0%,9%,4%,27%,2%,<1%,13%,4%,4%,14%,23%,"Jon A. Proctor, MD",110,61,60,41,58.2,57.4,50,26.8,50,44.3,40,19.5,(40.3Ð59.7),(31.5Ð57.6),(27.6Ð53.5),(8.8Ð34.9),56.1,50,48,22.2,61.8,54,50,24.2,33.7,28,41.7,12.1,10.9,11.5,16.7,12.2,2.4,2.6,3.2,3.2,43.8,42.9,20,0.272727273,7.8,11.4,6.7,0.090909091,45.5,48.1,16.7,0.5,26,7,7,2,80.8,0.571428571,0.285714286,0.5,2.1,2.9,2.9,3.5,18,5,0.722222222,0.6,2,2,Kaiser Permanente Center for Reproductive Health,Yes,No,Yes,No,Yes,Yes,Yes,CA
33,"KATHLEEN L. KORNAFEL, MD, PHD",,GLENDALE,CALIFORNIA,100%,0%,0%,0%,60%,0%,84%,1%,1%,0%,0%,0%,11%,47%,38%,1%,1%,"Kathleen L. Kornafel, MD, PhD",16,19,15,9,0.3125,0.263157895,0.133333333,0.444444444,0.25,0.157894737,0.133333333,0.333333333,,,,,0.25,0.157894737,0.133333333,0.333333333,0.25,0.157894737,0.142857143,0.333333333,0.1875,0.105263158,0.071428571,0.222222222,0,0,0,0,2.6,3.3,2.9,3,0.4,0.4,0,0.25,0,0,0.5,0,0.25,0.333333333,0.5,0.333333333,4,5,6,1,0,0,0.333333333,0,2,2.4,2.2,2,7,8,0.571428571,0.125,2.9,3,"Kathleen L. Kornafel, MD, PhD",Yes,Yes,Yes,Yes,Yes,No,Yes,CA
34,SHER INSTITUTE OF REPRODUCTIVE MEDICINEÐLOS ANGELES,,GLENDALE,CALIFORNIA,100%,0%,0%,0%,83%,<1%,2%,7%,4%,3%,6%,<1%,7%,38%,5%,15%,16%,"Brian Acacio, MD",74,67,84,34,36.5,44.8,26.2,14.7,31.1,29.9,10.7,2.9,(20.8Ð42.9),(19.3Ð42.3),(5.0Ð19.4),(0.1Ð15.3),36.5,32.8,12.5,3.3,38.3,33.9,14.1,3.8,21.7,27.1,9.4,3.8,14.9,9,14.3,11.8,2.8,3.1,3.3,3.5,22.2,16.7,22.7,0,14.8,10,0,0,43.5,20,0.333333333,0,14,11,6,0,0.428571429,0.090909091,0,=,2.4,2.7,2,=,17,4,0.352941176,0.5,3.2,3.3,Sher Institute of Reproductive MedicineÐLos Angeles,Yes,Yes,Yes,Yes,Yes,No,Yes,CA
35,"MARIN REPRODUCTIVE MEDICAL ASSOCIATES, INC.",,GREENBRAE,CALIFORNIA,100%,0%,0%,0%,38%,0%,0%,5%,7%,22%,3%,2%,14%,3%,16%,13%,16%,"Sae H. Sohn, MD",19,34,27,8,0.631578947,29.4,25.9,0.125,0.578947368,26.5,25.9,0,,(12.9Ð44.4),(11.1Ð46.3),,0.578947368,30,26.9,0,0.578947368,32.1,31.8,0,0.368421053,17.9,9.1,0,0,11.8,3.7,0.125,2.3,2.8,2.7,3.7,0.333333333,0.4,0.714285714,0,0,0.1,0,0,0.363636364,0.444444444,0.714285714,=,6,4,9,1,0,0,0.222222222,0,3.3,4,4.1,6,13,13,0.538461538,0.538461538,2.4,3.2,This clinic has closed or reorganized since 2006.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,,CA
36,"COASTAL FERTILITY MEDICAL CENTER, INC.",,IRVINE,CALIFORNIA,100%,0%,0%,0%,88%,0%,1%,3%,2%,14%,4%,<1%,22%,8%,23%,8%,17%,"Lawrence B. Werlin, MD",74,60,57,24,39.2,33.3,29.8,16.7,35.1,26.7,17.5,4.2,(24.4Ð47.1),(16.1Ð39.7),(8.7Ð29.9),(0.1Ð21.1),36.1,27.1,21.3,5,36.1,28.6,27.8,0.052631579,20.8,23.2,13.9,0,2.7,1.7,17.5,16.7,3.3,3.3,3.4,3.6,37.9,25,0.411764706,0,6.9,0,0,0.25,42.3,0.1875,0.5,1,24,18,12,4,29.2,0.277777778,0.166666667,0.25,3.1,3.3,3.7,2.3,35,38,57.1,18.4,3.3,3.6,"Coastal Fertility Medical Center, Inc.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
37,FERTILITY CENTER OF SOUTHERN CALIFORNIA,,IRVINE,CALIFORNIA,100%,0%,0%,0%,88%,0%,<1%,10%,6%,24%,4%,0%,13%,15%,21%,2%,5%,"Ilene E. Hatch, MD",46,25,32,14,47.8,36,28.1,0.142857143,39.1,28,18.8,0.071428571,(25.1Ð54.6),(12.1Ð49.4),(7.2Ð36.4),,42.9,29.2,23.1,0.083333333,43.9,30.4,24,0.083333333,31.7,21.7,16,0.083333333,8.7,4,18.8,0.142857143,3.7,4.1,4.2,4.8,13.6,0.222222222,0.111111111,0,9.1,0.111111111,0.111111111,0,0.277777778,0.285714286,0.333333333,0,10,11,9,3,0.4,0.454545455,0.111111111,0.666666667,4.2,4,4,5.3,16,13,0.75,0.153846154,2.9,4.8,Fertility Center of Southern California,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
38,REPRODUCTIVE FERTILITY CENTER,,IRVINE,CALIFORNIA,100%,0%,0%,0%,94%,0%,4%,5%,7%,7%,4%,2%,16%,34%,10%,6%,9%,"James P. Lin, MD",41,28,27,9,65.9,50,48.1,0.111111111,51.2,42.9,40.7,0.111111111,(35.1Ð67.1),(24.5Ð62.8),(22.4Ð61.2),,51.2,44.4,42.3,0.125,52.5,44.4,42.3,0.125,30,29.6,34.6,0.125,0,3.6,3.7,0.111111111,2.4,2.6,2.6,3,29.6,0.285714286,0.307692308,0,7.4,0,0,0,42.9,0.333333333,0.181818182,0,4,2,0,0,0,0,=,=,2.8,3,=,=,10,2,0.8,0.5,2.4,2.5,Reproductive Fertility Center,Yes,No,Yes,Yes,Yes,No,Pending,CA
39,REPRODUCTIVE PARTNERSÐUCSD REGIONAL FERTILITY CENTER,,LA JOLLA,CALIFORNIA,100%,0%,0%,0%,85%,0%,3%,4%,5%,13%,4%,5%,17%,11%,5%,11%,25%,"V. Gabriel Garzo, MD",65,56,58,24,63.1,57.1,36.2,20.8,58.5,50,27.6,16.7,(45.6Ð70.6),(36.3Ð63.7),(16.7Ð40.9),(4.7Ð37.4),60.3,57.1,34,16.7,66.7,59.6,37.2,20,45.6,34,25.6,20,3.1,12.5,19,0,1.9,2.1,2.3,2.7,34.1,43.8,23.8,0,7.3,6.3,4.8,0.2,31.6,42.9,0.3125,0,20,10,11,7,45,0.4,0.181818182,0,2.2,1.9,2.4,3,27,15,81.5,0.6,1.9,2.1,Reproductive PartnersÐUCSD Regional Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
40,REPRODUCTIVE SCIENCES CENTER,,LA JOLLA,CALIFORNIA,100%,0%,0%,0%,52%,0%,13%,4%,0%,11%,2%,2%,5%,2%,0%,45%,30%,"Samuel H. Wood, MD, PhD",2,5,9,4,0.5,0.6,0.222222222,0,0.5,0.4,0.222222222,0,,,,,1,0.5,0.25,0,1,0.5,0.285714286,0,1,0.5,0.285714286,0,0.5,0.2,0.111111111,0.5,4,2.3,2.4,1,0,0,0,=,0,0,0,=,0,0,0,=,2,1,4,0,1,0,0.5,=,3.5,2,3.3,=,32,41,56.3,51.2,2.3,3,Reproductive Sciences Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
41,SCRIPPS CLINIC FERTILITY CENTER,,LA JOLLA,CALIFORNIA,100%,0%,0%,0%,87%,0%,3%,7%,3%,10%,3%,<1%,13%,0%,3%,23%,37%,"Jeffrey S. Rakoff, MD",38,41,29,11,18.4,19.5,6.9,0.090909091,13.2,19.5,6.9,0,(4.4Ð28.1),(8.8Ð34.9),(0.8Ð22.8),,13.9,21.1,8,0,15.2,21.6,8.3,0,6.1,13.5,8.3,0,5.3,7.3,13.8,0.090909091,2.6,2.6,2.6,2.3,0.285714286,0.375,0,0,0.142857143,0,0,0,0.6,0.375,0,=,7,9,1,1,0,0.222222222,1,0,2.4,2.7,2,1,5,0,0.6,=,1.8,=,Scripps Clinic Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
42,MISSION REPRODUCTIVE CENTER,,LAGUNA NIGUEL,CALIFORNIA,100%,0%,0%,0%,88%,0%,4%,5%,11%,14%,4%,6%,13%,3%,0%,19%,27%,"Paul W. Zarutskie, MD",15,15,20,10,0.333333333,0.2,20,0.2,0.333333333,0.2,20,0.1,,,(5.7Ð43.7),,0.333333333,0.214285714,0.235294118,0.111111111,0.416666667,0.25,0.266666667,0.25,0.25,0.166666667,0.266666667,0.25,0,0.066666667,15,0.1,2.3,1.9,1.9,2.5,0.4,0.333333333,0.25,0,0,0,0,0,0.4,0.333333333,0,0,5,3,2,3,0,0,0.5,0,1.4,2.3,2,2,7,7,0.142857143,0,1.9,2.3,Mission Reproductive Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
43,SHER INSTITUTE OF REPRODUCTIVE MEDICINEÐORANGE COUNTY,,LAGUNA NIGUEL,CALIFORNIA,100%,0%,0%,0%,90%,1%,2%,4%,2%,20%,11%,<1%,9%,12%,2%,21%,19%,"Brian Acacio, MD",38,13,22,11,52.6,0.230769231,31.8,0.181818182,47.4,0.153846154,18.2,0.090909091,(31.0Ð64.2),,(5.2Ð40.3),,50,0.166666667,19,0.090909091,51.4,0.181818182,0.266666667,0.090909091,20,0.090909091,0.266666667,0.090909091,5.3,0.076923077,4.5,0,3,3.8,2.5,3.7,45,0.333333333,0,0,20,0,0.142857143,0,0.611111111,0.5,0,0,5,1,2,0,0,0,0.5,=,2.4,2,3,=,10,1,0.5,0,2.6,2,Sher Institute of Reproductive MedicineÐOrange County,Yes,Yes,Yes,Yes,Yes,No,Yes,CA
44,LOMA LINDA UNIVERSITY CENTER FOR FERTILITY AND IVF,,LOMA LINDA,CALIFORNIA,100%,0%,0%,0%,83%,1%,0%,14%,4%,14%,4%,<1%,18%,3%,6%,13%,24%,"John D. Jacobson, MD",86,42,30,4,44.2,42.9,10,0.25,34.9,33.3,6.7,0.25,(24.9Ð45.9),(19.6Ð49.5),(0.8Ð22.1),,40,37.8,9.5,0.5,41.7,38.9,0.105263158,0.5,19.4,30.6,0.105263158,0,12.8,11.9,30,0.5,2.2,2.8,3,3.5,39.5,0.277777778,0.333333333,1,2.6,0,0.333333333,0,53.3,0.214285714,0,1,19,10,3,2,0.368421053,0.4,0.666666667,0.5,2.7,2.7,3,3.5,14,12,0.357142857,0.166666667,2.3,2.9,Loma Linda University Center for Fertility and IVF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
45,REPRODUCTIVE PARTNERSÐLONG BEACH,,LONG BEACH,CALIFORNIA,>99%,<1%,0%,0%,38%,0%,<1%,12%,6%,20%,5%,4%,16%,15%,9%,5%,8%,"Bill Yee, MD",58,39,33,25,50,35.9,39.4,8,41.4,33.3,27.3,0,(28.6Ð55.1),(19.1Ð50.2),(13.3Ð45.5),(0.0Ð13.7),44.4,40.6,36,0,45.3,41.9,37.5,0,32.1,25.8,33.3,0,6.9,17.9,24.2,20,2.1,2.4,2.8,2.6,37.9,0.428571429,0.153846154,0,0,0,0,0,29.2,0.384615385,0.111111111,=,22,7,7,6,40.9,0.571428571,0.285714286,0.5,2,2.4,2.7,2.5,20,6,45,0.333333333,2.2,2,Reproductive PartnersÐOrange County,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
46,CALIFORNIA FERTILITY PARTNERS,,LOS ANGELES,CALIFORNIA,100%,0%,0%,0%,63%,0%,6%,3%,2%,10%,3%,4%,17%,13%,23%,14%,11%,"Richard P. Marrs, MD",60,85,127,98,41.7,28.2,18.9,16.3,40,22.4,13.4,8.2,(27.6Ð53.5),(14.0Ð32.7),(8.0Ð20.6),(3.6Ð15.5),45.3,27.1,18.9,10.4,45.3,28.4,20,12.1,22.6,13.4,17.6,12.1,11.7,17.6,29.1,21.4,2.7,3.3,3.5,3.9,36,29.2,12.5,0.0625,12,16.7,0,0,50,0.526315789,0.117647059,0,27,27,20,12,25.9,25.9,40,0.083333333,2.6,2.9,3.2,3.1,93,90,49.5,30,2.5,2.7,California Fertility Partners,Yes,No,Yes,Yes,Yes,Yes,Yes,CA
47,CEDARS SINAI MEDICAL CENTER,CENTER FOR FERTILITY AND REPRODUCTIVE MEDICINE,LOS ANGELES,CALIFORNIA,100%,0%,0%,0%,39%,0%,0%,2%,9%,13%,5%,0%,9%,9%,9%,25%,19%,"Margareta D. Pisarska, MD",17,11,20,7,0.411764706,0.636363636,25,0.285714286,0.352941176,0.545454545,15,0.142857143,,,(3.2Ð37.9),,0.5,0.666666667,0.1875,0.166666667,0.545454545,0.75,0.214285714,0.2,0.272727273,0.625,0.071428571,0.2,0.294117647,0.181818182,20,0.142857143,2.7,2.5,3.4,2.8,0.714285714,0.142857143,0.4,0.5,0,0,0,0,0.5,0.166666667,0.666666667,0,2,0,2,0,0.5,=,0,=,4.5,=,2.5,=,2,2,0,0,2,3,"Cedars Sinai Medical Center, Center for Fertility and Reproductive Medicine",Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
48,CHA FERTILITY CENTER,,LOS ANGELES,CALIFORNIA,100%,0%,0%,0%,95%,0%,0%,4%,1%,17%,3%,4%,6%,54%,1%,7%,4%,"Thomas J. Kim, MD",33,23,21,11,33.3,47.8,14.3,0.363636364,24.2,34.8,9.5,0.181818182,(11.1Ð42.3),(16.4Ð57.3),(1.2Ð30.4),,24.2,34.8,9.5,0.181818182,24.2,34.8,9.5,0.181818182,24.2,30.4,4.8,0.181818182,0,0,0,0,2.5,2.8,2.7,2.8,0,0,0,0,0,0.090909091,0.333333333,0,0,0.125,0.5,0,11,4,2,0,0.454545455,0.5,1,=,2.4,2.8,1.5,=,73,12,64.4,0.5,2,2.6,This clinic has closed or reorganized since 2006.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,,CA
49,PACIFIC FERTILITY CENTERÐLOS ANGELES,,LOS ANGELES,CALIFORNIA,100%,0%,0%,0%,67%,0%,0%,6%,<1%,0%,2%,0%,9%,61%,4%,4%,13%,"Vicken Sahakian, MD",52,31,27,14,53.8,48.4,44.4,0.285714286,51.9,38.7,37,0.142857143,(37.6Ð66.0),(21.8Ð57.8),(19.4Ð57.6),,51.9,38.7,37,0.142857143,55.1,40,40,0.181818182,30.6,26.7,28,0.181818182,0,0,0,0,3.2,3.6,3.4,3,46.4,0.4,0.333333333,0,10.7,0,0,0,44.4,0.333333333,0.3,0,12,10,5,1,0.333333333,0.2,0.2,0,3.6,3.2,3.6,3,106,55,50.9,41.8,3.1,3.1,Pacific Fertility CenterÐLos Angeles,No,Yes,Yes,Yes,Yes,Yes,Yes,CA
50,UCLA FERTILITY CENTER,,LOS ANGELES,CALIFORNIA,100%,0%,0%,0%,40%,0%,0%,10%,4%,22%,3%,0%,27%,7%,7%,11%,11%,"T.C. Jackson Wu, MD, PhD",26,16,22,11,46.2,0.375,18.2,0.181818182,34.6,0.375,13.6,0.181818182,(17.2Ð55.7),,(2.9Ð34.9),,37.5,0.461538462,0.166666667,0.25,0.473684211,0.461538462,0.230769231,0.25,0.263157895,0.230769231,0.230769231,0.25,7.7,0.1875,18.2,0.272727273,3.5,3.4,3.3,2.9,0.166666667,0.333333333,0,0,0.166666667,0.166666667,0,0,0.444444444,0.5,0,0,6,1,2,0,0.166666667,1,0.5,=,2.7,3,1,=,5,1,0.6,0,4,2,UCLA Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
51,USC REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY,,LOS ANGELES,CALIFORNIA,90%,1%,7%,1%,46%,0%,4%,4%,4%,7%,3%,3%,9%,12%,7%,32%,20%,"Richard J. Paulson, MD",37,25,43,20,29.7,48,37.2,30,27,48,27.9,15,(13.8Ð44.1),(27.8Ð68.7),(15.3Ð43.7),(3.2Ð37.9),28.6,54.5,30.8,0.157894737,29.4,60,30.8,0.166666667,11.8,45,23.1,0.166666667,5.4,12,9.3,5,3,3.2,3.8,4.8,0.272727273,0.166666667,0.25,0,0.272727273,0.25,0.0625,0,0.6,0.25,0.25,0,10,10,19,6,0.1,0.1,0.210526316,0.5,3.2,3.3,3.4,4.5,36,43,38.9,30.2,3,3.3,USC Reproductive Endocrinology and Infertility,Yes,No,Yes,Yes,Yes,Yes,Yes,CA
52,REPRODUCTIVE SPECIALTY MEDICAL CENTER,,NEWPORT BEACH,CALIFORNIA,100%,0%,0%,0%,61%,0%,2%,9%,0%,46%,<1%,0%,11%,17%,2%,3%,13%,"Beth A. Ary, MD",20,8,18,3,45,0.25,0.277777778,0,45,0.125,0.166666667,0,(23.1Ð68.5),,,,0.473684211,0.125,0.1875,0,0.5,0.166666667,0.214285714,0,0.222222222,0.166666667,0.214285714,0,5,0,0.111111111,0,2.9,2.7,3.8,3,0.555555556,0,0,=,0.111111111,0,0,=,0.555555556,0,0,=,2,2,1,1,0.5,0,0,1,2.5,3,3,1,36,10,69.4,0.1,2.9,3.2,Reproductive Specialty Medical Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
53,SOUTHERN CALIFORNIA CENTER FOR REPRODUCTIVE MEDICINE,,NEWPORT BEACH,CALIFORNIA,100%,0%,0%,0%,88%,0%,1%,7%,2%,26%,6%,<1%,17%,8%,14%,8%,12%,"Robert E. Anderson, MD",91,69,68,43,42.9,30.4,25,25.6,36.3,26.1,19.1,9.3,(26.4Ð47.0),(16.3Ð38.1),(10.6Ð30.5),(2.6Ð22.1),37.9,28.1,22.4,10.8,39.8,30.5,23.2,11.8,26.5,27.1,14.3,8.8,4.4,7.2,14.7,14,3.3,3.5,3.5,3.4,15.4,19,0.294117647,0.090909091,17.9,0,0,0,33.3,0.111111111,0.384615385,0.25,40,14,7,1,35,0.285714286,0.571428571,0,3,3.1,2.9,2,43,25,53.5,32,2.8,3,Southern California Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
54,IVFÐORANGE SURGERY CENTER,,ORANGE,CALIFORNIA,100%,0%,0%,0%,37%,0%,4%,8%,5%,8%,10%,5%,23%,5%,33%,0%,5%,"Darush L. Mohyi, MD",13,9,5,0,0.230769231,0.222222222,0.2,=,0.230769231,0.111111111,0.2,=,,,,,0.230769231,0.111111111,0.2,=,0.230769231,0.111111111,0.25,=,0.230769231,0.111111111,0.25,=,0,0,0,=,3.7,4.6,4,=,0,0,0,=,0,0,0,=,0,0,0,=,3,5,1,0,0,0.2,0,=,4,6,4,=,4,0,0.25,=,4.3,=,IVFÐOrange Surgery Center,Yes,No,Yes,Yes,Yes,No,No,CA
55,NOVA IN VITRO FERTILIZATION,,PALO ALTO,CALIFORNIA,100%,0%,0%,0%,49%,0%,0%,14%,4%,26%,2%,2%,14%,7%,17%,6%,8%,"Richard J. Schmidt, MD",36,27,35,20,41.7,40.7,28.6,25,38.9,25.9,22.9,15,(23.1Ð56.5),(11.1Ð46.3),(10.4Ð40.1),(3.2Ð37.9),40,28,22.9,0.166666667,42.4,28,22.9,0.176470588,18.2,20,14.3,0.176470588,2.8,7.4,0,10,2.5,2.8,3,4.2,0.466666667,0.272727273,0.3,0,0.066666667,0.090909091,0.1,0,0.571428571,0.285714286,0.375,0,13,13,11,4,0.384615385,0.230769231,0.272727273,0,2.5,2.5,2.5,6.8,19,18,0.578947368,0.166666667,2.9,1.7,NOVA In Vitro Fertilization,Yes,No,Yes,Yes,Yes,Yes,Yes,CA
56,STANFORD UNIVERSITY IVF/ART PROGRAM,DEPARTMENT OF GYNECOLOGY AND OBSTETRICS,PALO ALTO,CALIFORNIA,100%,0%,0%,0%,41%,2%,<1%,3%,3%,24%,5%,<1%,9%,11%,6%,1%,38%,"Valerie Baker, MD",205,172,186,138,32.7,30.8,22,20.3,26.8,21.5,15.1,10.9,(20.9Ð33.4),(15.6Ð28.4),(10.2Ð21.0),(6.2Ð17.3),28.4,22.8,16.3,12.9,29.6,24,17,14.6,19.4,17.5,13.9,10.7,5.4,5.8,7.5,15.9,2.1,2.4,3,3.3,29.9,20.8,22,17.9,0,1.9,4.9,0,34.5,27,17.9,0.266666667,83,57,40,16,28.9,15.8,30,0.1875,2,2,1.7,2.2,57,49,45.6,16.3,2.1,2,"Stanford Fertility and Reproductive Medicine Center, Stanford University Department of Gynecology and Obstetrics",Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
57,HUNTINGTON REPRODUCTIVE CENTER,,PASADENA,CALIFORNIA,>99%,<1%,<1%,<1%,76%,<1%,3%,6%,3%,16%,2%,2%,19%,19%,12%,9%,13%,"Daniel A. Potter, MD",532,379,402,153,35.5,31.1,25.6,17.6,30.3,25.1,19.2,11.1,(26.4Ð34.4),(20.8Ð29.7),(15.4Ð23.3),(6.6Ð17.2),31.5,27.5,20.2,12.6,32.9,29.4,21.4,13.6,22.7,19.8,17.8,12.8,3.9,8.7,5.2,11.8,2.7,3.1,3.1,3.4,22.2,28.8,16.5,0,6.3,1.7,1.9,3.7,31.1,32.6,16.9,0.058823529,132,69,41,14,34.8,24.6,17.1,0.142857143,2.7,3,2.8,3.1,218,116,46.3,37.1,2.6,3,Huntington Reproductive Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
58,PALO ALTO MEDICAL FOUNDATION,REPRODUCTIVE ENDOCRINOLOGY & FERTILITY,PORTOLA VALLEY,CALIFORNIA,100%,0%,0%,0%,45%,0%,0%,11%,11%,0%,0%,5%,13%,5%,47%,3%,5%,"Lillian M. Swiersz, MD",7,12,8,4,0.428571429,0.166666667,0,0,0.285714286,0.166666667,0,0,,,,,0.285714286,0.181818182,0,0,0.285714286,0.181818182,0,0,0.285714286,0.090909091,0,0,0,0.083333333,0.25,0.25,2.1,2.6,3,2.7,0,0.5,=,=,0,0,=,=,0,0.5,=,=,4,1,1,1,0.5,0,0,0,2.3,2,2,1,0,0,=,=,=,=,"Palo Alto Medical Foundation, Reproductive Endocrinology & Fertility",No,No,Yes,No,Yes,Yes,Yes,CA
59,REPRODUCTIVE PARTNERSÐREDONDO BEACH,,REDONDO BEACH,CALIFORNIA,100%,0%,0%,0%,54%,0%,2%,10%,4%,11%,4%,2%,18%,8%,24%,7%,11%,"Bill Yee, MD",62,65,78,40,62.9,50.8,32.1,17.5,59.7,50.8,25.6,5,(46.4Ð71.9),(38.1Ð63.4),(16.4Ð36.8),(0.6Ð16.9),62.7,55,29,6.7,62.7,56.9,29.9,7.1,39,41.4,25.4,7.1,4.8,7.7,11.5,25,2,2.3,2.5,3,48.7,36.4,20,0,0,0,8,0,37.8,27.3,15,0,12,21,13,5,0.333333333,52.4,0.230769231,0.2,2.1,2,1.8,2.4,26,13,69.2,0.384615385,2,2,Reproductive PartnersÐRedondo Beach,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
60,NORTHERN CALIFORNIA FERTILITY MEDICAL CENTER,,ROSEVILLE,CALIFORNIA,100%,0%,0%,0%,57%,0%,2%,11%,7%,12%,5%,3%,28%,8%,3%,10%,14%,"John L. Gililland, MD",191,97,98,37,42.4,42.3,41.8,18.9,38.2,36.1,30.6,10.8,(31.3Ð45.5),(26.6Ð46.5),(21.7Ð40.7),(3.0Ð25.4),40.6,38,31.9,11.4,41.2,39.3,32.3,12.1,24.3,25.8,24.7,9.1,5.8,5.2,4.1,5.4,2.6,2.8,3,3.4,35.8,24.4,22,0.142857143,6.2,7.3,2.4,0,41.1,34.3,23.3,0.25,69,45,26,10,27.5,17.8,15.4,0.1,2.4,2.5,2.5,2.3,80,47,56.3,31.9,2.3,2.1,Northern California Fertility Medical Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
61,KAISER PERMANENTE CENTER FOR REPRODUCTIVE HEALTHÐSACRAMENTO,,SACRAMENTO,CALIFORNIA,100%,0%,0%,0%,57%,0%,0%,15%,10%,1%,1%,2%,26%,5%,5%,12%,24%,"Kenneth Vu, MD",36,32,11,3,41.7,43.8,0.363636364,0.333333333,36.1,34.4,0.272727273,0.333333333,(20.8Ð53.8),(18.6Ð53.2),,,40.6,37.9,0.333333333,0.333333333,40.6,37.9,0.333333333,0.333333333,25,20.7,0.222222222,0.333333333,11.1,9.4,0.181818182,0,2.5,2.9,3.1,3.7,0.4,0.357142857,0.25,0,0.066666667,0.071428571,0,0,0.384615385,0.454545455,0.333333333,0,1,3,0,0,1,0,=,=,4,2,=,=,2,0,0,=,2.5,=,Kaiser Permanente Center for Reproductive HealthÐSacramento,Yes,Yes,Yes,Yes,Yes,Yes,Pending,CA
