OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,PGD_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshCI1,FshCI2,FshCI3,FshCI4,FshCI5,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDRetsRate5,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDTransRate5,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTwinPregsRate5,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDTripPregsRate5,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,FshNDMultInfsRate5,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDLvBirthsRate5,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,state_code
27,CENTRAL CALIFORNIA IVF PROGRAM,WOMEN'S SPECIALTY AND FERTILITY CENTER,CLOVIS,CALIFORNIA,97%,3%,0%,0%,47%,0%,0%,0%,18%,6%,26%,<1%,0%,25%,2%,7%,2%,14%,"H. Michael Synn, MD",49,24,29,13,6,32.7,29.2,6.9,0.153846154,0,28.6,20.8,6.9,0.076923077,0,(16.6Ð43.3),(7.1Ð42.2),(0.8Ð22.8),,,31.8,22.7,7.4,0.125,0,35,0.263157895,8,0.142857143,0,22.5,0.157894737,4,0.142857143,0,10.2,8.3,6.9,0.384615385,0.166666667,2.7,3.1,3.3,3.4,3,0.1875,0.571428571,0.5,0,=,0.125,0,0,0,=,0.357142857,0.4,0.5,0,=,18,3,3,1,0,0.166666667,0,0,0,=,3.3,2.7,2.3,1,=,3,1,0.333333333,0,2.3,3,"Central California IVF Program, Women's Specialty and Fertility Center",Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
28,ZOUVES FERTILITY CENTER,,DALY CITY,CALIFORNIA,100%,0%,0%,0%,97%,0%,8%,44%,6%,8%,19%,8%,3%,10%,9%,4%,14%,20%,"Christo Zouves, MD",70,95,93,40,20,54.3,40,28,15,0,50,32.6,23.7,10,0,(37.8Ð62.2),(23.4Ð43.0),(15.5Ð33.6),(2.8Ð23.7),(0.0Ð16.8),50.7,33,23.9,10.3,0,53,35.2,26.2,12.9,0,31.8,21.6,16.7,9.7,0,1.4,1.1,1.1,2.5,5,2.5,2.6,2.9,2.3,2.2,31.6,26.3,26.9,0.166666667,=,5.3,15.8,7.7,0,=,40,38.7,36.4,0.25,=,19,16,12,4,1,0.263157895,0.25,0.25,0,0,2.8,2.8,3.3,4.3,4,71,32,45.1,25,2.4,3.2,Zouves Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
29,"CALIFORNIA IVF: DAVIS FERTILITY CENTER, INC.",,DAVIS,CALIFORNIA,100%,0%,0%,0%,51%,0%,0%,3%,7%,7%,14%,3%,1%,16%,4%,12%,14%,23%,"Ernest J. Zeringue, MD",71,27,27,6,5,40.8,48.1,33.3,0.5,0,31,29.6,22.2,0.5,0,(20.5Ð43.1),(13.8Ð50.2),(8.6Ð42.3),,,33.8,32,27.3,0.5,0,38.6,33.3,28.6,0.5,0,28.1,25,19,0.5,0,8.5,7.4,18.5,0,0.2,2.2,2.2,3,3.5,2.8,37.9,0.230769231,0.222222222,0,=,0,0,0,0,=,27.3,0.25,0.333333333,0,=,32,13,7,3,0,37.5,0.153846154,0.142857143,0,=,1.9,2.1,1.9,2,=,17,12,0.705882353,0.166666667,2,2,"California IVF: Davis Fertility Center, Inc.",Yes,Yes,Yes,Yes,Yes,No,No,CA
30,"THE FERTILITY INSTITUTESÐCALIFORNIA, NEVADA",,ENCINO,CALIFORNIA,100%,0%,0%,0%,93%,0%,2%,63%,7%,<1%,8%,1%,0%,6%,51%,4%,16%,6%,"Jeffrey Steinberg, MD",72,52,35,4,1,54.2,57.7,54.3,0,0,50,53.8,45.7,0,0,(38.0Ð62.0),(39.5Ð67.8),(28.8Ð63.4),,,50.7,56,47.1,0,0,50.7,57.1,47.1,0,0,32.4,44.9,32.4,0,0,1.4,3.8,2.9,0,0,2.3,2.3,2.3,1.5,2,33.3,20,0.315789474,=,=,5.1,0,0,=,=,36.1,21.4,0.3125,=,=,6,5,3,0,1,0.166666667,0.2,0.333333333,=,0,2.8,2.6,3,=,3,37,11,48.6,0.363636364,2.5,2.9,"The Fertility InstitutesÐCalifornia, New York",Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
31,WEST COAST FERTILITY CENTERS,,FOUNTAIN VALLEY,CALIFORNIA,100%,0%,0%,0%,94%,0%,2%,17%,15%,8%,4%,2%,1%,16%,2%,3%,21%,27%,"David G. Diaz, MD",96,45,41,6,5,40.6,46.7,22,0.166666667,0,32.3,33.3,19.5,0,0,(23.1Ð42.6),(20.0Ð49.0),(8.8Ð34.9),,,33.3,34.1,20,0,0,38.3,35.7,24.2,0,0,32.1,23.8,21.2,0,0,3.1,2.2,2.4,0,0,2.5,2.9,3.2,2.5,3.8,12.8,38.1,0.222222222,1,=,2.6,9.5,0,0,=,16.1,0.333333333,0.125,=,=,37,9,9,1,0,45.9,0.333333333,0.222222222,1,=,3.1,3.6,3,5,=,5,9,0.8,0.555555556,2.8,4.2,West Coast Fertility Centers,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
32,XPERT FERTILITY CARE OF CALIFORNIA,"MINH N. HO, MD, FACOG",FOUNTAIN VALLEY,CALIFORNIA,100%,0%,0%,0%,69%,0%,0%,13%,14%,12%,28%,5%,0%,16%,0%,2%,9%,14%,"Minh N. Ho, MD",12,9,7,3,1,0.666666667,0.777777778,0.285714286,0.333333333,0,0.666666667,0.777777778,0.285714286,0.333333333,0,,,,,,0.666666667,0.777777778,0.285714286,0.333333333,0,0.8,0.777777778,0.285714286,0.333333333,0,0.5,0.444444444,0.142857143,0.333333333,0,0,0,0,0,0,2.8,3.9,3.1,3.3,3,0.375,0.285714286,0.5,0,=,0,0.142857143,0,0,=,0.375,0.428571429,0.5,0,=,1,0,2,0,0,0,=,0.5,=,=,4,=,2.5,=,=,5,2,0.6,1,3.4,3,"Xpert Fertility Care of California, Minh N. Ho, MD, FACOG",Yes,No,Yes,Yes,Yes,No,No,CA
33,KAISER PERMANENTE CENTER FOR REPRODUCTIVE HEALTH,,FREMONT,CALIFORNIA,100%,0%,0%,0%,75%,0%,0%,3%,9%,4%,27%,1%,<1%,12%,3%,7%,9%,28%,"Jon A. Proctor, MD",139,83,79,35,25,50.4,45.8,44.3,34.3,20,42.4,33.7,25.3,22.9,8,(34.1Ð51.1),(23.7Ð44.9),(16.2Ð36.4),(10.4Ð40.1),(1.0Ð26.0),45,37.8,29.4,25.8,9.1,52.2,44.4,32.3,28.6,0.105263158,30.1,31.7,25.8,28.6,0.105263158,5.8,10.8,13.9,11.4,12,2.2,2.5,3,3.7,3.4,40,39.5,8.6,0,0,0,0,2.9,0,0,42.4,28.6,20,0,0,47,22,21,6,2,53.2,36.4,33.3,0.5,1,2.1,1.8,2.2,2,2,26,11,65.4,0.636363636,2.1,2.2,Kaiser Permanente Center for Reproductive Health,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
34,"KATHLEEN L. KORNAFEL, MD, PHD",,GLENDALE,CALIFORNIA,100%,0%,0%,0%,62%,0%,0%,65%,0%,4%,0%,0%,0%,22%,22%,53%,0%,0%,"Kathleen L. Kornafel, MD, PhD",16,19,14,9,4,0.4375,0.315789474,0.071428571,0,0,0.375,0.210526316,0.071428571,0,0,,,,,,0.375,0.210526316,0.071428571,0,0,0.428571429,0.25,0.125,0,0,0.428571429,0.25,0.125,0,0,0,0,0,0,0,1.9,3.2,2.5,3.3,1,0,0.333333333,1,=,=,0.142857143,0,0,=,=,0,0,0,=,=,6,3,0,0,1,0.5,0,=,=,0,2.5,3,=,=,3,7,3,0.714285714,0.666666667,2.6,4,"Kathleen L. Kornafel, MD, PhD",Yes,No,Yes,Yes,Yes,No,Yes,CA
35,SHER INSTITUTE FOR REPRODUCTIVE MEDICINEÐLOS ANGELES,,GLENDALE,CALIFORNIA,100%,0%,0%,0%,88%,0%,3%,2%,2%,5%,2%,2%,0%,6%,56%,9%,10%,8%,"Aykut Bayrak, MD",52,48,50,33,17,44.2,39.6,38,21.2,0.117647059,36.5,33.3,30,3,0.117647059,(23.6Ð51.0),(20.4Ð48.4),(17.9Ð44.6),(0.1Ð15.8),,38.8,38.1,34.9,3.6,0.133333333,44.2,41,38.5,3.8,0.133333333,23.3,20.5,23.1,3.8,0.133333333,5.8,12.5,14,15.2,0.117647059,3,3.5,3.7,3.6,4.7,39.1,0.368421053,0.263157895,0.142857143,0.5,4.3,0.052631579,0.052631579,0,0,0.473684211,0.5,0.4,0,0,8,7,6,3,1,0.375,0.428571429,0.5,0.333333333,0,2.3,2.6,3,2.3,3,22,1,59.1,0,2.7,4,Sher Institute for Reproductive MedicineÐLos Angeles,Yes,Yes,Yes,Yes,Yes,No,Yes,CA
36,"COASTAL FERTILITY MEDICAL CENTER, INC.",,IRVINE,CALIFORNIA,100%,0%,0%,0%,90%,0%,2%,17%,5%,5%,19%,7%,<1%,15%,8%,23%,6%,12%,"Lawrence B. Werlin, MD",86,53,37,17,5,39.5,28.3,18.9,0.176470588,0,34.9,26.4,16.2,0.058823529,0,(24.9Ð45.9),(15.3Ð40.3),(6.2Ð32.0),,,38,26.9,18.2,0.071428571,0,39,31.1,22.2,0.083333333,0,22.1,20,14.8,0.083333333,0,8.1,1.9,10.8,0.176470588,0,3.1,3.3,3,2.4,1.5,38.2,0.4,0.285714286,0,=,11.8,0,0,0,=,43.3,0.357142857,0.333333333,0,=,22,15,7,3,1,31.8,0.133333333,0.142857143,0.333333333,0,3.2,3.5,3.4,3,4,38,31,47.4,12.9,2.7,3.4,"Coastal Fertility Medical Center, Inc.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
37,FERTILITY CENTER OF SOUTHERN CALIFORNIA,,IRVINE,CALIFORNIA,>99%,<1%,0%,0%,89%,0%,2%,2%,8%,11%,10%,9%,<1%,11%,21%,16%,6%,8%,"Ilene E. Hatch, MD",42,24,29,18,6,61.9,50,24.1,0.333333333,0.166666667,54.8,33.3,24.1,0.277777778,0.166666667,(38.7Ð70.2),(15.6Ð55.3),(10.3Ð43.5),,,54.8,36.4,29.2,0.357142857,0.2,56.1,40,31.8,0.416666667,0.25,41.5,30,18.2,0.416666667,0.25,0,8.3,17.2,0.222222222,0.166666667,3.2,3.7,4,4,3.8,30.8,0.166666667,0.571428571,0,0,0,0.083333333,0.142857143,0,0,26.1,0.25,0.428571429,0,0,18,7,5,2,0,0.166666667,0.285714286,0.4,0.5,=,3.6,3.9,4.6,6.5,=,11,13,0.727272727,0.307692308,3,3.6,Fertility Center of Southern California,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
38,REPRODUCTIVE FERTILITY CENTER,,IRVINE,CALIFORNIA,100%,0%,0%,0%,93%,0%,0%,23%,11%,2%,20%,2%,1%,17%,17%,8%,9%,13%,"James P. Lin, MD",46,32,36,27,10,63,56.3,36.1,14.8,0.1,52.2,50,30.6,11.1,0,(36.9Ð67.1),(31.9Ð68.1),(16.3Ð48.1),(2.4Ð29.2),,53.3,50,32.4,13,0,54.5,50,33.3,13.6,0,36.4,37.5,21.2,13.6,0,2.2,0,5.6,14.8,0.2,2.3,2.8,3,3,2.3,31,0.222222222,0.153846154,0,0,3.4,0.055555556,0.153846154,0,0,33.3,0.25,0.363636364,0,=,3,3,4,2,0,0.333333333,0.333333333,0.5,0,=,2.3,2.7,3.3,3,=,16,4,0.8125,0.5,2,3.3,Reproductive Fertility Center,Yes,No,Yes,Yes,Yes,No,Pending,CA
39,REPRODUCTIVE PARTNERSÐUCSD REGIONAL FERTILITY CENTER,,LA JOLLA,CALIFORNIA,100%,0%,0%,0%,86%,0%,0%,11%,5%,7%,24%,6%,5%,17%,10%,9%,6%,12%,"V. Gabriel Garzo, MD",69,55,42,20,12,56.5,52.7,38.1,45,0.083333333,47.8,30.9,33.3,30,0.083333333,(35.6Ð60.2),(19.1Ð44.8),(19.6Ð49.5),(11.9Ð54.3),,51.6,37,35.9,0.352941176,0.111111111,54.1,39.5,41.2,0.375,0.2,29.5,25.6,26.5,0.375,0.2,7.2,16.4,7.1,15,0.25,1.9,2,1.9,2.3,3.6,41,44.8,0.4375,0.111111111,0,5.1,0,0,0,0,45.5,0.352941176,0.357142857,0,0,17,12,14,3,3,0.294117647,0.25,0.142857143,0,0,2,1.8,2.1,1.7,2,35,16,71.4,0.375,1.9,1.8,Reproductive PartnersÐUCSD Regional Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
40,REPRODUCTIVE SCIENCES CENTER,,LA JOLLA,CALIFORNIA,100%,0%,0%,0%,80%,0%,17%,47%,3%,1%,11%,1%,2%,8%,15%,8%,31%,19%,"Samuel H. Wood, MD, PhD",13,9,2,0,5,0.461538462,0.333333333,0.5,=,0.2,0.461538462,0.333333333,0.5,=,0,,,,,,0.461538462,0.375,0.5,=,0,0.5,0.375,0.5,=,0,0.333333333,0.375,0.5,=,0,0,0.111111111,0,=,0.4,2.5,2.1,3,=,2.5,0.333333333,0,0,=,0,0,0,0,=,0,0.333333333,0,0,=,=,5,6,0,2,0,0.6,0.5,=,0.5,=,2.4,2.3,=,2.5,=,25,20,84,80,2.2,2.7,Reproductive Sciences Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
41,SCRIPPS CLINIC FERTILITY CENTER,,LA JOLLA,CALIFORNIA,100%,0%,0%,0%,85%,0%,2%,3%,6%,2%,4%,<1%,<1%,11%,2%,3%,34%,36%,"Jeffrey S. Rakoff, MD",39,20,26,9,9,17.9,15,19.2,0.111111111,0,17.9,15,11.5,0.111111111,0,(7.5Ð33.5),(3.2Ð37.9),(2.4Ð30.2),,,18.9,0.176470588,12.5,0.111111111,0,20,0.176470588,15,0.111111111,0,11.4,0.176470588,15,0.111111111,0,5.1,15,7.7,0,0,2.5,3.1,3.2,3.6,3.4,0.428571429,0,0,0,=,0,0,0,0,=,0.428571429,0,0,0,=,16,3,2,1,1,0.0625,0,0,0,0,2.1,2,2,1,2,9,0,0.444444444,=,2.8,=,Scripps Clinic Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
42,LOMA LINDA UNIVERSITY CENTER FOR FERTILITY AND IVF,,LOMA LINDA,CALIFORNIA,100%,0%,0%,0%,85%,1%,0%,4%,10%,3%,13%,3%,2%,23%,1%,6%,14%,25%,"John D. Jacobson, MD",90,33,28,9,1,52.2,48.5,35.7,0.111111111,0,48.9,45.5,32.1,0.111111111,0,(38.2Ð59.7),(28.1Ð63.6),(15.9Ð52.4),,,54.3,51.7,36,0.142857143,=,57.1,60,40.9,0.2,=,35.1,28,31.8,0.2,=,10,12.1,10.7,0.222222222,1,2.1,2.7,2.8,2.2,=,36.2,0.5625,0.2,0,=,2.1,0,0.1,0,=,38.6,0.533333333,0.222222222,0,=,25,6,2,0,0,24,0.333333333,0.5,=,=,2.6,2.3,3,=,=,17,20,0.411764706,15,2.1,2.8,Loma Linda University Center for Fertility and IVF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
43,CALIFORNIA FERTILITY PARTNERS,,LOS ANGELES,CALIFORNIA,99%,<1%,<1%,0%,67%,0%,4%,2%,5%,2%,9%,3%,3%,18%,14%,23%,12%,11%,"Richard P. Marrs, MD",54,65,100,93,46,42.6,30.8,22,19.4,13,37,26.2,19,11.8,4.3,(24.3Ð51.3),(16.0Ð38.5),(11.8Ð28.1),(6.1Ð20.2),(0.5Ð14.8),41.7,29.8,25.7,16.9,6.9,43.5,30.9,27.1,18.3,7.4,30.4,14.5,22.9,15,3.7,11.1,12.3,26,30.1,37,3.2,3.4,3.6,3.9,3.9,17.4,35,22.7,0.166666667,0.166666667,8.7,15,4.5,0,0,30,0.529411765,0.157894737,0.181818182,0.5,18,16,16,6,3,0.222222222,0.3125,0.3125,0.166666667,0.333333333,3,3.2,3,2.7,3.7,84,57,53.6,36.8,2.5,2.9,California Fertility Partners,Yes,No,Yes,Yes,Yes,Yes,Yes,CA
44,CEDARS SINAI MEDICAL CENTER,CENTER FOR FERTILITY AND REPRODUCTIVE MEDICINE,LOS ANGELES,CALIFORNIA,100%,0%,0%,0%,38%,0%,0%,5%,2%,6%,14%,1%,0%,13%,6%,9%,26%,24%,"Margareta D. Pisarska, MD",22,22,13,19,4,40.9,36.4,0.230769231,0.263157895,0,27.3,27.3,0.153846154,0.210526316,0,(10.7Ð50.2),(10.7Ð50.2),,,,0.333333333,0.315789474,0.166666667,0.285714286,0,0.333333333,0.333333333,0.166666667,0.333333333,0,0.166666667,0.222222222,0.166666667,0.25,0,18.2,13.6,0.076923077,0.263157895,0.5,2.9,3.5,3.1,3.8,3,0.222222222,0.25,0,0.2,=,0.222222222,0.25,0,0,=,0.5,0.333333333,0,0.25,=,1,3,0,0,0,0,0.333333333,=,=,=,2,3.3,=,=,=,4,0,0.25,=,3,=,"Cedars Sinai Medical Center, Center for Fertility and Reproductive Medicine",Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
45,CHA FERTILITY CENTER,,LOS ANGELES,CALIFORNIA,100%,0%,0%,0%,99%,3%,0%,13%,3%,2%,31%,<1%,<1%,9%,39%,<1%,10%,4%,"Thomas J. Kim, MD",33,17,15,5,6,51.5,0.352941176,0.466666667,0.2,0,39.4,0.235294118,0.4,0.2,0,(22.9Ð57.9),,,,,39.4,0.235294118,0.4,0.2,0,39.4,0.235294118,0.4,0.2,0,33.3,0.235294118,0.333333333,0.2,0,0,0,0,0,0,2.6,2.9,2.5,3,2.5,0.235294118,0,0.142857143,0,=,0,0,0,0,=,0.153846154,0,0.166666667,0,=,5,2,1,1,1,0.6,1,1,1,0,2,2.5,1,2,1,93,42,57,59.5,2,2.2,This clinic has closed or reorganized since 2007.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,,CA
46,PACIFIC FERTILITY CENTERÐLOS ANGELES,,LOS ANGELES,CALIFORNIA,100%,0%,0%,0%,82%,0%,0%,6%,5%,1%,2%,<1%,0%,8%,63%,5%,6%,9%,"Vicken Sahakian, MD",45,14,19,10,2,57.8,0.428571429,0.368421053,0.1,0.5,44.4,0.357142857,0.315789474,0,0.5,(29.6Ð60.0),,,,,44.4,0.357142857,0.315789474,0,0.5,44.4,0.384615385,0.333333333,0,0.5,22.2,0.153846154,0.166666667,0,0.5,0,0,0,0,0,3.2,2.8,3.2,3.3,2.5,30.8,0.333333333,0.428571429,0,0,15.4,0.166666667,0,0,0,50,0.6,0.5,=,0,9,6,3,1,1,0.444444444,0.666666667,0.333333333,0,1,2.8,3.7,2.7,1,1,103,63,46.6,38.1,2.7,3,Pacific Fertility CenterÐLos Angeles,No,Yes,Yes,Yes,Yes,Yes,Yes,CA
47,UCLA FERTILITY CENTER,,LOS ANGELES,CALIFORNIA,100%,0%,0%,0%,33%,0%,1%,4%,9%,3%,26%,3%,2%,15%,7%,3%,14%,19%,"T.C. Jackson Wu, MD, PhD",18,22,32,13,4,0.5,18.2,21.9,0.384615385,0.25,0.388888889,18.2,15.6,0.307692308,0.25,,(5.2Ð40.3),(5.3Ð32.8),,,0.411764706,0.266666667,21.7,0.333333333,0.5,0.466666667,0.307692308,0.277777778,0.363636364,0.5,0.266666667,0.076923077,0.277777778,0.363636364,0.5,0.055555556,31.8,28.1,0.076923077,0.5,2.1,2.4,2.8,2.9,4.5,0.333333333,0.75,0.142857143,0.2,0,0,0,0,0,0,0.428571429,0.75,0,0,0,3,5,4,4,1,0.666666667,0.4,0.25,0,0,4,2.4,3.5,2.8,5,3,1,1,0,2.7,3,UCLA Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
48,USC REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY,,LOS ANGELES,CALIFORNIA,86%,0%,14%,0%,61%,0%,1%,3%,6%,5%,9%,<1%,<1%,13%,12%,4%,27%,22%,"Richard J. Paulson, MD",32,33,60,31,19,31.3,33.3,31.7,19.4,0.157894737,21.9,27.3,26.7,12.9,0.157894737,(9.3Ð40.0),(13.3Ð45.5),(16.1Ð39.7),(3.6Ð29.8),,21.9,29,29.1,14.8,0.1875,23.3,29,29.1,14.8,0.1875,13.3,16.1,21.8,7.4,0.1875,0,6.1,8.3,12.9,0.157894737,2.9,3.7,4.5,4.6,5,0.4,0.454545455,0.315789474,0.333333333,0,0,0,0,0,0,0.428571429,0.444444444,0.25,0.5,0,14,11,10,7,1,0.142857143,0.363636364,0.1,0.142857143,0,3.3,3.3,5,5,3,33,38,39.4,28.9,2.9,3.2,USC Reproductive Endocrinology and Infertility,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
49,NEWPORT FERTILITY CENTER,,NEWPORT BEACH,CALIFORNIA,100%,0%,0%,0%,93%,0%,0%,3%,6%,<1%,59%,4%,2%,2%,18%,5%,3%,<1%,"Mark T. Kan, MD",23,16,23,14,9,69.6,0.375,21.7,0.214285714,0.111111111,65.2,0.3125,8.7,0.071428571,0.111111111,(42.7Ð83.6),,(1.1Ð28.0),,,65.2,0.3125,9.1,0.083333333,0.125,65.2,0.357142857,9.5,0.090909091,0.125,47.8,0.214285714,9.5,0.090909091,0,0,0,4.3,0.142857143,0.111111111,2.5,3.1,3.8,4.1,5,0.375,0.333333333,0,0,1,0,0,0,0,0,0.266666667,0.4,0,0,1,2,8,2,2,0,1,0.375,0.5,0.5,=,5,2.3,5.5,4,=,8,0,0.625,=,1.8,=,Newport Fertility Center,Yes,No,Yes,Yes,Yes,Yes,Yes,CA
50,REPRODUCTIVE SPECIALTY MEDICAL CENTER,,NEWPORT BEACH,CALIFORNIA,100%,0%,0%,0%,89%,0%,0%,40%,2%,2%,29%,0%,0%,9%,10%,4%,9%,35%,"Beth A. Ary, MD",15,15,13,2,2,0.466666667,0.266666667,0.230769231,0,0,0.466666667,0.2,0.230769231,0,0,,,,,,0.466666667,0.2,0.25,0,0,0.466666667,0.25,0.333333333,0,0,0.266666667,0.166666667,0.222222222,0,0,0,0,0.076923077,0.5,0,2.9,3.3,3.1,3,5.5,0.428571429,0.25,0,=,=,0,0,0.333333333,=,=,0.428571429,0.333333333,0.333333333,=,=,3,1,1,0,0,0,0,0,=,=,2.7,2,1,=,=,33,7,69.7,0.285714286,2.5,2.9,Reproductive Specialty Medical Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
51,SOUTHERN CALIFORNIA CENTER FOR REPRODUCTIVE MEDICINE,,NEWPORT BEACH,CALIFORNIA,100%,0%,0%,0%,87%,0%,2%,10%,7%,2%,22%,8%,2%,17%,8%,9%,15%,9%,"Robert E. Anderson, MD",75,62,74,40,21,46.7,38.7,24.3,10,9.5,42.7,33.9,14.9,7.5,4.8,(31.3Ð54.6),(22.3Ð47.0),(7.7Ð25.0),(1.6Ð20.4),(0.1Ð23.8),45.7,36.2,17.2,10.7,0.052631579,46.4,39.6,19.3,11.1,0.0625,30.4,22.6,14,11.1,0.0625,6.7,6.5,13.5,30,9.5,2.8,3.4,3.5,3.4,3.3,40,41.7,0.277777778,0.25,0,0,4.2,0.111111111,0.25,0,34.4,42.9,0.272727273,0,0,30,19,8,3,1,36.7,0.157894737,0.25,0.333333333,0,2.8,2.5,2,2.3,4,33,27,57.6,40.7,2.5,2.6,Southern California Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
52,IVFÐORANGE SURGERY CENTER,,ORANGE,CALIFORNIA,100%,0%,0%,0%,47%,0%,0%,0%,18%,0%,14%,9%,0%,5%,0%,46%,5%,5%,"Darush L. Mohyi, MD",4,8,4,1,0,0.25,0.125,0.25,1,=,0.25,0.125,0.25,1,=,,,,,,0.25,0.125,0.25,1,=,0.25,0.125,0.25,1,=,0,0.125,0.25,1,=,0,0,0,0,=,3.3,4.8,3.8,1,=,1,0,0,0,=,0,0,0,0,=,1,0,0,0,=,1,0,0,0,0,0,=,=,=,=,4,=,=,=,=,4,0,0.75,=,3.5,=,IVFÐOrange Surgery Center,Yes,No,Yes,Yes,Yes,No,No,CA
53,NOVA IN VITRO FERTILIZATION,,PALO ALTO,CALIFORNIA,100%,0%,0%,0%,47%,0%,2%,6%,13%,5%,16%,4%,2%,13%,9%,15%,15%,9%,"Richard J. Schmidt, MD",66,59,57,20,7,42.4,28.8,29.8,25,0,33.3,22,26.3,20,0,(22.2Ð46.0),(12.3Ð34.7),(15.5Ð39.7),(5.7Ð43.7),,34.4,23.6,28.8,0.235294118,0,35.5,24.1,29.4,0.25,0,19.4,16.7,25.5,0.1875,0,3,6.8,8.8,15,0.142857143,2.6,2.8,3.1,3.1,3.5,35.7,0.176470588,0.235294118,0.2,=,7.1,0.117647059,0.058823529,0,=,45.5,0.307692308,0.133333333,0.25,=,17,19,12,8,5,0.294117647,0.105263158,0.25,0.25,0.2,2.2,2.4,2.7,3,1.4,24,14,50,0.5,2.3,2.6,Nova In Vitro Fertilization,Yes,No,Yes,Yes,Yes,Yes,Yes,CA
