PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshCI1,FshCI2,FshCI3,FshCI4,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation
SCRIPPS CLINIC FERTILITY CENTER,,LA JOLLA,CALIFORNIA,100%,0%,0%,0%,82%,1%,0%,6%,3%,5%,6%,1%,<1%,0%,0%,42%,36%,"Jeffrey S. Rakoff, M.D.",35,25,20,13,28.6,32,20,0,22.9,24,20,0,-27.9,-33.4,-35,=,24.2,30,0.266666667,0,24.2,30,0.266666667,0,15.2,20,0.133333333,0,5.7,20,25,0.076923077,3.1,3.2,3.8,2.5,0.3,0.25,0.25,=,0,0,0.25,=,0.375,0.333333333,0.5,=,8,5,3,1,0.125,0,0.333333333,0,3.4,3.4,2,1,16,8,0.375,0.125,3.3,2.5,Scripps Clinic Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
THE ZARUTSKIE FERTILITY AND ENDOCRINE INSTITUTE,,LAGUNA NIGUEL,CALIFORNIA,>99%,<1%,0%,0%,86%,0%,0%,4%,7%,1%,1%,3%,10%,4%,2%,11%,57%,"Paul W. Zarutskie, M.D.",39,29,37,11,35.9,37.9,24.3,0.272727273,33.3,31,21.6,0.181818182,-29.6,-33.7,-26.5,=,36.1,36,25,0.2,39.4,40.9,27.6,0.222222222,21.2,22.7,13.8,0.111111111,7.7,13.8,13.5,0.090909091,3.2,3.7,3.2,3.1,0.428571429,0.090909091,0.444444444,0.666666667,0,0.272727273,0.111111111,0,0.461538462,0.444444444,0.5,0.5,6,9,4,0,0.833333333,0.111111111,0.25,=,3,2.8,3.5,=,6,2,0.833333333,0.5,3.5,4.5,The Zarutskie Fertility and Endocrine Institute,Yes,Yes,Yes,Yes,Yes,Yes,Yes
LOMA LINDA UNIVERSITY CENTER FOR FERTILITY AND IVF,,LOMA LINDA,CALIFORNIA,100%,0%,0%,0%,63%,0%,2%,22%,0%,9%,6%,<1%,17%,1%,9%,12%,23%,"John D. Jacobson, M.D.",47,28,26,6,51.1,28.6,30.8,0,42.6,28.6,23.1,0,-28.3,-33.5,-32.4,=,50,40,30,0,50,0.421052632,30,0,40,0.210526316,30,0,14.9,28.6,23.1,0.666666667,2.8,3.4,3.7,4,25,0.25,0,=,0,0.25,0,=,20,0.5,0,=,7,3,1,0,0.285714286,0.333333333,0,=,2.9,3.3,2,=,10,5,0.5,0.4,2.6,3.2,Loma Linda University Center for Fertility and IVF,Yes,Yes,Yes,Yes,Yes,Yes,Yes
REPRODUCTIVE PARTNERS--LONG BEACH,,LONG BEACH,CALIFORNIA,90%,10%,0%,0%,35%,<1%,0%,11%,4%,24%,6%,1%,16%,6%,13%,10%,9%,"Bill Yee, M.D.",71,50,76,45,54.9,32,17.1,11.1,47.9,28,13.2,6.7,-23.2,-24.8,-15.2,-14,54,31.8,20,10.7,55.7,32.6,20.8,11.1,41,20.9,12.5,7.4,11.3,12,34.2,37.8,2.9,3.3,3.8,4.1,23.1,0.375,0.230769231,0.4,5.1,0,0.153846154,0,26.5,0.357142857,0.4,0.333333333,15,8,10,7,0.2,0.125,0.1,0.428571429,3.3,3.9,3.3,3.9,16,16,0.375,0.1875,2.7,3.4,Reproductive Partners--Long Beach,Yes,Yes,Yes,Yes,Yes,Yes,Yes
UNIVERSITY OF CALIFORNIA--LOS ANGELES,FERTILITY CENTER,LOS ANGELES,CALIFORNIA,98%,1%,<1%,0%,27%,1%,0%,7%,4%,2%,<1%,<1%,11%,30%,11%,19%,14%,"Joseph C. Gambone, D.O., M.P.H.",37,21,37,31,27,23.8,16.2,0,18.9,23.8,13.5,0,-25.2,-36.4,-22,-100,21.2,0.277777778,15.6,0,21.9,0.277777778,16.1,0,15.6,0.111111111,12.9,0,10.8,14.3,13.5,25.8,3.5,3.6,3.3,3.1,0.3,0.4,0,=,0,0.2,0.333333333,=,0.285714286,0.6,0.2,=,8,8,5,1,0.125,0.125,0.4,0,3.5,4,3.4,3,8,10,0.625,0,3.4,2.8,"University of California--Los Angeles, Fertility Center",Yes,Yes,Yes,Yes,Yes,Yes,Yes
UNIVERSITY OF SOUTHERN CALIFORNIA,REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY,LOS ANGELES,CALIFORNIA,>99%,0%,<1%,0%,25%,<1%,6%,9%,<1%,19%,<1%,2%,6%,20%,16%,17%,10%,"Richard J. Paulson, M.D.",30,27,18,22,36.7,33.3,0.166666667,22.7,33.3,33.3,0.111111111,18.2,-33.7,-35.5,=,-32.2,35.7,37.5,0.125,0.25,37,37.5,0.133333333,0.266666667,14.8,33.3,0.066666667,0.266666667,6.7,11.1,0.111111111,27.3,3.3,3.8,4.9,4.6,0.636363636,0,0,0,0.090909091,0.222222222,0.333333333,0,0.6,0.111111111,0.5,0,5,4,9,5,0.2,0.25,0.111111111,0.2,3,2.5,3.7,4,48,25,54.2,24,3,2.9,"University of Southern California, Reproductive Endocrinology and Infertility",Yes,Yes,Yes,Yes,Yes,Yes,Pending
REPRODUCTIVE SPECIALTY MEDICAL CENTER,,NEWPORT BEACH,CALIFORNIA,100%,0%,0%,0%,69%,4%,2%,7%,6%,19%,4%,3%,23%,7%,6%,9%,16%,"Beth A. Ary, M.D.",20,12,8,3,60,0.416666667,0.25,0,55,0.416666667,0.25,0,-43.6,=,=,=,55,0.416666667,0.25,0,55,0.454545455,0.285714286,0,30,0.272727273,0.285714286,0,0,0,0,0,3.2,3.3,4,1.7,0.333333333,0.4,0.5,=,0.25,0,0,=,0.454545455,0.4,0,=,3,0,4,0,0,=,0.5,=,3.3,=,2.8,=,21,5,38.1,0.2,3.7,3,Reproductive Specialty Medical Center,Yes,Yes,Yes,Yes,Yes,Yes,Pending
SOUTHERN CALIFORNIA CENTER FOR REPRODUCTIVE MEDICINE,,NEWPORT BEACH,CALIFORNIA,100%,0%,0%,0%,80%,0%,<1%,10%,3%,16%,12%,<1%,12%,4%,3%,15%,25%,"Robert E. Anderson, M.D.",72,52,35,25,48.6,34.6,22.9,12,45.8,28.8,14.3,4,-23,-24.7,-23.2,-11.7,50,32.6,18.5,0.052631579,51.6,33.3,18.5,0.058823529,23.4,17.8,18.5,0,8.3,11.5,22.9,24,3.3,3.6,3.3,3.8,37.1,0.388888889,0,0.333333333,17.1,0.222222222,0,0,54.5,0.466666667,0,1,21,8,7,2,14.3,0.5,0.714285714,0,2.5,2.8,2.6,2,31,12,64.5,0.416666667,3.3,2.6,Southern California Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes
NORTHRIDGE CENTER FOR REPRODUCTIVE MEDICINE,,NORTHRIDGE,CALIFORNIA,99%,0%,0%,1%,86%,0%,4%,10%,0%,15%,9%,2%,18%,2%,3%,15%,26%,"Jirair B. Konialian, M.D.",40,19,24,4,32.5,0.157894737,4.2,0,32.5,0.105263158,4.2,0,-29,=,-12.2,=,35.1,0.117647059,0.055555556,0,36.1,0.125,0.055555556,0,22.2,0.125,0.055555556,0,7.5,0.105263158,25,0,4.5,4.2,3.2,3,0.307692308,0,0,=,0.153846154,0,0,=,0.384615385,0,0,=,0,1,0,1,=,0,=,1,=,2,=,5,22,2,50,0,5,5.5,Northridge Center for Reproductive Medicine,Yes,No,Yes,Yes,Yes,No,None
IVF--ORANGE SURGERY CENTER,,ORANGE,CALIFORNIA,100%,0%,0%,0%,0%,0%,0%,5%,10%,15%,0%,0%,5%,25%,40%,0%,0%,"Darush Mohyi, M.D.",4,0,1,1,0.25,=,0,0,0.25,=,0,0,=,=,=,=,0.25,=,0,0,0.333333333,=,0,0,0.333333333,=,0,0,0,=,0,0,3.3,=,7,7,0,=,=,=,0,=,=,=,0,=,=,=,3,0,1,0,0,=,0,=,5,=,5,=,3,7,0,0,3.7,3.9,IVF--Orange Surgery Center,Yes,Yes,Yes,Yes,Yes,No,None
NOVA IN VITRO FERTILIZATION,,PALO ALTO,CALIFORNIA,100%,0%,0%,0%,27%,0%,0%,13%,8%,16%,7%,2%,14%,3%,17%,9%,11%,"Richard J. Schmidt, M.D.",74,39,43,16,40.5,38.5,27.9,0,32.4,35.9,20.9,0,-21.3,-30.2,-24.3,=,35.8,48.3,28.1,0,37.5,48.3,30,0,18.8,34.5,23.3,0,9.5,25.6,25.6,0.1875,3.3,3.3,3.8,3.9,33.3,0.266666667,0.25,=,10,0,0.083333333,=,50,0.285714286,0.222222222,=,10,6,4,1,0.4,0.166666667,0,0,4.4,2.5,2,3,32,7,40.6,0.428571429,3.2,3.7,Nova In Vitro Fertilization,Yes,No,Yes,No,Yes,Yes,Yes
HUNTINGTON REPRODUCTIVE CENTER,,PASADENA,CALIFORNIA,99%,<1%,<1%,<1%,67%,1%,4%,12%,2%,19%,4%,4%,16%,12%,14%,7%,10%,"John G. Wilcox, M.D.",412,233,251,138,39.1,33.9,25.5,16.7,33.5,27.9,18.7,10.9,-9.2,-11.6,-9.7,-10.4,35.6,31.6,20.7,12.4,36.8,33,21.6,13,22.4,21.8,16.5,12.2,5.8,11.6,9.6,12.3,3.3,3.5,3.7,4.3,26.1,24.1,21.9,17.4,12.4,10.1,7.8,4.3,39.1,33.8,23.4,0.066666667,86,36,38,17,30.2,16.7,10.5,0.235294118,3.7,3.9,3.4,3.2,245,87,41.2,29.9,3.4,3.5,Huntington Reproductive Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
REPRODUCTIVE PARTNERS--REDONDO BEACH,,REDONDO BEACH,CALIFORNIA,95%,5%,0%,<1%,56%,0%,<1%,9%,6%,7%,5%,3%,42%,5%,9%,2%,12%,"Bill Yee, M.D.",38,43,72,35,36.8,51.2,33.3,20,31.6,41.9,27.8,14.3,-29.6,-29.5,-20.7,-23.2,33.3,46.2,34.5,18.5,33.3,46.2,34.5,18.5,25,17.9,27.6,11.1,5.3,9.3,19.4,22.9,2.9,3.5,4.3,4.9,0.285714286,36.4,25,0.142857143,0,18.2,4.2,0.142857143,0.25,0.611111111,20,0.4,24,12,15,2,20.8,0.5,0.2,0.5,3.5,3.8,3.4,4,42,24,50,25,2.5,3.3,Reproductive Partners--Redondo Beach,Yes,Yes,Yes,Yes,Yes,Yes,Yes
NORTHERN CALIFORNIA FERTILITY MEDICAL CENTER,,ROSEVILLE,CALIFORNIA,100%,0%,0%,0%,43%,0%,3%,17%,7%,14%,5%,2%,17%,10%,2%,15%,11%,"Carlos E. Soto-Albors, M.D.",149,84,79,31,55,47.6,41.8,22.6,45.6,35.7,30.4,9.7,-16,-20.5,-20.3,-20.1,48.2,38.5,32,11.5,49.3,39,32.4,12,28.3,28.6,18.9,8,5.4,7.1,5.1,16.1,2.8,3.1,3.9,3.5,34.1,22.5,30.3,0,12.2,5,9.1,0.142857143,42.6,26.7,41.7,0.333333333,38,23,9,6,31.6,13,0.222222222,0.333333333,3.1,3,2.8,4.5,63,38,60.3,28.9,2.5,3.3,Northern California Fertility Medical Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
UNIVERSITY OF CALIFORNIA--DAVIS,ASSISTED REPRODUCTIVE TECHNOLOGY PROGRAM,SACRAMENTO,CALIFORNIA,100%,0%,0%,0%,22%,0%,0%,29%,0%,17%,3%,0%,17%,0%,19%,13%,2%,"Stephen P. Boyers, M.D.",13,20,11,2,0.153846154,35,0.090909091,0,0.153846154,35,0.090909091,0,=,-41.8,=,=,0.181818182,0.411764706,0.166666667,0,0.181818182,0.411764706,0.166666667,0,0,0.235294118,0.166666667,0,0.153846154,15,0.454545455,0.5,3.4,3.8,5,6,1,0.428571429,0,=,0,0.142857143,0,=,1,0.428571429,0,=,3,1,2,1,0,0,0,1,6,2,3,4,5,1,0.4,0,2.8,5,"University of California--Davis, Assisted Reproductive Technology Program",Yes,No,Yes,No,Yes,Yes,Yes
THE FERTILITY AND GYNECOLOGY CENTER,,SALINAS,CALIFORNIA,100%,0%,0%,0%,81%,0%,0%,7%,3%,7%,0%,0%,3%,2%,0%,57%,21%,"Edward J. Ramirez, M.D.",16,9,11,4,0.5,0.111111111,0.454545455,0.25,0.5,0.111111111,0.181818182,0.25,=,=,=,=,0.5,0.125,0.181818182,0.25,0.571428571,0.142857143,0.181818182,0.25,0.357142857,0.142857143,0.090909091,0.25,0,0.111111111,0,0,4.4,3.9,3.9,4.3,0.25,0,0.4,0,0.125,0,0,0,0.375,0,0.5,0,3,1,1,0,1,0,0,=,3.7,6,2,=,7,3,0.428571429,0,4.1,4.3,The Fertility and Gynecology Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
ADVANCED FERTILITY INSTITUTE,,SAN DIEGO,CALIFORNIA,100%,0%,0%,0%,94%,2%,4%,8%,8%,<1%,6%,4%,8%,17%,8%,12%,28%,"Steven A. Brody, M.D.",27,22,19,5,55.6,45.5,0.421052632,0.2,44.4,31.8,0.210526316,0.2,-37.5,-38.9,=,=,44.4,33.3,0.210526316,0.2,46.2,35,0.210526316,0.25,26.9,35,0.210526316,0,0,4.5,0,0,3.7,3.9,3.5,2.8,0.466666667,0.1,0.125,0,0.066666667,0,0,1,0.416666667,0,0,1,1,1,0,0,1,1,=,=,3,7,=,=,14,2,0.571428571,0,3.2,3,Advanced Fertility Institute,Yes,No,Yes,Yes,Yes,Yes,Yes
FERTILITY SPECIALISTS MEDICAL GROUP,,SAN DIEGO,CALIFORNIA,100%,0%,0%,0%,65%,0%,1%,5%,3%,26%,1%,3%,21%,0%,13%,16%,12%,"Arlene J. Morales, M.D.",26,16,13,11,23.1,0.125,0.076923077,0,23.1,0.125,0.076923077,0,-32.4,=,=,=,30,0.153846154,0.111111111,0,0.375,0.166666667,0.125,0,0.3125,0.083333333,0.125,0,23.1,0.1875,0.307692308,0.181818182,3.1,3,2.9,4,0.166666667,0.5,0,=,0,0,0,=,0.166666667,0.5,0,=,1,1,0,1,0,0,=,0,3,2,=,2,0,0,=,=,=,=,Fertility Specialists Medical Group,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"MINH N. HO, M.D., F.A.C.O.G.",XPERT FERTILITY CARE OF CALIFORNIA,SAN DIEGO,CALIFORNIA,100%,0%,0%,0%,73%,0%,0%,7%,16%,16%,6%,0%,23%,0%,6%,10%,16%,"Minh N. Ho, M.D.",12,4,4,1,0.666666667,0,0.5,1,0.5,0,0.25,1,=,=,=,=,0.5,0,0.25,1,0.5,0,0.25,1,0.25,0,0.25,1,0,0,0,0,4.2,4.7,4,6,0.25,=,0.5,0,0.125,=,0,0,0.5,=,0,0,1,3,1,0,0,0.333333333,0,=,2,4,3,=,4,0,0.75,=,4.3,=,"Minh N. Ho, M.D., F.A.C.O.G., XPert Fertility Care of California",Yes,Yes,Yes,Yes,Yes,No,Yes
IGO MEDICAL GROUP OF SAN DIEGO,,SAN DIEGO,CALIFORNIA,100%,0%,0%,0%,61%,0%,0%,17%,3%,10%,8%,<1%,16%,<1%,4%,11%,29%,"Benito Villanueva, M.D.",32,21,21,12,12.5,19,9.5,0.166666667,9.4,14.3,4.8,0.083333333,-19.5,-29.3,-13.9,=,11.1,0.157894737,0.055555556,0.1,11.5,0.166666667,0.055555556,0.111111111,11.5,0.055555556,0.055555556,0.111111111,15.6,9.5,14.3,0.166666667,2.7,2.9,3.3,3.3,0,0.5,0.5,0,0,0,0,0,0,0.666666667,0,0,9,3,2,1,0.111111111,0,0,0,2.9,3.3,2.5,4,6,1,0.166666667,0,2.5,3,IGO Medical Group of San Diego,Yes,No,Yes,Yes,Yes,Yes,Yes
INFERTILITY CLINIC,"NAVAL MEDICAL CENTER, SAN DIEGO",SAN DIEGO,CALIFORNIA,100%,0%,0%,0%,49%,0%,0%,42%,5%,1%,7%,0%,17%,0%,17%,2%,9%,"Larry R. Laufer, M.D.",49,21,22,11,42.9,57.1,22.7,0.454545455,34.7,42.9,18.2,0.272727273,-26.6,-42.3,-32.2,=,40.5,0.529411765,19,0.333333333,40.5,0.529411765,19,0.375,19,0.235294118,19,0.25,14.3,19,4.5,0.181818182,2.7,3,3.8,4,28.6,0.416666667,0.2,0.4,14.3,0.083333333,0,0,0.529411765,0.555555556,0,0.333333333,17,4,5,1,0,0,0.2,0,3.2,3.8,4.6,4,0,0,=,=,=,=,"Infertility Clinic, Naval Medical Center--San Diego",No,No,Yes,No,Yes,No,Yes
SAN DIEGO FERTILITY CENTER,,SAN DIEGO,CALIFORNIA,99%,0%,<1%,<1%,81%,0%,2%,7%,2%,9%,2%,<1%,18%,0%,3%,19%,40%,"William P. Hummel, M.D.",73,46,30,12,42.5,39.1,30,0.166666667,37,30.4,26.7,0.166666667,-22.2,-26.6,-31.7,=,39.7,34.1,30.8,0.181818182,40.9,35,32,0.2,30.3,35,20,0.2,6.8,10.9,13.3,0.083333333,2.9,3.4,3.7,4.3,22.6,0.111111111,0.222222222,0,3.2,0,0.111111111,0,25.9,0,0.375,0,22,13,7,2,36.4,0.153846154,0.142857143,0,3.4,3.1,4.1,4,46,13,65.2,0.615384615,2.6,3.5,San Diego Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
FERTILITY ASSOCIATES OF THE BAY AREA,,SAN FRANCISCO,CALIFORNIA,100%,0%,0%,0%,52%,0%,5%,10%,4%,10%,0%,2%,12%,9%,9%,18%,26%,"Steven L. Katz, M.D.",35,24,20,15,60,29.2,50,0.133333333,51.4,25,45,0.133333333,-33.1,-34.6,-43.6,=,52.9,28.6,0.473684211,0.142857143,52.9,28.6,0.473684211,0.142857143,32.4,14.3,0.473684211,0.142857143,2.9,12.5,5,0.066666667,3.1,2.8,2.9,3,28.6,0.142857143,0,0,9.5,0.285714286,0,0,0.388888889,0.5,0,0,5,2,0,0,0.2,0.5,=,=,4,3,=,=,35,5,65.7,0.2,3,3.6,Fertility Associates of the Bay Area,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"SIMON R. HENDERSON, M.D.",,SAN FRANCISCO,CALIFORNIA,100%,0%,0%,0%,35%,0%,0%,4%,18%,24%,4%,21%,4%,2%,1%,8%,14%,"Simon R. Henderson, M.D.",8,8,13,18,0.25,0.125,0.230769231,0.111111111,0,0,0.153846154,0.111111111,=,=,=,=,0,0,0.166666667,0.222222222,0,0,0.166666667,0.222222222,0,0,0.166666667,0,0,0.125,0.076923077,0.5,5.9,5.8,7.3,8.6,0,0,0,1,0,0,0,0,=,=,0,1,1,5,2,0,0,0.6,0,=,6,4.8,3.5,=,8,1,0.375,0,4.3,4,"Simon R. Henderson, M.D.",Yes,No,Yes,Yes,Yes,Yes,Yes
SAN FRANCISCO FERTILITY CENTERS,PACIFIC FERTILITY CENTER/SAN FRANCISCO CENTER FOR REPRODUCTIVE MEDICINE,SAN FRANCISCO,CALIFORNIA,>99%,<1%,0%,<1%,53%,0%,<1%,9%,7%,28%,3%,2%,17%,3%,10%,9%,12%,"Philip E. Chenette, M.D.",246,192,185,103,32.5,31.8,26.5,22.3,30.5,27.6,21.1,15.5,-11.5,-12.6,-11.8,-14,33.2,31.2,24.4,18.4,34.9,32.7,25.2,19.5,21.9,17.3,20.6,15.9,8.1,11.5,13.5,15.5,3.3,3.9,4.3,5,32.5,24.6,16.3,8.7,6.3,19.7,6.1,8.7,37.3,47.2,17.9,0.1875,91,62,37,12,27.5,24.2,27,0,3.1,3,3.8,2.9,202,96,45.5,33.3,2.9,2.8,"San Francisco Fertility Centers, Pacific Fertility Center/San Francisco Center for Reproductive Medicine",Yes,Yes,Yes,Yes,Yes,Yes,Yes
UNIVERSITY OF CALIFORNIA--SAN FRANCISCO,IN VITRO FERTILIZATION PROGRAM,SAN FRANCISCO,CALIFORNIA,100%,0%,0%,0%,59%,0%,2%,8%,4%,12%,1%,2%,13%,3%,2%,28%,27%,"Victor Y. Fujimoto, M.D.",78,56,50,31,28.2,30.4,36,12.9,23.1,21.4,26,12.9,-18.7,-21.5,-24.4,-23.6,25,25.5,30.2,14.3,28.1,27.3,32.5,14.3,17.2,11.4,22.5,10.7,7.7,16.1,14,9.7,3,3.2,4.2,4.6,36.4,0.588235294,0.222222222,0.25,0,0,0.055555556,0,0.388888889,0.583333333,0.307692308,0.25,55,24,21,2,29.1,25,23.8,0,3,3.3,3.6,4,28,18,53.6,0.222222222,3,2.9,This clinic has undergone reorganization since 2001. Information on current clinic services and profile therefore is not provided here. Contact SART for current information about this clinic.,,,,,,,
FERTILITY PHYSICIANS OF NORTHERN CALIFORNIA,,SAN JOSE,CALIFORNIA,>99%,<1%,<1%,0%,59%,<1%,0%,10%,7%,8%,3%,2%,21%,4%,7%,16%,22%,"G. David Adamson, M.D.",169,98,111,44,29,38.8,29.7,6.8,27.2,32.7,17.1,6.8,-13.4,-18.5,-14,-14.3,28.9,38.1,20.2,9.7,29.3,39,20.7,10,20.4,29.3,15.2,10,5.9,14.3,15.3,29.5,2.8,3.3,3.5,3.8,22.4,28.9,12.1,0,10.2,2.6,6.1,0,30.4,25,0.263157895,0,29,11,11,1,20.7,0.090909091,0.181818182,1,2.7,3,3.5,3,21,7,42.9,0.428571429,2.8,3,Fertility Physicians of Northern California,Yes,No,Yes,Yes,Yes,Yes,Yes
"CARMELO S. SGARLATA, M.D.",,SAN JOSE,CALIFORNIA,98%,2%,0%,0%,49%,0%,0%,8%,2%,0%,8%,0%,3%,2%,5%,52%,20%,"Carmelo S. Sgarlata, M.D.",20,11,13,4,20,0.181818182,0.076923077,0,20,0.090909091,0.076923077,0,-35,=,=,=,0.235294118,0.1,0.090909091,0,0.25,0.111111111,0.1,0,0.125,0.111111111,0,0,15,0.090909091,0.153846154,0.25,3.5,3.9,3.3,2.7,0.75,0,1,=,0,0,0,=,0.5,0,1,=,5,1,0,0,0.4,0,=,=,3.6,3,=,=,0,0,=,=,=,=,"Carmelo S. Sgarlata, M.D.",No,No,No,No,Yes,No,Yes
REPRODUCTIVE SCIENCE CENTER OF THE SAN FRANCISCO BAY AREA,,SAN RAMON,CALIFORNIA,>99%,<1%,<1%,0%,36%,<1%,<1%,10%,7%,4%,6%,<1%,16%,5%,12%,26%,13%,"Louis N. Weckstein, M.D.",248,141,171,61,38.7,34,29.2,16.4,33.1,28.4,21.6,11.5,-11.7,-14.9,-12.3,-16,37.3,33.3,26.4,13.5,38.3,34.5,26.8,13.7,23.8,19,21.7,9.8,11.3,14.9,18.1,14.8,2.5,3.1,3.8,4.7,36.5,33.3,20,0.4,4.2,12.5,8,0.1,37.8,45,18.9,0.285714286,60,40,23,7,28.3,32.5,30.4,0.285714286,3,3,3,4.4,117,52,56.4,30.8,2.5,3.3,Reproductive Science Center of the San Francisco Bay Area,Yes,Yes,Yes,Yes,Yes,Yes,Yes
CENTER FOR ASSISTED REPRODUCTIVE MEDICINE/CFP,,SANTA MONICA,CALIFORNIA,96%,4%,0%,0%,50%,<1%,4%,6%,3%,9%,7%,5%,24%,10%,17%,8%,11%,"Richard P. Marrs, M.D.",60,65,89,76,33.3,32.3,19.1,11.8,26.7,29.2,14.6,1.3,-22.4,-22.1,-14.6,-3.9,30.2,33.3,18.1,2,31.4,34.5,18.8,2.3,15.7,25.5,15.9,2.3,11.7,12.3,19.1,34.2,3.5,3.9,4.4,4.4,20,33.3,0.235294118,0,25,4.8,0,0,0.5,0.263157895,0.153846154,0,23,25,23,13,13,16,26.1,0.076923077,3.2,3.2,3.6,4,75,68,41.3,14.7,3.3,3.3,California Fertility Partners,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PARKER--ROSENMAN--RODI GYN & INFERTILITY MEDICAL GROUP,,SANTA MONICA,CALIFORNIA,96%,3%,1%,0%,30%,0%,0%,3%,6%,31%,3%,0%,9%,6%,5%,16%,21%,"Ingrid A. Rodi, M.D.",20,12,24,9,30,0.25,29.2,0.222222222,15,0.166666667,20.8,0.111111111,-30.6,=,-32.5,=,0.1875,0.181818182,25,0.2,0.1875,0.181818182,25,0.2,0.125,0.090909091,15,0.2,20,0.083333333,16.7,0.444444444,3.8,2.6,4.1,5.8,0.166666667,0.333333333,0.285714286,0,0,0.333333333,0,0.5,0.333333333,0.5,0.4,0,3,4,2,0,0,0,1,=,2,3,3.5,=,12,10,0.166666667,0.2,3.5,2.7,Parker--Rosenman--Rodi GYN & Infertility Medical Group,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"NORTH BAY FERTILITY CENTER, INC.",,SANTA ROSA,CALIFORNIA,100%,0%,0%,0%,30%,0%,3%,20%,2%,16%,7%,2%,14%,15%,7%,12%,5%,"Steven T. Dodge, M.D.",33,24,24,10,39.4,29.2,12.5,0,36.4,25,8.3,0,-32.8,-34.6,-19.4,=,36.4,25,8.7,0,36.4,26.1,9.1,0,27.3,17.4,9.1,0,0,0,4.2,0,2.7,2.9,3,4.1,0.230769231,0.285714286,0,=,0,0.142857143,0,=,0.25,0.333333333,0,=,12,7,8,0,0.166666667,0,0.25,=,2.7,3.3,2.8,=,22,10,45.5,0.3,2.3,2,This clinic has undergone reorganization since 2001. Information on current clinic services and profile therefore is not provided here. Contact SART for current information about this clinic.,,,,,,,
VALLEY CENTER FOR REPRODUCTIVE HEALTH,"TINA KOOPERSMITH, M.D.",SHERMAN OAKS,CALIFORNIA,100%,0%,0%,0%,49%,0%,0%,12%,0%,14%,4%,0%,14%,0%,6%,26%,24%,"Tina B. Koopersmith, M.D.",9,13,14,2,0.333333333,0.384615385,0.285714286,0,0.111111111,0.307692308,0.142857143,0,=,=,=,=,0.125,0.333333333,0.142857143,0,0.125,0.333333333,0.142857143,0,0.125,0.333333333,0.071428571,0,0.111111111,0.076923077,0,0.5,2.4,3.6,2.9,2,0,0,0.25,=,0,0.2,0,=,0,0,0.5,=,2,1,0,0,0.5,0,=,=,3.5,1,=,=,5,1,0.6,0,2.4,3,"Valley Center for Reproductive Health, Tina Koopersmith, M.D.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
