PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshCI1,FshCI2,FshCI3,FshCI4,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,state_code,
SHER INSTITUTE OF REPRODUCTIVE MEDICINEÐLOS ANGELES,,GLENDALE,CALIFORNIA,100%,0%,0%,0%,88%,1%,2%,5%,4%,<1%,7%,<1%,6%,37%,3%,19%,17%,"Brian D. Acacio, MD",86,66,92,39,55.8,33.3,27.2,20.5,45.3,27.3,25,10.3,(34.6Ð56.5),(17.0Ð39.6),(16.6Ð35.1),(2.9Ð24.2),46.4,30,29.5,11.1,49.4,33.3,32.4,11.8,26.6,20.4,28.2,11.8,2.3,9.1,15.2,7.7,3.1,3.3,3.2,3.6,29.2,27.3,12,0.125,18.8,9.1,0,0,46.2,0.388888889,13,0,6,5,12,2,0.166666667,0,0.25,0,2.7,2.8,2.4,2,19,4,0.526315789,0,3.7,1.8,Sher Institute of Reproductive MedicineÐLos Angeles,Yes,Yes,Yes,Yes,Yes,No,Yes,CA,
ADVANCED FERTILITY ASSOCIATES MEDICAL GROUP,,GREENBRAE,CALIFORNIA,100%,0%,0%,0%,53%,0%,3%,13%,3%,12%,2%,2%,19%,2%,20%,18%,8%,"Sae H. Sohn, MD",46,39,44,18,52.2,53.8,36.4,0.222222222,41.3,46.2,29.5,0.111111111,(27.0Ð56.8),(30.1Ð62.8),(16.8Ð45.2),,42.2,47.4,30.2,0.125,42.2,47.4,32.5,0.133333333,26.7,31.6,22.5,0.133333333,2.2,2.6,2.3,0.111111111,2.2,2.4,3.6,3.6,33.3,28.6,0.3125,0,0,0,0.125,0,0.368421053,0.333333333,0.307692308,0,18,16,11,4,0.166666667,0.375,0.181818182,0,2.9,3.3,3.3,2,20,17,30,0.117647059,2.2,3.3,"Marin Reproductive Medical Associates, Inc.",Yes,No,Yes,Yes,Yes,Yes,Yes,CA,
"COASTAL FERTILITY MEDICAL CENTER, INC.",,IRVINE,CALIFORNIA,100%,0%,0%,0%,78%,0%,1%,3%,2%,12%,3%,<1%,24%,7%,9%,19%,21%,"Lawrence B. Werlin, MD",100,71,75,27,37,29.6,21.3,14.8,30,26.8,13.3,14.8,(21.2Ð40.0),(16.9Ð38.6),(6.6Ð23.2),(4.2Ð33.7),32.3,29.7,15.6,18.2,33.3,31.1,16.4,20,21.1,23,11.5,10,7,9.9,14.7,18.5,3.1,3.5,3.5,3,27,33.3,0.1875,0.5,8.1,4.8,0,0,36.7,0.263157895,0.3,0.5,34,17,11,2,38.2,0.352941176,0.181818182,0,3.3,3.8,3.5,3,44,37,52.3,27,3.1,3.8,"Coastal Fertility Medical Center, Inc.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,
FERTILITY CENTER OF SOUTHERN CALIFORNIA,,IRVINE,CALIFORNIA,100%,0%,0%,0%,77%,0%,0%,11%,8%,22%,6%,1%,8%,15%,15%,7%,7%,"Ilene E. Hatch, MD",28,24,23,15,39.3,33.3,21.7,0.2,39.3,29.2,4.3,0.133333333,(21.5Ð59.4),(12.6Ð51.1),(0.1Ð21.9),,47.8,0.368421053,0.058823529,0.153846154,50,0.368421053,0.076923077,0.153846154,27.3,0.210526316,0.076923077,0.076923077,17.9,20.8,26.1,0.133333333,3.3,4.2,4.7,4.6,0.363636364,0.125,0.2,0.333333333,0.090909091,0.25,0,0,0.454545455,0.428571429,0,0.5,12,3,1,3,0.25,0,0,0.333333333,3.6,3.3,5,5.3,25,12,88,0.5,3,3.6,Fertility Center of Southern California,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,
REPRODUCTIVE FERTILITY CENTER,,IRVINE,CALIFORNIA,100%,0%,0%,0%,87%,0%,3%,6%,3%,14%,6%,0%,11%,22%,14%,11%,14%,"James P. Lin, MD",10,14,4,3,0.6,0.571428571,0.5,0,0.6,0.5,0.5,0,,,,,0.6,0.5,0.5,0,0.666666667,0.5,0.5,0,0.333333333,0.214285714,0.25,0,0,0,0,0,2.9,2.8,4.3,3,0.5,0.375,0.5,=,0,0.25,0,=,0.5,0.571428571,0.5,=,0,1,0,0,=,1,=,=,=,4,=,=,4,0,0.75,=,2.3,=,Reproductive Fertility Center,Yes,No,Yes,Yes,Yes,No,No,CA,
REPRODUCTIVE PARTNERSÐUCSD REGIONAL FERTILITY CENTER,,LA JOLLA,CALIFORNIA,100%,0%,0%,0%,79%,0%,6%,2%,3%,6%,7%,2%,21%,5%,2%,21%,32%,"V. Gabriel Garzo, MD",75,33,59,28,66.7,51.5,32.2,39.3,62.7,45.5,20.3,28.6,(50.7Ð73.6),(28.1Ð63.6),(11.0Ð32.8),(13.2Ð48.7),68.1,50,25,34.8,72.3,53.6,26.7,40,30.8,35.7,26.7,35,8,9.1,18.6,17.9,2,2.2,2.4,2.3,56,0.294117647,0,0.090909091,4,0,0,0,57.4,0.333333333,0,0.125,24,11,8,6,54.2,0.272727273,0.25,0.166666667,2.5,2.5,2.6,2.7,21,14,85.7,0.642857143,2,3.4,Reproductive PartnersÐUCSD Regional Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,
REPRODUCTIVE SCIENCES CENTER,,LA JOLLA,CALIFORNIA,100%,0%,0%,0%,44%,0%,24%,2%,0%,17%,0%,3%,4%,9%,4%,44%,16%,"Samuel H. Wood, MD",11,5,10,5,0.727272727,1,0.3,0.2,0.727272727,1,0.2,0,,,,,0.8,1,0.333333333,0,0.8,1,0.333333333,0,0.5,0.4,0.333333333,0,0.090909091,0,0.4,0.4,2.7,3,2.7,4,0.375,0.2,0,0,0,0.4,0,0,0.375,0.6,0,=,2,2,2,2,0,0,0.5,0.5,2,4,1.5,3.5,39,42,69.2,66.7,2.4,3,Reproductive Sciences Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,
SCRIPPS CLINIC FERTILITY CENTER,,LA JOLLA,CALIFORNIA,100%,0%,0%,0%,77%,0%,1%,2%,6%,12%,4%,2%,12%,<1%,<1%,26%,35%,"Jeffrey S. Rakoff, MD",28,18,26,10,21.4,0.055555556,0,0.3,21.4,0,0,0.1,(8.3Ð41.0),,(0.0Ð13.2),,23.1,0,0,0.125,24,0,0,0.125,24,0,0,0.125,7.1,0,19.2,0.2,2.6,3,2.7,3.5,0.166666667,0,=,0,0,0,=,0,0,=,=,0,6,4,0,1,0,0,=,0,2.2,2.3,=,2,12,2,0.083333333,0,2.5,2.5,Scripps Clinic Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,
MISSION REPRODUCTIVE CENTER,,LAGUNA NIGUEL,CALIFORNIA,100%,0%,0%,0%,87%,0%,7%,5%,16%,19%,<1%,2%,4%,<1%,0%,22%,30%,"Paul W. Zarutskie, MD",13,15,17,12,0.230769231,0.133333333,0,0,0.076923077,0.133333333,0,0,,,,,0.076923077,0.153846154,0,0,0.142857143,0.166666667,0,0,0.142857143,0.083333333,0,0,0,0.133333333,0.176470588,0,1.7,1.6,2.1,1.9,0,0.5,=,=,0,0,=,=,0,0.5,=,=,13,3,2,6,0.076923077,0,0.5,0,2.2,2.3,1.5,1.5,6,2,0.333333333,0,1.8,3,Mission Reproductive Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,
LOMA LINDA UNIVERSITY CENTER FOR FERTILITY AND IVF,,LOMA LINDA,CALIFORNIA,100%,0%,0%,0%,84%,2%,<1%,8%,2%,15%,5%,2%,19%,2%,8%,10%,30%,"John D. Jacobson, MD",56,33,18,6,48.2,39.4,0.388888889,0.333333333,46.4,27.3,0.388888889,0.166666667,(33.0Ð60.3),(13.3Ð45.5),,,52,29,0.388888889,0.2,54.2,32.1,0.411764706,0.2,35.4,25,0.294117647,0.2,10.7,6.1,0,0.166666667,2.4,3.3,3.9,2.4,37,0.153846154,0.285714286,0,7.4,0,0,0,34.6,0.222222222,0.285714286,0,26,6,2,0,7.7,0.5,0,=,2.8,3.3,4,=,17,17,0.588235294,0.470588235,2.5,3,Loma Linda University Center for Fertility and IVF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,
REPRODUCTIVE PARTNERSÐLONG BEACH,,LONG BEACH,CALIFORNIA,97%,3%,0%,0%,35%,0%,2%,12%,8%,18%,5%,2%,16%,16%,11%,6%,6%,"Bill Yee, MD",61,35,54,30,59,28.6,27.8,16.7,57.4,25.7,24.1,0,(44.1Ð70.0),(12.5Ð43.3),(13.5Ð37.6),(0.0Ð11.6),64.8,31,27.1,0,68.6,31,27.1,0,37.3,13.8,25,0,11.5,17.1,11.1,16.7,2.1,2.9,3.4,4.6,44.4,0.5,0.333333333,0,2.8,0.1,0,0,45.7,0.555555556,0.076923077,=,18,10,11,5,0.277777778,0.6,0.090909091,0.2,2.3,2.9,2.7,3.2,39,14,46.2,0.5,2.2,2.6,Reproductive PartnersÐOrange County,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,
CALIFORNIA FERTILITY PARTNERS,,LOS ANGELES,CALIFORNIA,>99%,<1%,<1%,0%,57%,2%,4%,7%,3%,6%,4%,5%,18%,13%,22%,13%,11%,"Richard P. Marrs, MD",72,69,89,73,40.3,34.8,32.6,23.3,37.5,26.1,19.1,15.1,(26.4Ð49.7),(16.3Ð38.1),(11.5Ð28.8),(7.8Ð25.4),41.5,32.7,23.9,21.6,43.5,34,25.4,23.4,29,22.6,16.4,21.3,9.7,20.3,20.2,30.1,2.9,3.6,4,4.6,27.6,37.5,20.7,0.117647059,3.4,0,3.4,0.058823529,33.3,0.333333333,0.352941176,0.090909091,32,11,22,7,31.3,0.181818182,9.1,0,3,3.6,2.7,3.6,96,78,57.3,32.1,2.6,3,California Fertility Partners,Yes,No,Yes,Yes,Yes,Yes,Yes,CA,
CEDARS SINAI MEDICAL CENTER,CENTER FOR FERTILITY AND REPRODUCTIVE MEDICINE,LOS ANGELES,CALIFORNIA,100%,0%,0%,0%,18%,0%,0%,13%,9%,16%,0%,3%,3%,3%,0%,34%,19%,"Margareta D. Pisarska, MD",6,1,8,7,0.5,0,0.375,0,0.333333333,0,0.25,0,,,,,0.5,=,0.333333333,0,0.5,=,0.333333333,0,0.25,=,0.166666667,0,0.333333333,1,0.25,0.142857143,2.8,=,2.7,1.5,1,=,0.333333333,=,0,=,0,=,0.5,=,0.5,=,1,0,0,0,0,=,=,=,3,=,=,=,2,1,0.5,0,2.5,4,"Cedars Sinai Medical Center, Center for Fertility and Reproductive Medicine",Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,
CHA FERTILITY CENTER,,LOS ANGELES,CALIFORNIA,100%,0%,0%,0%,96%,0%,0%,6%,6%,0%,3%,0%,12%,35%,9%,5%,23%,"Thomas J. Kim, MD",18,14,6,5,0.388888889,0.285714286,0,0.2,0.388888889,0.214285714,0,0.2,,,,,0.388888889,0.214285714,0,0.2,0.388888889,0.214285714,0,0.2,0.277777778,0.142857143,0,0,0,0,0,0,2.3,2.9,3,3.4,0.285714286,0.25,=,1,0,0,=,0,0.285714286,0.333333333,=,1,0,0,0,0,=,=,=,=,=,=,=,=,18,0,0.833333333,=,2.2,=,CHA Fertility Center,Yes,No,Yes,Yes,Yes,Yes,Yes,CA,
PACIFIC FERTILITY CENTERÐLOS ANGELES,,LOS ANGELES,CALIFORNIA,100%,0%,0%,0%,75%,0%,4%,8%,<1%,1%,3%,2%,9%,50%,6%,7%,14%,"Vicken Sahakian, MD",51,22,17,11,54.9,59.1,0.235294118,0.272727273,47.1,54.5,0.235294118,0.272727273,(32.9Ð61.5),(32.2Ð75.6),,,47.1,54.5,0.235294118,0.272727273,50,60,0.266666667,0.272727273,27.1,40,0.133333333,0.181818182,0,0,0,0,3.7,3.4,3.2,3.6,32.1,0.153846154,0.25,0.666666667,10.7,0.230769231,0.25,0,45.8,0.333333333,0.5,0.333333333,20,2,4,1,35,0.5,0.25,0,3.6,2.5,2.8,1,89,74,52.8,36.5,3.1,3.4,Pacific Fertility CenterÐLos Angeles,No,Yes,Yes,Yes,Yes,Yes,Yes,CA,
UCLA FERTILITY CENTER,,LOS ANGELES,CALIFORNIA,99%,0%,1%,0%,32%,1%,3%,7%,2%,15%,3%,<1%,17%,10%,11%,16%,19%,"T.C. Jackson Wu, MD",15,15,18,16,0.533333333,0.4,0.277777778,0.1875,0.4,0.2,0.111111111,0.125,,,,,0.461538462,0.2,0.142857143,0.153846154,0.461538462,0.272727273,0.153846154,0.181818182,0.307692308,0.181818182,0.076923077,0.090909091,0.133333333,0,0.222222222,0.1875,3.4,2.5,3.5,4,0.25,0.333333333,0.2,0.333333333,0,0,0,0,0.333333333,0.333333333,0.5,0.5,10,3,8,0,0.1,0.333333333,0.125,=,3.4,2.7,2.6,=,3,5,0.666666667,0,2.7,2.6,UCLA Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,
USC REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY,,LOS ANGELES,CALIFORNIA,91%,5%,3%,<1%,49%,0%,5%,6%,2%,4%,<1%,<1%,12%,6%,3%,47%,19%,"Richard J. Paulson, MD",34,30,25,22,44.1,36.7,32,40.9,41.2,30,28,31.8,(24.6Ð59.3),(14.7Ð49.4),(12.1Ð49.4),(13.9Ð54.9),43.8,33.3,30.4,33.3,43.8,34.6,30.4,35,25,19.2,13,25,5.9,10,8,4.5,3.3,3.9,4.2,4.7,0.266666667,0.272727273,0.625,0.222222222,0.133333333,0.181818182,0,0,0.428571429,0.444444444,0.571428571,0.285714286,7,6,7,2,0.428571429,0.166666667,0.285714286,0.5,4.3,3.7,4.7,3,42,32,33.3,25,2.9,3.6,USC Reproductive Endocrinology and Infertility,Yes,No,Yes,Yes,Yes,Yes,Yes,CA,
REPRODUCTIVE SPECIALTY MEDICAL CENTER,,NEWPORT BEACH,CALIFORNIA,100%,0%,0%,0%,66%,0%,0%,3%,4%,39%,5%,2%,13%,14%,3%,3%,14%,"Beth A. Ary, MD",19,10,16,8,0.473684211,0.2,0.25,0.125,0.473684211,0.2,0.25,0.125,,,,,0.5,0.222222222,0.307692308,0.125,0.5,0.25,0.333333333,0.142857143,0.277777778,0.125,0.166666667,0.142857143,0.052631579,0.1,0.1875,0,3,2.9,3.3,5.3,0.333333333,0,0.25,0,0.111111111,0.5,0.5,0,0.444444444,0.5,0.5,0,6,6,1,0,0.333333333,0,1,=,3.3,3.2,2,=,38,9,60.5,0,3,3.7,Reproductive Specialty Medical Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,
SOUTHERN CALIFORNIA CENTER FOR REPRODUCTIVE MEDICINE,,NEWPORT BEACH,CALIFORNIA,100%,0%,0%,0%,91%,0%,<1%,7%,2%,28%,9%,<1%,14%,6%,11%,11%,11%,"Robert E. Anderson, MD",103,69,55,34,42.7,33.3,25.5,14.7,38.8,27.5,21.8,5.9,(29.4Ð48.9),(17.5Ð39.6),(11.8Ð35.0),(0.7Ð19.7),40.8,29.2,24,7.1,42.6,30.6,26.7,8.7,24.5,19.4,11.1,8.7,4.9,5.8,9.1,17.6,3.2,3.4,3.8,4.3,31.8,39.1,0.357142857,0,13.6,8.7,0.142857143,0,42.5,0.368421053,0.583333333,0,35,15,10,4,31.4,0.4,0.1,0.25,2.7,2.9,3,3,43,33,39.5,21.2,2.8,2.7,Southern California Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,
IVFÐORANGE SURGERY CENTER,,ORANGE,CALIFORNIA,100%,0%,0%,0%,41%,0%,7%,10%,5%,10%,7%,0%,22%,0%,29%,5%,12%,"Darush L. Mohyi, MD",8,8,8,2,0.375,0.125,0.375,0,0.25,0.125,0.375,0,,,,,0.25,0.125,0.375,0,0.25,0.125,0.428571429,0,0.25,0,0.428571429,0,0,0,0,0,4.1,4.5,3.4,4,0,0,0,=,0,1,0,=,0,1,0,=,6,1,0,0,0.166666667,0,=,=,3.8,5,=,=,5,2,0.6,0,3.4,6.5,IVFÐOrange Surgery Center,Yes,No,Yes,Yes,Yes,No,No,CA,
NOVA IN VITRO FERTILIZATION,,PALO ALTO,CALIFORNIA,100%,0%,0%,0%,45%,<1%,0%,11%,3%,19%,3%,0%,18%,2%,21%,14%,10%,"Richard J. Schmidt, MD",55,31,30,21,47.3,35.5,23.3,14.3,43.6,32.3,13.3,9.5,(30.3Ð57.7),(16.7Ð51.4),(3.8Ð30.7),(1.2Ð30.4),45.3,33.3,14.3,0.105263158,45.3,34.5,14.8,0.105263158,26.4,17.2,7.4,0,3.6,3.2,6.7,9.5,2.9,3.5,3.4,4.3,11.5,0.181818182,0.285714286,0.666666667,26.9,0.272727273,0,0,41.7,0.5,0.5,1,18,4,11,3,0.277777778,0.5,0.181818182,0.333333333,3.3,2.5,2.6,3.7,19,11,0.631578947,0.181818182,2.4,2.5,Nova In Vitro Fertilization,Yes,No,Yes,Yes,Yes,Yes,Yes,CA,
STANFORD UNIVERSITY IVF/ART PROGRAM,DEPARTMENT OF GYNECOLOGY AND OBSTETRICS,STANFORD,CALIFORNIA,100%,0%,0%,0%,41%,<1%,<1%,3%,3%,24%,5%,<1%,10%,8%,5%,5%,36%,"Amin A. Milki, MD",169,177,237,124,40.2,26,21.5,20.2,32.5,20.3,15.6,13.7,(25.5Ð40.2),(14.7Ð27.0),(11.2Ð20.9),(8.2Ð21.0),34,22.1,17.1,15,36.2,23.1,18.6,16.8,27,17.3,14.6,14.9,4.1,7.9,8.4,8.9,2.3,2.6,2.9,3.6,27.9,21.7,21.6,12,1.5,2.2,2,4,25.5,25,21.6,0.117647059,59,50,23,12,15.3,20,21.7,0,1.8,2,1.9,1.9,55,52,52.7,9.6,2.3,2,"Stanford University IVF/ART Program, Department of Gynecology and Obstetrics",Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,
HUNTINGTON REPRODUCTIVE CENTER,,PASADENA,CALIFORNIA,>99%,<1%,<1%,<1%,78%,0%,3%,7%,3%,17%,2%,3%,22%,20%,11%,6%,10%,"Daniel A. Potter, MD",604,425,423,153,39.9,36.5,21.5,17.6,35.4,28.9,17.5,11.8,(31.6Ð39.4),(24.7Ð33.5),(14.0Ð21.5),(7.1Ð18.0),36.8,31,19.4,13.7,38.8,33.2,20.7,15.8,27,20.8,14.8,14,3.8,6.6,9.7,14.4,2.8,3.1,3.6,3.6,21.6,29,20.9,7.4,8.7,10.3,6.6,3.7,30.4,37.4,28.4,0.111111111,135,78,45,19,31.9,30.8,20,0.210526316,2.9,3.1,3.3,3.1,189,117,46,35,2.7,2.9,Huntington Reproductive Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,
REPRODUCTIVE PARTNERSÐREDONDO BEACH,,REDONDO BEACH,CALIFORNIA,98%,2%,0%,0%,53%,<1%,<1%,6%,3%,13%,2%,2%,21%,2%,12%,5%,34%,"Bill Yee, MD",56,43,95,42,51.8,55.8,33.7,14.3,50,51.2,26.3,9.5,(36.3Ð63.7),(35.5Ð66.7),(17.8Ð36.4),(2.7Ð22.6),56,53.7,32.1,12.1,59.6,56.4,33.8,12.9,31.9,41,18.9,12.9,10.7,4.7,17.9,21.4,2.2,2.5,2.8,4.3,48.3,29.2,43.8,0,17.2,12.5,3.1,0,46.4,27.3,44,0,20,20,10,7,30,25,0.3,0,2.2,1.9,2.4,2,30,26,30,26.9,2.2,2.2,Reproductive PartnersÐRedondo Beach,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,
NORTHERN CALIFORNIA FERTILITY MEDICAL CENTER,,ROSEVILLE,CALIFORNIA,100%,0%,0%,0%,53%,<1%,2%,15%,7%,11%,5%,2%,25%,10%,2%,8%,16%,"John L. Gililland, MD",217,134,95,30,43.8,46.3,35.8,23.3,38.7,38.1,26.3,10,(32.2Ð45.5),(29.8Ð46.8),(17.8Ð36.4),(2.1Ð26.5),42.2,40.5,28.7,11.5,43.5,41.1,30.1,12,31.1,25,19.3,12,8.3,6,8.4,13.3,2.4,2.5,2.9,3.6,27.4,33.9,26.5,0,3.2,6.5,2.9,0,28.6,39.2,36,0,86,55,37,7,20.9,20,13.5,0.285714286,2.7,2.6,2.4,2.7,94,40,54.3,12.5,2.3,2.8,Northern California Fertility Medical Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,
SHER INSTITUTE FOR REPRODUCTIVE MEDICINEÐSACRAMENTO,,SACRAMENTO,CALIFORNIA,100%,0%,0%,0%,87%,1%,4%,3%,3%,4%,1%,0%,3%,22%,1%,27%,36%,"Ellen U. Snowden, MD",69,36,18,15,36.2,36.1,0.166666667,0.066666667,31.9,27.8,0.166666667,0.066666667,(21.2Ð44.2),(14.2Ð45.2),,,34.9,27.8,0.176470588,0.076923077,37.9,29.4,0.214285714,0.1,29.3,29.4,0.071428571,0.1,8.7,0,0.055555556,0.133333333,3.4,3.5,3.6,3.2,20,0,0.333333333,0,4,0,0.666666667,0,22.7,0,0.666666667,0,10,2,0,2,0.2,0,=,1,2.7,3.5,=,4,15,3,0.666666667,0.666666667,3.2,3.3,Sher Institute for Reproductive MedicineÐSacramento,Yes,Yes,Yes,Yes,Yes,No,Yes,CA,
THE UNIVERSITY OF CALIFORNIAÐDAVIS,ASSISTED REPRODUCTIVE TECHNOLOGY PROGRAM,SACRAMENTO,CALIFORNIA,100%,0%,0%,0%,38%,0%,0%,35%,0%,3%,5%,0%,20%,0%,10%,8%,18%,"Albert K. Wei, MD",40,15,11,3,20,0.2,0.454545455,0,15,0.066666667,0.272727273,0,(5.7Ð29.8),,,,17.6,0.071428571,0.333333333,0,17.6,0.083333333,0.333333333,0,11.8,0,0.222222222,0,15,0.066666667,0.181818182,0,3.5,3.9,3.6,4,0.25,0.333333333,0.2,=,0.125,0.333333333,0,=,0.333333333,1,0.333333333,=,7,2,3,1,0.285714286,0,0,0,3.3,2,2.3,5,7,4,0.142857143,0.5,3,4,"The University of CaliforniaÐDavis, Assisted Reproductive Technology Program",Yes,No,Yes,No,Yes,Yes,Yes,CA,
THE FERTILITY AND GYNECOLOGY CENTER,MONTEREY BAY IVF PROGRAM,SALINAS,CALIFORNIA,100%,0%,0%,0%,88%,0%,0%,5%,7%,4%,3%,0%,6%,16%,3%,31%,26%,"Edward J. Ramirez, MD",22,16,15,8,54.5,0.5625,0.4,0.25,40.9,0.5,0.333333333,0,(20.7Ð63.6),,,,42.9,0.5,0.357142857,0,45,0.571428571,0.416666667,0,30,0.357142857,0.416666667,0,4.5,0,0.066666667,0.125,2.5,2.7,2.7,3,0.166666667,0.333333333,0,0,0.083333333,0.222222222,0,0,0.333333333,0.375,0,=,4,2,2,0,0,0.5,0,=,1.5,3.5,3,=,6,1,0.333333333,0,2.7,2,"The Fertility and Gynecology Center, Monterey Bay IVF Program",Yes,No,Yes,Yes,Yes,Yes,Yes,CA,
FERTILITY SPECIALISTS MEDICAL GROUP,,SAN DIEGO,CALIFORNIA,100%,0%,0%,0%,81%,0%,0%,3%,3%,13%,1%,0%,33%,2%,4%,8%,34%,"Arlene J. Morales, MD",90,55,29,12,25.6,23.6,6.9,0,23.3,21.8,6.9,0,(15.1Ð33.4),(11.8Ð35.0),(0.8Ð22.8),,26.9,28.6,9.1,0,27.6,28.6,10,0,18.4,26.2,10,0,13.3,23.6,24.1,0.25,2.7,3.1,3.1,3.6,39.1,0.153846154,0,=,4.3,0,0,=,33.3,0.083333333,0,=,7,4,2,2,0,0.25,0,0,2,2.3,2.5,1,20,4,45,0,2.9,3,Fertility Specialists Medical Group,Yes,No,Yes,Yes,Yes,Yes,Pending,CA,
IGO MEDICAL GROUP OF SAN DIEGO,,SAN DIEGO,CALIFORNIA,100%,0%,0%,0%,85%,0%,0%,6%,3%,7%,2%,1%,22%,6%,3%,16%,33%,"Benito Villanueva, MD",36,19,18,2,19.4,0.210526316,0.055555556,0,19.4,0.157894737,0.055555556,0,(8.2Ð36.0),,,,20.6,0.166666667,0.058823529,0,22.6,0.1875,0.076923077,0,16.1,0.1875,0.076923077,0,5.6,0.052631579,0.055555556,0,2.8,2.8,2.5,2,0.285714286,0.25,0,=,0.142857143,0,0,=,0.285714286,0,0,=,10,4,0,0,0.1,0.25,=,=,2.6,3,=,=,9,0,0.555555556,=,2.2,=,IGO Medical Group of San Diego,Yes,No,Yes,Yes,Yes,Yes,Yes,CA,
NTC INFERTILITY CLINIC,,SAN DIEGO,CALIFORNIA,100%,0%,0%,0%,76%,0%,0%,35%,4%,0%,4%,<1%,28%,0%,11%,1%,17%,"Larry R. Laufer, MD",53,39,18,0,66,25.6,0.5,=,47.2,15.4,0.388888889,=,(33.3Ð61.4),(5.9Ð30.5),,,48.1,16.7,0.411764706,=,55.6,19.4,0.466666667,=,28.9,12.9,0.333333333,=,1.9,7.7,0.055555556,=,2.1,2.1,2.3,=,25.7,0.2,0.222222222,=,8.6,0,0,=,48,0.333333333,0.285714286,=,26,19,10,1,30.8,0.157894737,0.3,0,2.5,2.5,2.5,3,0,0,=,=,=,=,NTC Infertility Clinic,No,No,No,No,Yes,No,Yes,CA,
SAN DIEGO FERTILITY CENTER (SDFC),,SAN DIEGO,CALIFORNIA,>99%,<1%,<1%,0%,90%,<1%,2%,4%,<1%,11%,2%,1%,29%,<1%,1%,4%,48%,"William P. Hummel, MD",101,65,49,35,53.5,36.9,34.7,20,48.5,36.9,30.6,20,(38.4Ð58.7),(25.3Ð49.8),(18.3Ð45.4),(8.4Ð36.9),52.7,40.7,34.9,21.2,53.8,41.4,37.5,24.1,31.9,31,27.5,20.7,7.9,9.2,12.2,5.7,2.6,2.5,3.3,3.3,38.9,25,0.235294118,0.142857143,5.6,0,0,0,40.8,25,0.266666667,0.142857143,34,22,15,3,47.1,59.1,0.333333333,0.666666667,2.4,2.9,3.5,2.3,69,20,84.1,35,2.3,2.6,San Diego Fertility Center (SDFC),Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,
