PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshCI1,FshCI2,FshCI3,FshCI4,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDSingLvBirthRate1,FshNDSingLvBirthRate2,FshNDSingLvBirthRate3,FshNDSingLvBirthRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation
MISSION REPRODUCTIVE CENTER,,LAGUNA NIGUEL,CALIFORNIA,100%,0%,0%,0%,84%,0%,1%,9%,21%,9%,2%,3%,13%,1%,0%,14%,28%,"Paul W. Zarutskie, MD",32,15,22,11,21.9,0.066666667,13.6,0.090909091,21.9,0.066666667,13.6,0,(9.3-40.0),,(2.9-34.9),,23.3,0.076923077,0.1875,0,0.388888889,0.1,0.375,0,0.222222222,0.1,0.25,0,6.3,0.133333333,27.3,0.090909091,2.2,2.5,2.1,2,0.428571429,0,0.333333333,0,0,0,0,0,0.428571429,0,0.333333333,=,14,8,1,3,0.357142857,0.375,0,0,2.2,1.8,2,2.3,6,7,0.5,0.142857143,1.7,2.4,Mission Reproductive Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
LOMA LINDA UNIVERSITY CENTER FOR FERTILITY AND IVF,,LOMA  LINDA,CALIFORNIA,100%,0%,0%,0%,85%,0%,2%,12%,3%,9%,6%,3%,17%,5%,9%,7%,29%,"John D. Jacobson, MD",69,22,27,10,55.1,27.3,25.9,0,50.7,27.3,22.2,0,(38.4-63.0),(10.7-50.2),(8.6-42.3),,54.7,0.352941176,24,0,58.3,0.352941176,26.1,0,43.3,0.176470588,21.7,0,7.2,22.7,7.4,0.2,2.4,2.8,3.4,3.1,23.7,0.5,0.142857143,=,2.6,0.166666667,0,=,25.7,0.5,0.166666667,=,9,7,12,0,0.111111111,0.428571429,0.166666667,=,3,2.7,4,=,14,7,0.5,0.428571429,2.3,3,Loma Linda University Center for Fertility and IVF,Yes,Yes,Yes,Yes,Yes,Yes,Yes
REPRODUCTIVE PARTNERS Ð LONG BEACH,,LONG BEACH,CALIFORNIA,93%,7%,0%,0%,38%,0%,<1%,17%,3%,16%,5%,2%,18%,12%,13%,7%,9%,"Bill Yee, MD",47,37,42,19,40.4,40.5,47.6,0.210526316,31.9,32.4,33.3,0.052631579,(19.1-47.1),(18.0-49.8),(19.6-49.5),,35.7,35.3,36.8,0.071428571,39.5,38.7,37.8,0.076923077,18.4,25.8,32.4,0,10.6,8.1,9.5,0.263157895,2.5,3.3,3.9,4.8,0.421052632,0.4,10,0.5,0,0.066666667,0,0,0.533333333,0.333333333,0.142857143,1,26,16,11,7,53.8,0.375,0.090909091,0.285714286,2.8,2.7,2.8,2.7,19,17,0.368421053,0.470588235,2.2,2.6,Reproductive Partners Ð Long Beach,Yes,Yes,Yes,Yes,Yes,Yes,Yes
CALIFORNIA FERTILITY PARTNERS,,LOS ANGELES,CALIFORNIA,99%,<1%,<1%,<1%,53%,<1%,4%,6%,3%,5%,4%,6%,22%,18%,16%,13%,8%,"Richard P. Marrs, MD",66,57,108,81,48.5,28.1,16.7,13.6,39.4,26.3,13.9,7.4,(27.6-52.2),(15.5-39.7),(8.0-21.9),(2.8-15.4),41.3,34.9,18.3,10.9,41.9,37.5,19.5,11.8,24.2,25,15.6,9.8,4.5,24.6,24.1,32.1,3.2,3.9,3.8,4.3,28.1,0.125,0.166666667,0.090909091,9.4,0.1875,0.055555556,0.090909091,42.3,0.333333333,0.2,0.166666667,26,20,26,6,19.2,10,34.6,0.166666667,2.6,3,3.4,2.7,99,85,47.5,35.3,2.7,3,California Fertility Partners,Yes,Yes,Yes,Yes,Yes,Yes,Yes
CHA FERTILITY CENTER,,LOS ANGELES,CALIFORNIA,100%,0%,0%,0%,85%,0%,0%,9%,1%,1%,1%,1%,30%,27%,5%,4%,20%,"Thomas J. Kim, MD",19,20,16,14,0.526315789,45,0.25,0.142857143,0.315789474,30,0.1875,0.071428571,,(11.9-54.3),,,0.315789474,30,0.1875,0.071428571,0.315789474,30,0.1875,0.071428571,0.157894737,25,0.1875,0,0,0,0,0,2.6,3.1,3.4,3,0.3,0.222222222,0,0.5,0.1,0,0,0,0.5,0.166666667,0,1,6,1,4,1,0.833333333,1,0.75,0,2.8,3,1.8,2,9,0,0.555555556,=,2.2,=,CHA Fertility Center,Yes,No,Yes,Yes,Yes,Yes,Yes
PACIFIC FERTILITY CENTER Ð LOS ANGELES,,LOS ANGELES,CALIFORNIA,100%,0%,0%,0%,65%,0%,8%,5%,3%,16%,5%,2%,8%,37%,5%,7%,13%,"Vicken Sahakian, MD",58,23,17,8,53.4,26.1,0.411764706,0.25,48.3,21.7,0.411764706,0.25,(35.0-61.8),(7.5-43.7),,,49.1,22.7,0.4375,0.285714286,50,23.8,0.538461538,0.285714286,33.9,9.5,0.384615385,0.285714286,1.7,4.3,0.058823529,0.125,3.2,3.2,4.1,4.9,19.4,0.333333333,0.285714286,0.5,9.7,0.166666667,0,0,32.1,0.6,0.285714286,0,15,16,3,2,0.333333333,0.3125,0.666666667,0.5,4.3,3.8,4.3,5,121,65,51.2,43.1,3,3.9,Pacific Fertility Center Ð Los Angeles,Yes,Yes,Yes,Yes,Yes,Yes,Yes
UCLA FERTILITY CENTER,,LOS ANGELES,CALIFORNIA,100%,0%,0%,0%,42%,0%,<1%,5%,3%,8%,7%,<1%,23%,21%,11%,9%,12%,"T.C. Jackson Wu, MD, PhD",37,19,22,29,43.2,0.052631579,13.6,13.8,35.1,0.052631579,13.6,3.4,(20.2-52.5),,(2.9-34.9),(0.1-17.8),36.1,0.066666667,0.157894737,4.8,40.6,0.090909091,0.176470588,0.058823529,21.9,0.090909091,0.176470588,0.058823529,2.7,0.210526316,13.6,27.6,2.9,3,2.6,2.7,0.3125,0,0,0.25,0.125,0,0,0,0.461538462,0,0,0,8,3,1,2,0.125,0,1,0.5,2.6,3,3,5,3,1,0.333333333,1,3,4,UCLA Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
USC REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY,,LOS ANGELES,CALIFORNIA,91%,5%,4%,0%,28%,0%,5%,3%,4%,4%,2%,0%,6%,9%,4%,57%,13%,"Richard J. Paulson, MD",30,27,36,23,33.3,44.4,27.8,21.7,30,40.7,25,21.7,(14.7-49.4),(22.4-61.2),(12.1-42.2),(7.5-43.7),32.1,42.3,29,0.263157895,33.3,42.3,29,0.277777778,14.8,19.2,16.1,0.222222222,6.7,3.7,13.9,17.4,3,3.7,4.8,4.2,0.5,0.25,0.3,0,0.1,0.333333333,0.2,0.2,0.555555556,0.545454545,0.444444444,0.2,12,7,2,2,0.25,0.285714286,0.5,0,3.3,3.4,4,7,56,36,50,19.4,3,3.3,USC Reproductive Endocrinology and Infertility,Yes,No,Yes,Yes,Yes,Yes,Yes
REPRODUCTIVE SPECIALTY MEDICAL CENTER,,NEWPORT BEACH,CALIFORNIA,100%,0%,0%,0%,34%,0%,0%,9%,3%,38%,2%,<1%,13%,13%,5%,6%,11%,"Beth A. Ary, MD",32,9,15,8,25,0.222222222,0.133333333,0,25,0.222222222,0.133333333,0,(11.5-43.4),,,,26.7,0.25,0.153846154,0,30.8,0.25,0.181818182,0,19.2,0.25,0.181818182,0,6.3,0.111111111,0.133333333,0,3.5,2.9,2.8,5.7,0.25,0,0.5,=,0.25,0,0,=,0.375,0,0,=,7,1,1,1,0.571428571,0,0,1,4.3,1,5,4,23,8,43.5,0.125,3.4,2.4,Reproductive Specialty Medical Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SOUTHERN CALIFORNIA CENTER FOR REPRODUCTIVE MEDICINE,,NEWPORT BEACH,CALIFORNIA,100%,0%,0%,0%,89%,0%,0%,7%,2%,29%,8%,<1%,14%,6%,8%,13%,12%,"Robert E. Anderson, MD",81,55,65,38,42,38.2,23.1,18.4,34.6,32.7,18.5,13.2,(24.3-46.0),(20.7-46.7),(9.9-30.0),(4.4-28.1),37.8,34.6,21.1,15.6,38.9,36,23.1,15.6,19.4,18,17.3,15.6,8.6,5.5,12.3,15.8,3,3.6,3.8,4.2,32.4,38.1,0.266666667,0,17.6,19,0.066666667,0,50,0.5,0.25,0,24,15,14,0,41.7,0.2,0.142857143,=,2.6,2.2,2.5,=,43,36,53.5,44.4,2.3,2.5,Southern California Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes
IVF ORANGE SURGERY CENTER,,ORANGE,CALIFORNIA,100%,0%,0%,0%,36%,0%,4%,20%,0%,11%,3%,0%,14%,0%,40%,6%,6%,"Darush L. Mohyi, MD",13,2,7,3,0.230769231,0,0.285714286,0,0.230769231,0,0.285714286,0,,,,,0.230769231,0,0.285714286,0,0.230769231,0,0.285714286,0,0.153846154,0,0.285714286,0,0,0,0,0,4.2,4,4.3,5.3,0,=,0,=,0.333333333,=,0,=,0.333333333,=,0,=,3,2,1,0,0,0.5,0,=,6,7,3,=,1,3,0,0,4,5.7,IVF Orange Surgery Center,Yes,Yes,Yes,Yes,Yes,No,No
NOVA IN VITRO FERTILIZATION,,PALO ALTO,CALIFORNIA,100%,0%,0%,0%,44%,0%,0%,18%,3%,14%,6%,<1%,12%,5%,20%,8%,14%,"Richard J. Schmidt, MD",61,42,48,17,36.1,38.1,33.3,0.352941176,27.9,35.7,29.2,0.117647059,(17.1-40.8),(21.6-52.0),(17.0-44.1),,29.3,46.9,30.4,0.125,29.3,46.9,31.1,0.125,13.8,31.3,24.4,0.0625,4.9,23.8,4.2,0.058823529,2.9,3.8,3.7,5.7,40.9,0.3125,0.1875,0.166666667,4.5,0.0625,0.0625,0,0.529411765,0.333333333,0.214285714,0.5,16,8,8,5,0.375,0.375,0.25,0.4,2.9,3.9,3.1,4.4,32,12,46.9,0.5,2.8,3.3,Nova In Vitro Fertilization,Yes,No,Yes,No,Yes,Yes,Yes
STANFORD UNIVERSITY IVF/ART PROGRAM,DEPARTMENT OF GYNECOLOGY AND OBSTETRICS,PALO ALTO,CALIFORNIA,100%,0%,0%,0%,42%,<1%,0%,5%,3%,18%,4%,2%,10%,8%,11%,15%,24%,"Amin Milki, MD",259,184,295,144,38.2,27.7,18,18.8,30.9,23.9,13.2,12.5,(25.3-36.9),(17.9-30.7),(9.6-17.6),(7.6-19.0),34.6,26.3,15.1,14.3,35.9,27.3,16.3,15.1,22.9,15.5,13.8,14.3,10.8,9.2,12.2,12.5,2.5,2.8,3.1,3.6,31.3,27.5,15.1,7.4,3,11.8,0,0,36.3,43.2,15.4,0.055555556,69,40,33,5,26.1,25,15.2,0.2,2.1,1.9,2,1.6,74,30,40.5,16.7,2.7,2.1,"Stanford University IVF/ART Program, Department of Gynecology and Obstetrics",Yes,Yes,Yes,No,Yes,Yes,Yes
HUNTINGTON REPRODUCTIVE CENTER,,PASADENA,CALIFORNIA,>99%,0%,<1%,0%,73%,<1%,2%,8%,3%,15%,3%,3%,20%,20%,12%,6%,11%,"Daniel A. Potter, MD",576,380,358,171,37.2,28.4,25.7,14.6,32.6,22.4,19,9.4,(28.8-36.6),(18.3-26.9),(15.1-23.4),(5.4-14.7),35.3,25.1,20.8,11.3,36.2,26.6,22.1,12.6,21.8,15.9,15.6,12.6,7.5,11.1,8.7,17,3,3.4,3.5,4.2,34.1,29.6,26.1,8,6.1,11.1,3.3,0,39.9,40,29.4,0,109,80,38,10,38.5,25,34.2,0.3,3.1,3.3,3.3,2.9,192,79,41.1,32.9,2.9,3.2,Huntington Reproductive Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
REPRODUCTIVE PARTNERS Ð REDONDO BEACH,,REDONDO BEACH,CALIFORNIA,>99%,<1%,0%,0%,64%,0%,<1%,4%,2%,12%,5%,3%,32%,<1%,6%,4%,32%,"Bill  Yee, MD",48,41,76,41,58.3,48.8,26.3,22,52.1,48.8,21.1,22,(37.2-66.7),(32.9-64.9),(12.5-31.9),(10.6-37.6),54.3,54.1,26.2,27.3,59.5,58.8,28.6,27.3,38.1,35.3,21.4,21.2,4.2,9.8,19.7,19.5,2.3,2.9,3.5,4.3,28.6,45,15,0.222222222,7.1,5,10,0,36,40,0.25,0.222222222,21,16,15,4,33.3,0.4375,0.2,0.5,2.7,2.7,2.7,4.5,30,33,50,21.2,2.1,2.6,Reproductive Partners Ð Redondo Beach,Yes,Yes,Yes,Yes,Yes,Yes,Yes
NORTHERN CALIFORNIA FERTILITY MEDICAL CENTER,,ROSEVILLE,CALIFORNIA,100%,0%,0%,0%,64%,0%,2%,16%,5%,13%,6%,1%,22%,9%,1%,11%,16%,"John L. Gililland, MD",247,135,125,49,40.9,34.8,27.2,8.2,36.4,26.7,21.6,4.1,(30.4-42.8),(19.4-35.0),(14.7-29.8),(0.5-14.0),39.6,29.5,23.9,5.6,40.4,30.8,25.5,6.1,27.8,21.4,18.9,6.1,8.1,9.6,9.6,26.5,2.5,2.7,3.2,3.7,28.7,23.4,29.4,0,2,4.3,2.9,0,31.1,30.6,25.9,0,72,48,35,4,16.7,25,8.6,0,2.4,2.6,2.5,2.8,104,36,57.7,38.9,2.4,2.9,Northern California Fertility Medical Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SHER INSTITUTE FOR REPRODUCTIVE MEDICINE Ð SACRAMENTO,,SACRAMENTO,CALIFORNIA,100%,0%,0%,0%,74%,<1%,4%,4%,5%,<1%,2%,<1%,10%,23%,4%,25%,26%,"Ellen Snowden, MD",60,29,32,10,30,27.6,18.8,0.1,25,20.7,9.4,0,(14.7-37.9),(8.0-39.7),(2.0-25.0),,27.3,22.2,9.4,0,28.8,25,0.166666667,0,19.2,16.7,0.166666667,0,8.3,6.9,0,0.1,3.2,3,2.4,4.6,0.333333333,0.25,0,0,0,0,0.166666667,0,0.333333333,0.333333333,0,=,5,2,1,1,0.4,0,0,0,2.6,3,2,8,12,0,0.666666667,=,3.2,=,Sher Institute for Reproductive Medicine Ð Sacramento,Yes,Yes,Yes,Yes,Yes,No,Yes
THE UNIVERSITY OF CALIFORNIA Ð DAVIS,ASSISTED REPRODUCTIVE TECHNOLOGY PROGRAM,SACRAMENTO,CALIFORNIA,100%,0%,0%,0%,20%,0%,0%,33%,0%,5%,8%,0%,10%,0%,28%,0%,18%,"Albert K. Wei, MD",12,13,4,0,0.25,0.230769231,0.5,=,0.25,0.230769231,0.25,=,,,,,0.3,0.3,0.5,=,0.3,0.3,0.5,=,0.3,0.2,0.5,=,0.166666667,0.230769231,0.5,=,3,2.9,4.5,=,0,0.333333333,0,=,0,0,0,=,0,0.333333333,0,=,3,1,2,0,0,0,0,=,2.7,3,3.5,=,1,3,0,0.333333333,2,3,"The University of California Ð Davis, Assisted Reproductive Technology Program",Yes,No,Yes,No,Yes,Yes,Yes
THE FERTILITY AND GYNECOLOGY CENTER,MONTEREY BAY IVF PROGRAM,SALINAS,CALIFORNIA,100%,0%,0%,0%,83%,2%,2%,16%,7%,1%,0%,0%,1%,17%,4%,29%,24%,"Edward J. Ramirez, MD",25,17,9,5,52,0.411764706,0.333333333,0,40,0.294117647,0.222222222,0,(21.1-61.3),,,,43.5,0.3125,0.222222222,0,45.5,0.3125,0.222222222,0,31.8,0.25,0.222222222,0,8,0.058823529,0,0,3,2.9,3.1,1.6,0.461538462,0.142857143,0,=,0,0,0,=,0.3,0.2,0,=,3,5,0,0,0.666666667,0,=,=,2.7,3,=,=,2,1,0.5,0,4,1,"The Fertility and Gynecology Center, Monterey Bay IVF Program",Yes,Yes,Yes,Yes,Yes,Yes,Yes
FERTILITY SPECIALISTS MEDICAL GROUP,,SAN DIEGO,CALIFORNIA,100%,0%,0%,0%,69%,0%,<1%,6%,4%,14%,2%,1%,25%,3%,3%,8%,35%,"Arlene J. Morales, MD",75,42,31,11,26.7,23.8,12.9,0.090909091,25.3,21.4,9.7,0.090909091,(16.0-36.7),(10.3-36.8),(2.0-25.8),,32.8,27.3,12.5,0.125,36.5,30,0.157894737,0.142857143,26.9,23.3,0.157894737,0.142857143,22.7,21.4,22.6,0.272727273,2.5,3.5,3.4,3.9,25,0.2,0,0,5,0.1,0,0,0.263157895,0.222222222,0,0,7,1,0,0,0,0,=,=,1.7,3,=,=,18,3,0.444444444,0.333333333,3.2,2.7,Fertility Specialists Medical Group,Yes,Yes,Yes,Yes,Yes,Yes,Yes
IGO MEDICAL GROUP OF SAN DIEGO,,SAN DIEGO,CALIFORNIA,100%,0%,0%,0%,67%,0%,0%,3%,3%,5%,1%,0%,22%,0%,6%,13%,48%,"Benito Villanueva, MD",27,13,11,6,37,0.076923077,0.181818182,0,33.3,0.076923077,0.181818182,0,(16.5-54.0),,,,33.3,0.111111111,0.181818182,0,33.3,0.125,0.2,0,29.6,0.125,0.1,0,0,0.307692308,0,0.166666667,2.4,3.1,2.2,1.8,0.1,0,0.5,=,0,0,0,=,0.111111111,0,0.5,=,5,1,1,0,0,0,0,=,2.8,2,1,=,2,1,0,1,3,2,IGO Medical Group of San Diego,Yes,No,Yes,Yes,Yes,Yes,Yes
NTC FERTILITY CLINIC,,SAN DIEGO,CALIFORNIA,100%,0%,0%,0%,77%,0%,0%,30%,5%,0%,4%,0%,23%,0%,15%,3%,20%,"Larry R. Laufer, MD",52,32,15,9,50,40.6,0.666666667,0.333333333,30.8,25,0.4,0,(18.7-45.1),(11.5-43.4),,,30.8,26.7,0.4,0,31.4,27.6,0.461538462,0,21.6,13.8,0.307692308,0,0,6.3,0,0.222222222,2.2,2.7,3.5,4.6,19.2,0.307692308,0.1,0,0,0,0.1,0,0.3125,0.5,0.333333333,=,19,9,3,1,0.052631579,0.111111111,0,0,2.4,3,5,3,0,0,=,=,=,=,NTC Fertility Clinic,No,No,No,Yes,Yes,No,Yes
SAN DIEGO FERTILITY CENTER,,SAN DIEGO,CALIFORNIA,>99%,<1%,0%,0%,87%,0%,<1%,4%,5%,9%,3%,1%,22%,<1%,3%,7%,45%,"William P. Hummel, MD",78,49,45,24,55.1,55.1,46.7,12.5,53.8,53.1,31.1,8.3,(42.2-65.2),(38.3-67.5),(18.2-46.6),(1.0-27.0),56.8,57.8,35.9,0.111111111,57.5,57.8,36.8,0.111111111,38.4,44.4,28.9,0.111111111,5.1,8.2,13.3,25,2.9,2.8,3.6,3.7,37.2,29.6,19,0,4.7,0,0,0,33.3,23.1,0.214285714,0,34,12,16,2,73.5,0.25,0.625,0.5,3.1,2.6,3.8,3.5,48,11,79.2,0.545454545,2.3,2.5,San Diego Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
XPERT FERTILITY CARE OF CALIFORNIA,,SAN DIEGO,CALIFORNIA,100%,0%,0%,0%,83%,0%,0%,5%,16%,22%,3%,3%,3%,3%,0%,16%,30%,"Minh N. Ho, MD",9,5,9,0,0.555555556,0.6,0.444444444,=,0.444444444,0.6,0.444444444,=,,,,,0.444444444,0.6,0.444444444,=,0.444444444,0.6,0.5,=,0.333333333,0.6,0.375,=,0,0,0,=,3.6,3.4,3.8,=,0,0,0.5,=,0.4,0,0,=,0.25,0,0.25,=,3,0,0,0,0,=,=,=,2,=,=,=,9,1,0.777777778,0,3.2,3,Xpert Fertility Care of California,Yes,No,Yes,Yes,Yes,No,Yes
PACIFIC FERTILITY CENTER,,SAN FRANCISCO,CALIFORNIA,100%,0%,0%,0%,48%,0%,2%,9%,6%,22%,4%,1%,16%,12%,14%,7%,10%,"Philip E. Chenette, MD",190,174,190,121,27.9,29.3,30,9.9,23.7,21.3,25.8,6.6,(17.8-30.4),(15.4-28.1),(19.7-32.6),(2.9-12.6),25.7,24.3,29.3,8.5,27.8,26.1,31,9.1,19.1,16.2,22.2,4.5,7.9,12.6,12.1,22.3,2.6,3.3,3.9,4.4,24.5,23.5,26.3,0.416666667,3.8,7.8,5.3,0.083333333,31.1,37.8,28.6,0.5,85,63,37,14,31.8,25.4,32.4,0.285714286,2.7,2.8,2.7,3.8,178,162,52.8,24.1,2.1,2.6,Pacific Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
UCSF CENTER FOR REPRODUCTIVE HEALTH,,SAN FRANCISCO,CALIFORNIA,100%,0%,0%,0%,69%,0%,1%,5%,4%,14%,2%,1%,17%,15%,3%,14%,25%,"Victor Y. Fujimoto, MD",114,144,102,92,48.2,39.6,39.2,20.7,41.2,34,33.3,16.3,(32.1-50.8),(26.3-42.4),(24.3-43.4),(9.4-25.5),44.8,38.3,39.5,19.5,47.5,39.8,42.5,20.3,28.3,25.2,30,17.6,7.9,11.1,15.7,16.3,2.7,3.2,3.4,4,34.5,28.1,25,0.052631579,5.5,5.3,7.5,0.052631579,40.4,36.7,29.4,0.133333333,40,32,20,10,22.5,37.5,25,0.3,2.7,3.5,3.6,4.3,69,33,56.5,36.4,2.4,3.1,UCSF Center for Reproductive Health,Yes,Yes,Yes,Yes,Yes,Yes,Yes
FERTILITY PHYSICIANS OF NORTHERN CALIFORNIA,,SAN JOSE,CALIFORNIA,100%,0%,0%,0%,49%,0%,0%,7%,2%,13%,3%,1%,16%,8%,8%,16%,26%,"Valerie Baker, MD",155,102,99,41,34.2,29.4,27.3,14.6,29.7,28.4,16.2,4.9,(22.6-37.5),(19.9-38.2),(9.5-24.9),(0.6-16.5),33.8,36.3,18.8,8,33.8,36.7,20,8,21.3,15.2,12.5,8,12.3,21.6,14.1,39,2.3,2.9,3.4,4,35.8,43.3,25.9,0,0,13.3,0,0,37,58.6,0.375,0,58,39,19,10,19,23.1,0.105263158,0.1,2.7,2.7,2.3,3,29,16,48.3,0.375,2.1,2.4,Fertility Physicians of Northern California,Yes,No,Yes,Yes,Yes,Yes,Yes
"CARMELO S. SGARLATA, MD",,SAN JOSE,CALIFORNIA,100%,0%,0%,0%,50%,0%,0%,0%,0%,7%,3%,0%,14%,0%,7%,52%,17%,"Carmelo S. Sgarlata, MD",16,4,5,0,0.4375,0.5,0,=,0.375,0.5,0,=,,,,,0.428571429,0.666666667,0,=,0.461538462,0.666666667,0,=,0.384615385,0.333333333,0,=,0.125,0.25,0.2,=,2.6,3,3.5,=,0.142857143,0,=,=,0,0.5,=,=,0.166666667,0.5,=,=,1,0,2,0,0,=,0,=,2,=,2.5,=,0,0,=,=,=,=,"Carmelo S. Sgarlata, MD",No,No,Yes,No,Yes,No,Yes
REPRODUCTIVE SCIENCE CENTER OF THE SAN FRANCISCO BAY AREA,,SAN RAMON,CALIFORNIA,>99%,0%,0%,<1%,40%,0%,0%,10%,4%,16%,5%,2%,21%,3%,20%,10%,11%,"Louis N.  Weckstein, MD",229,149,128,67,39.3,27.5,27.3,19.4,34.9,23.5,22.7,10.4,(28.8-41.5),(16.9-31.1),(15.7-30.9),(4.3-20.3),38.5,26.9,25.7,12.7,40.2,28.5,26.6,13,25.1,22,18.3,11.1,9.2,12.8,11.7,17.9,2.6,3.1,3.7,4.9,31.1,19.5,25.7,0.076923077,7.8,9.8,5.7,0.076923077,37.5,22.9,31,0.142857143,71,49,37,17,31,24.5,27,0.352941176,2.6,2.9,2.7,3.2,98,58,42.9,37.9,2.4,2.5,Reproductive Science Center of the San Francisco Bay Area,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PARKERÐROSENMANÐRODI GYNECOLOGY AND INFERTILITY MEDICAL GROUP,,SANTA MONICA,CALIFORNIA,93%,0%,7%,0%,48%,0%,0%,3%,8%,29%,<1%,<1%,19%,11%,4%,0%,24%,"Ingrid A. Rodi, MD",25,16,16,14,24,0.3125,0.25,0.214285714,20,0.25,0.1875,0.071428571,(6.8-40.7),,,,0.3125,0.285714286,0.230769231,0.1,0.333333333,0.333333333,0.25,0.1,0.266666667,0.25,0.166666667,0.1,36,0.125,0.1875,0.285714286,3.2,3.5,3.9,4.8,0.166666667,0.4,0.25,0,0,0.4,0,0,0.2,0.25,0.333333333,0,7,2,3,0,0.428571429,0,0,=,3,3.5,5,=,10,7,0.5,0.142857143,3.4,2.7,ParkerÐRosenmanÐRodi Gynecology and Infertility Medical Group,Yes,Yes,Yes,Yes,Yes,Yes,Yes
VALLEY CENTER FOR REPRODUCTIVE HEALTH,"TINA KOOPERSMITH, MD",SHERMAN OAKS,CALIFORNIA,100%,0%,0%,0%,45%,0%,0%,13%,0%,1%,3%,1%,9%,1%,1%,28%,44%,"Tina B. Koopersmith, MD",34,11,12,5,58.8,0.454545455,0.333333333,0,52.9,0.454545455,0.25,0,(35.1-70.2),,,,54.5,0.555555556,0.3,0,54.5,0.625,0.333333333,0,30.3,0.125,0.333333333,0,2.9,0.181818182,0.166666667,0.4,2.5,3.1,3.1,2.3,40,0.6,0.25,=,0,0.2,0,=,0.444444444,0.8,0,=,2,1,0,0,0.5,0,=,=,3.5,1,=,=,11,2,0.454545455,0,2.4,2.5,"Valley Center for Reproductive Health, Tina Koopersmith, MD",Yes,Yes,Yes,Yes,Yes,Yes,Yes
THE CENTER FOR FERTILITY AND GYNECOLOGY,VERMESH CENTER FOR FERTILITY,TARZANA,CALIFORNIA,88%,0%,0%,12%,70%,<1%,3%,9%,5%,23%,<1%,3%,15%,6%,12%,12%,15%,"Michael Vermesh, MD",58,46,66,33,50,52.2,59.1,39.4,44.8,43.5,43.9,24.2,(31.7-58.5),(28.9-58.9),(31.7-56.7),(11.1-42.3),44.8,43.5,43.9,24.2,45.6,43.5,43.9,25,35.1,26.1,36.4,18.8,0,0,0,0,3.5,4.2,4.3,4.4,27.6,37.5,17.9,0.230769231,3.4,8.3,2.6,0,23.1,40,17.2,0.25,13,8,12,1,0.461538462,0.5,0.25,0,3.6,3.4,3,2,29,14,65.5,0.357142857,3.1,3.4,"The Center for Fertility and Gynecology, Vermesh Center for Fertility",Yes,Yes,Yes,Yes,Yes,Yes,Yes
