PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshCI1,FshCI2,FshCI3,FshCI4,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDSingLvBirthRate1,FshNDSingLvBirthRate2,FshNDSingLvBirthRate3,FshNDSingLvBirthRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation
REPRODUCTIVE SCIENCES CENTER,,LA JOLLA,CALIFORNIA,100%,0%,0%,0%,54%,0%,12%,4%,4%,7%,3%,4%,18%,2%,3%,31%,24%,"Samuel H. Wood, M.D., Ph.D.",22,15,9,4,59.1,0.4,0.444444444,0,59.1,0.333333333,0.444444444,0,(38.5 - 79.6),,,,0.684210526,0.384615385,0.571428571,0,0.684210526,0.384615385,0.571428571,0,0.578947368,0.230769231,0.428571429,0,13.6,0.133333333,0.222222222,0.75,2.9,2.9,3.9,3,0.153846154,0.5,0.25,=,0.076923077,0,0,=,0.153846154,0.4,0.25,=,4,4,5,2,0.5,0.25,0.4,0.5,2.3,3.5,4,4,42,14,64.3,0.714285714,2.8,3.6,Reproductive Sciences Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SCRIPPS CLINIC FERTILITY CENTER,,LA JOLLA,CALIFORNIA,100%,0%,0%,0%,63%,0%,1%,4%,2%,9%,<1%,<1%,4%,1%,<1%,36%,41%,"Jeffrey S. Rakoff, M.D.",46,12,13,20,26.1,0.333333333,0.153846154,15,19.6,0.333333333,0.153846154,5,(8.1 - 31.0),,,(0.0 - 14.6),20,0.333333333,0.166666667,0.071428571,20.5,0.333333333,0.166666667,0.071428571,11.4,0.166666667,0.166666667,0.071428571,2.2,0,0.076923077,30,3.1,3.4,3.3,4.2,0.166666667,0.5,0,0,0.25,0,0,0,0.444444444,0.5,0,0,9,1,3,0,0.111111111,0,0,=,2.3,3,3.3,=,13,7,0.384615385,0.285714286,3.2,2,Scripps Clinic Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
THE ZARUTSKIE FERTILITY AND ENDOCRINE INSTITUTE,,LAGUNA NIGUEL,CALIFORNIA,99%,0%,1%,0%,86%,0%,0%,3%,14%,11%,4%,<1%,10%,2%,3%,16%,36%,"Paul W. Zarutskie, M.D.",32,21,25,18,53.1,38.1,16,0.388888889,40.6,33.3,8,0.222222222,(23.6 - 57.6),(13.2 - 53.5),(0.0 - 18.6),,41.9,0.411764706,0.111111111,0.235294118,48.1,0.4375,0.117647059,0.285714286,25.9,0.3125,0.058823529,0.142857143,3.1,19,28,0.055555556,3.6,3.3,3.2,3.8,0.294117647,0.25,0.5,0.142857143,0.117647059,0.25,0,0.142857143,0.461538462,0.285714286,0.5,0.5,7,3,1,2,0.285714286,0,0,0,3.1,3.3,2,3.5,10,9,0.3,0.222222222,3,2.8,The Zarutskie Fertility and Endocrine Institute,Yes,Yes,Yes,Yes,Yes,Yes,Yes
LOMA LINDA UNIVERSITY CENTER FOR FERTILITY AND IVF,,LOMA LINDA,CALIFORNIA,100%,0%,0%,0%,78%,0%,<1%,17%,1%,11%,4%,1%,23%,2%,5%,8%,28%,"John D. Jacobson, M.D.",68,30,22,11,54.4,36.7,22.7,0.181818182,50,36.7,18.2,0.181818182,(38.1 - 61.9),(19.4 - 53.9),(2.1 - 34.3),,52.3,37.9,0.210526316,0.25,52.3,37.9,0.222222222,0.25,30.8,20.7,0.222222222,0.25,4.4,3.3,13.6,0.272727273,2.6,3.1,3.8,4.5,35.1,0.454545455,0,1,5.4,0.090909091,0.2,0,41.2,0.454545455,0,0,9,6,3,1,0.444444444,0.666666667,0.666666667,0,3.6,4.2,4.7,2,14,5,0.357142857,0.2,2.7,3.6,Loma Linda University Center for Fertility and IVF,Yes,Yes,Yes,Yes,Yes,Yes,Yes
REPRODUCTIVE PARTNERS--LONG BEACH,,LONG BEACH,CALIFORNIA,89%,11%,0%,0%,33%,0%,0%,18%,5%,12%,6%,<1%,18%,10%,17%,6%,7%,"Bill Yee, M.D.",71,55,59,18,47.9,40,22,0.222222222,43.7,29.1,18.6,0.166666667,(32.1 - 55.2),(17.1 - 41.1),(8.7 - 28.6),,50,36.4,24.4,0.25,50.8,37.2,25,0.25,34.4,27.9,15.9,0.166666667,12.7,20,23.7,0.333333333,2.6,3.4,4,4.2,29.4,18.2,0.076923077,0.25,5.9,4.5,0.230769231,0.25,32.3,0.25,0.363636364,0.333333333,22,18,9,12,22.7,0.166666667,0,0.25,2.9,3.4,3.2,3.4,12,3,0.5,0.333333333,2.2,2.3,Reproductive Partners--Long Beach,Yes,Yes,Yes,Yes,Yes,Yes,Yes
CALIFORNIA FERTILITY PARTNERS,,LOS ANGELES,CALIFORNIA,93%,5%,<1%,<1%,57%,<1%,4%,6%,3%,4%,5%,5%,21%,14%,16%,14%,12%,"Richard P. Marrs, M.D.",72,78,101,86,43.1,38.5,25.7,19.8,40.3,32.1,18.8,12.8,(28.9 - 51.6),(21.7 - 42.4),(11.2 - 26.4),(5.7 - 19.8),41.4,37.9,22.9,17.7,43.9,38.5,23.8,19,28.8,29.2,13.8,15.5,2.8,15.4,17.8,27.9,3.1,3.9,4.2,4,22.6,20,34.6,0.235294118,16.1,10,7.7,0,34.5,24,0.421052632,0.181818182,30,23,23,13,26.7,13,21.7,0.076923077,3.2,3.2,3,3.2,69,79,52.2,25.3,3.2,3.2,California Fertility Partners,Yes,Yes,Yes,Yes,Yes,Yes,Yes
CHA FERTILITY CENTER,,LOS ANGELES,CALIFORNIA,100%,0%,0%,0%,84%,0%,3%,8%,2%,0%,0%,5%,16%,34%,3%,8%,24%,"Thomas J. Kim, M.D.",12,6,6,3,0.666666667,0.333333333,0.166666667,0,0.5,0.166666667,0.166666667,0,,,,,0.5,0.166666667,0.166666667,0,0.545454545,0.2,0.2,0,0.454545455,0,0.2,0,0,0,0,0,2.5,2.4,2.6,3,0.25,1,0,=,0,0,0,=,0.166666667,1,0,=,0,0,1,0,=,=,0,=,=,=,3,=,6,0,0.833333333,=,2.5,=,CHA Fertility Center,Yes,No,Yes,Yes,Yes,Yes,Yes
PACIFIC FERTILITY CENTER--LOS ANGELES,,LOS ANGELES,CALIFORNIA,100%,0%,0%,0%,74%,0%,3%,8%,2%,15%,3%,<1%,13%,27%,2%,9%,20%,"Vicken Sahakian, M.D.",74,32,25,13,55.4,50,28,0.076923077,50,46.9,24,0.076923077,(38.6 - 61.4),(29.6 - 64.2),(7.3 - 40.7),,52.1,48.4,26.1,0.083333333,52.1,48.4,28.6,0.083333333,38,16.1,14.3,0,4.1,3.1,8,0.076923077,3.6,3.9,3.9,2.9,19.5,0.375,0.428571429,1,12.2,0.3125,0,0,27,0.666666667,0.5,1,20,4,5,0,10,0,0.4,=,4.2,4.8,3.6,=,87,45,57.5,35.6,3.2,4,Pacific Fertility Center--Los Angeles,Yes,Yes,Yes,Yes,Yes,Yes,Yes
UNIVERSITY OF CALIFORNIA--LOS ANGELES,FERTILITY CENTER,LOS ANGELES,CALIFORNIA,100%,0%,0%,0%,39%,2%,<1%,13%,<1%,0%,2%,<1%,11%,24%,9%,22%,17%,"T.C. Jackson Wu, M.D., Ph.D.",34,26,27,12,29.4,15.4,25.9,0.166666667,26.5,7.7,11.1,0.083333333,(11.6 - 41.3),(0.0 - 17.9),(0.0 - 23.0),,28.1,9.1,11.1,0.1,29,0.105263158,12,0.1,19.4,0.105263158,12,0,5.9,15.4,0,0.166666667,3.3,3.5,3.1,3.4,0.2,0.25,0,0.5,0.2,0,0,0,0.333333333,0,0,1,12,2,5,2,0,0,0.2,0,3.4,3.5,4,2,7,3,0.142857143,0,3.3,2.7,"University of California--Los Angeles, Fertility Center",Yes,Yes,Yes,Yes,Yes,Yes,Yes
UNIVERSITY OF SOUTHERN CALIFORNIA,REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY,LOS ANGELES,CALIFORNIA,96%,1%,3%,0%,25%,3%,2%,9%,3%,8%,2%,2%,4%,13%,6%,35%,18%,"Richard J. Paulson, M.D.",36,26,31,32,58.3,34.6,25.8,18.8,44.4,26.9,25.8,12.5,(28.2 - 60.7),(9.9 - 44.0),(10.4 - 41.2),(1.0 - 24.0),45.7,30.4,29.6,16,45.7,30.4,29.6,16.7,28.6,21.7,22.2,16.7,2.8,11.5,12.9,21.9,3.2,4.2,4.1,4.7,19,0.222222222,0.125,0,19,0.222222222,0.125,0.166666667,0.375,0.285714286,0.25,0,7,2,9,5,0.428571429,0.5,0.111111111,0,3,3.5,3.8,2,39,20,41,20,3.1,2.6,"University of Southern California, Reproductive Endocrinology and Infertility",Yes,Yes,Yes,Yes,Yes,Yes,Pending
REPRODUCTIVE SPECIALTY MEDICAL CENTER,,NEWPORT BEACH,CALIFORNIA,100%,0%,0%,0%,38%,0%,0%,3%,8%,30%,3%,0%,15%,10%,7%,8%,16%,"Beth A. Ary, M.D.",23,13,14,1,30.4,0.461538462,0.214285714,0,30.4,0.384615385,0.214285714,0,(11.6 - 49.2),,,,30.4,0.416666667,0.25,0,30.4,0.416666667,0.272727273,0,13,0.333333333,0.181818182,0,0,0.076923077,0.142857143,0,3.2,2.5,2.5,2,0.428571429,0.166666667,0.333333333,=,0.142857143,0,0,=,0.571428571,0.2,0.333333333,=,1,1,2,1,1,0,0,0,3,5,2.5,8,24,6,54.2,0.166666667,2.6,3.3,Reproductive Specialty Medical Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SOUTHERN CALIFORNIA CENTER FOR REPRODUCTIVE MEDICINE,,NEWPORT BEACH,CALIFORNIA,100%,0%,0%,0%,87%,0%,0%,10%,3%,17%,10%,1%,16%,5%,6%,16%,16%,"Robert E. Anderson, M.D.",96,57,53,25,45.8,47.4,28.3,12,41.7,43.9,17,4,(31.8 - 51.5),(31.0 - 56.7),(6.9 - 27.1),(0.0 - 11.7),44.9,48.1,20,0.055555556,46.5,50,21.4,0.0625,26.7,38,14.3,0,7.3,8.8,15.1,28,3,3.7,3.8,4.4,27.3,11.1,0.266666667,0.333333333,15.9,14.8,0.066666667,0,42.5,24,0.333333333,1,21,18,6,3,38.1,0.277777778,0.5,0,2.7,2.5,2.7,3,33,16,57.6,0.375,2.5,2.8,Southern California Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes
NORTHRIDGE CENTER FOR REPRODUCTIVE MEDICINE,,NORTHRIDGE,CALIFORNIA,100%,0%,0%,0%,76%,0%,2%,5%,6%,15%,8%,2%,18%,3%,10%,11%,22%,"Jirair B. Konialian, M.D.",50,15,19,1,40,0.333333333,0.052631579,0,32,0.2,0.052631579,0,(19.1 - 44.9),,,,41,0.272727273,0.071428571,0,42.1,0.272727273,0.071428571,0,23.7,0.272727273,0,0,22,0.266666667,0.263157895,0,4.6,4,3.4,4,30,0,1,=,15,0,0,=,0.4375,0,1,=,1,0,0,0,0,=,=,=,8,=,=,=,26,2,46.2,0,4.4,4,Northridge Center for Reproductive Medicine,Yes,No,Yes,Yes,Yes,No,None
IVF--ORANGE SURGERY CENTER,,ORANGE,CALIFORNIA,100%,0%,0%,0%,33%,0%,0%,21%,8%,13%,0%,0%,21%,3%,29%,0%,5%,"Darush Mohyi, M.D.",10,8,6,0,0.5,0.25,0.333333333,=,0.4,0.25,0.333333333,=,,,,,0.4,0.25,0.333333333,=,0.4,0.25,0.333333333,=,0.3,0.25,0.166666667,=,0,0,0,=,4.9,5,4.8,=,0.2,0,0,=,0,0,0.5,=,0.25,0,0.5,=,5,1,1,0,0.2,0,0,=,5.4,7,5,=,5,2,0.6,0.5,3.4,5,IVF--Orange Surgery Center,Yes,No,Yes,Yes,Yes,No,None
NOVA IN VITRO FERTILIZATION,,PALO ALTO,CALIFORNIA,100%,0%,0%,0%,38%,0%,0%,8%,3%,18%,4%,1%,21%,7%,15%,15%,8%,"Richard J. Schmidt, M.D.",63,33,41,17,44.4,39.4,31.7,0.294117647,41.3,36.4,22,0.117647059,(29.1 - 53.4),(20.0 - 52.8),(9.3 - 34.6),,44.1,40,29,0.133333333,44.8,41.4,29,0.133333333,34.5,20.7,19.4,0.133333333,6.3,9.1,24.4,0.117647059,3.2,3.5,3.5,4.3,21.4,0.307692308,0.384615385,0,3.6,0.307692308,0,0,23.1,0.5,0.333333333,0,15,5,4,2,0.4,0.4,0.25,0.5,2.8,3,4.8,4,31,8,54.8,0.125,2.8,3.5,Nova In Vitro Fertilization,Yes,No,Yes,No,Yes,Yes,Yes
HUNTINGTON REPRODUCTIVE CENTER,,PASADENA,CALIFORNIA,>99%,0%,<1%,0%,68%,<1%,3%,10%,3%,17%,3%,3%,16%,14%,12%,10%,12%,"Daniel A. Potter, M.D.",384,254,332,129,44,29.1,23.5,14.7,38.8,25.6,17.5,10.1,(33.9 - 43.7),(20.2 - 31.0),(13.4 - 21.6),(4.9 - 15.3),42.1,29.3,20.4,12.3,42.8,29.7,21.7,12.9,24.4,17.4,13.5,10.9,7.8,12.6,14.5,17.8,3.2,3.5,3.7,3.7,38.5,33.8,26.9,0.105263158,7.7,10.8,9,0.105263158,43,41.5,37.9,0.153846154,101,36,44,7,40.6,25,13.6,0.428571429,3.4,3.4,3.5,3.1,253,124,38.7,29,3.2,3.3,Huntington Reproductive Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
REPRODUCTIVE PARTNERS--REDONDO BEACH,,REDONDO BEACH,CALIFORNIA,94%,5%,<1%,0%,56%,0%,2%,6%,4%,10%,6%,3%,32%,6%,10%,2%,21%,"Bill Yee, M.D.",69,74,62,43,46.4,43.2,41.9,25.6,40.6,39.2,30.6,18.6,(29.0 - 52.2),(28.1 - 50.3),(19.2 - 42.1),(7.0 - 30.2),42.4,48.3,36.5,22.2,42.4,49.2,37.3,23.5,24.2,28.8,27.5,17.6,4.3,18.9,16.1,16.3,2.6,3.6,3.9,5.2,53.1,37.5,19.2,0.454545455,3.1,9.4,3.8,0,42.9,41.4,0.263157895,0.25,20,17,8,8,25,0.352941176,0.625,0.25,4,3.8,4.3,3.4,32,37,46.9,27,2.3,3.2,Reproductive Partners--Redondo Beach,Yes,Yes,Yes,Yes,Yes,Yes,Yes
NORTHERN CALIFORNIA FERTILITY MEDICAL CENTER,,ROSEVILLE,CALIFORNIA,100%,0%,0%,0%,53%,0%,3%,18%,8%,11%,6%,1%,23%,6%,2%,11%,14%,"Carlos E. Soto-Albors, M.D.",190,104,79,18,56.3,44.2,26.6,0.166666667,46.8,36.5,21.5,0.055555556,(39.7 - 53.9),(27.3 - 45.8),(12.5 - 30.6),,51.1,40.4,22.7,0.076923077,52.4,42.2,23,0.076923077,24.1,26.7,13.5,0.076923077,8.4,9.6,5.1,0.277777778,2.6,2.8,3.2,3.5,41.1,30.4,33.3,0,7.5,4.3,0,0,53.9,36.8,0.411764706,0,55,27,19,2,21.8,37,0.157894737,0,2.7,2.7,2.4,2.5,76,26,60.5,23.1,2.4,2.7,Northern California Fertility Medical Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
UNIVERSITY OF CALIFORNIA--DAVIS,ASSISTED REPRODUCTIVE TECHNOLOGY PROGRAM,SACRAMENTO,CALIFORNIA,100%,0%,0%,0%,36%,0%,0%,37%,0%,5%,3%,0%,19%,0%,22%,1%,13%,"Stephen P. Boyers, M.D.",26,21,9,2,34.6,23.8,0.333333333,0.5,26.9,14.3,0.333333333,0.5,(9.9 - 44.0),(0.0 - 29.3),,,31.8,0.214285714,0.5,0.5,31.8,0.230769231,0.5,1,18.2,0.153846154,0.166666667,1,15.4,33.3,0.333333333,0,3,3.5,3.3,5,0.333333333,0.2,0.333333333,0,0.111111111,0.2,0.333333333,0,0.428571429,0.333333333,0.666666667,0,8,3,0,0,0.5,0.666666667,=,=,3.5,3.3,=,=,6,1,0.666666667,0,3.2,3,"University of California--Davis, Assisted Reproductive Technology Program",Yes,No,Yes,No,Yes,Yes,Yes
THE FERTILITY AND GYNECOLOGY CENTER,,SALINAS,CALIFORNIA,100%,0%,0%,0%,77%,0%,0%,8%,5%,9%,0%,0%,3%,1%,3%,48%,23%,"Edward J. Ramirez, M.D.",16,13,18,4,0.4375,0.538461538,0.333333333,0.25,0.4375,0.461538462,0.166666667,0.25,,,,,0.538461538,0.461538462,0.176470588,0.25,0.583333333,0.5,0.214285714,0.25,0.333333333,0.333333333,0.214285714,0.25,0.1875,0,0.055555556,0,3.5,3.6,3.7,4.5,0.142857143,0.428571429,0.166666667,0,0.285714286,0,0,0,0.428571429,0.333333333,0,0,1,4,2,0,0,0,0,=,1,2.8,3.5,=,3,2,0,0,3,2.5,The Fertility and Gynecology Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
ADVANCED FERTILITY INSTITUTE,,SAN DIEGO,CALIFORNIA,100%,0%,0%,0%,74%,11%,2%,14%,2%,<1%,29%,2%,13%,6%,2%,14%,17%,"Steven A. Brody, M.D.",27,14,18,13,48.1,0.428571429,0.333333333,0.153846154,48.1,0.357142857,0.222222222,0.153846154,(29.3 - 67.0),,,,56.5,0.5,0.266666667,0.285714286,65,0.5,0.333333333,0.333333333,35,0.3,0.25,0.333333333,14.8,0.285714286,0.166666667,0.461538462,3.3,2.9,3.3,3.2,0.384615385,0.333333333,0,0.5,0.307692308,0,0.166666667,0,0.461538462,0.4,0.25,0,7,3,4,0,0.142857143,0,0,=,2.1,3.3,3,=,12,2,0.75,0.5,3.3,3.5,Advanced Fertility Institute,Yes,No,Yes,Yes,Yes,Yes,Yes
FERTILITY SPECIALISTS MEDICAL GROUP,,SAN DIEGO,CALIFORNIA,100%,0%,0%,0%,62%,0%,<1%,6%,5%,12%,<1%,3%,23%,2%,10%,12%,26%,"Arlene J. Morales, M.D.",59,29,19,7,16.9,20.7,0.052631579,0,16.9,17.2,0.052631579,0,(7.4 - 26.5),(3.5 - 31.0),,,22.2,22.7,0.111111111,0,23.8,23.8,0.111111111,0,7.1,14.3,0.111111111,0,23.7,24.1,0.526315789,0.428571429,3.2,3.4,4.3,3.5,0.5,0.5,0,=,0.2,0.166666667,0,=,0.7,0.4,0,=,5,0,0,0,0.2,=,=,=,4,=,=,=,13,5,0.384615385,0,3.1,3.4,Fertility Specialists Medical Group,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"MINH N. HO, M.D., F.A.C.O.G.",XPERT FERTILITY CARE OF CALIFORNIA,SAN DIEGO,CALIFORNIA,100%,0%,0%,0%,72%,0%,0%,15%,7%,4%,4%,2%,11%,0%,4%,42%,11%,"Minh N. Ho, M.D.",15,14,5,5,0.666666667,0.5,0.4,0.2,0.6,0.428571429,0.4,0.2,,,,,0.6,0.428571429,0.4,0.2,0.6,0.461538462,0.4,0.25,0.4,0.384615385,0.2,0.25,0,0,0,0,3.7,3.8,4.6,3,0.1,0.142857143,0,0,0.2,0,0.5,0,0.333333333,0.166666667,0.5,0,3,1,0,0,1,1,=,=,3.3,2,=,=,9,0,0.555555556,=,3.9,=,"Minh N. Ho, M.D., F.A.C.O.G., XPert Fertility Care of California",Yes,Yes,Yes,Yes,Yes,No,Yes
IGO MEDICAL GROUP OF SAN DIEGO,,SAN DIEGO,CALIFORNIA,100%,0%,0%,0%,71%,0%,0%,11%,1%,14%,3%,0%,27%,1%,3%,15%,25%,"Benito Villanueva, M.D.",27,19,14,8,18.5,0,0.142857143,0.25,18.5,0,0.071428571,0.125,(3.9 - 33.2),,,,20.8,0,0.090909091,0.125,21.7,0,0.090909091,0.142857143,17.4,0,0.090909091,0.142857143,11.1,0.052631579,0.214285714,0,2.9,3.2,3.3,2.9,0.2,=,0,0,0,=,0,0,0.2,=,0,0,5,2,2,1,0.2,0,0,0,3,1.5,3,1,4,4,0.5,0.25,2.5,2.5,IGO Medical Group of San Diego,Yes,No,Yes,Yes,Yes,Yes,Yes
INFERTILITY CLINIC,"NAVAL MEDICAL CENTER, SAN DIEGO",SAN DIEGO,CALIFORNIA,100%,0%,0%,0%,69%,0%,0%,30%,8%,0%,4%,0%,31%,0%,12%,<1%,14%,"Larry R. Laufer, M.D.",54,13,19,8,64.8,0.384615385,0.263157895,0.375,53.7,0.384615385,0.157894737,0.25,(40.4 - 67.0),,,,55.8,0.416666667,0.2,0.25,56.9,0.416666667,0.2,0.25,35.3,0.416666667,0.2,0.25,3.7,0.076923077,0.210526316,0,2.4,3.3,3.7,3,37.1,0,0.2,0,5.7,0,0.2,0,37.9,0,0,0,12,1,3,2,0.166666667,0,0,0,2.9,4,5,3.5,0,0,=,=,=,=,"Infertility Clinic, Naval Medical Center, San Diego",No,No,Yes,No,Yes,No,Yes
SAN DIEGO FERTILITY CENTER,,SAN DIEGO,CALIFORNIA,100%,0%,0%,0%,91%,0%,3%,5%,2%,15%,2%,2%,21%,<1%,2%,13%,38%,"William P. Hummel, M.D.",49,20,18,6,67.3,65,0.388888889,0.666666667,65.3,60,0.333333333,0.333333333,(52.0 - 78.6),(38.5 - 81.5),,,66.7,0.631578947,0.4,0.333333333,68.1,0.631578947,0.4,0.333333333,31.9,0.421052632,0.333333333,0.333333333,2,5,0.166666667,0,3,3.1,3.5,4.2,45.5,0.384615385,0.142857143,0,9.1,0,0.142857143,0,53.1,0.333333333,0.166666667,0,16,6,5,0,0.4375,0.833333333,0.4,=,3.1,2.8,3.8,=,26,8,88.5,0.75,2.3,2.4,San Diego Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
FERTILITY ASSOCIATES OF THE BAY AREA,,SAN FRANCISCO,CALIFORNIA,100%,0%,0%,0%,60%,0%,4%,6%,1%,16%,<1%,1%,7%,5%,10%,12%,41%,"Steven L. Katz, M.D.",28,32,24,10,75,50,37.5,0.2,71.4,43.8,33.3,0.2,(54.7 - 88.2),(26.6 - 60.9),(14.5 - 52.2),,74.1,43.8,33.3,0.25,74.1,43.8,33.3,0.25,48.1,34.4,12.5,0.125,3.6,0,0,0.2,2.9,2.9,3.2,3.1,23.8,0.1875,0.555555556,0,9.5,0.0625,0,0.5,35,0.214285714,0.625,0.5,2,1,1,1,0.5,1,1,0,4.5,3,3,4,52,6,71.2,0.5,3,3.2,Fertility Associates of the Bay Area,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"SIMON R. HENDERSON, M.D.",,SAN FRANCISCO,CALIFORNIA,100%,0%,0%,0%,48%,0%,0%,15%,21%,17%,1%,10%,14%,10%,0%,6%,6%,"Simon R. Henderson, M.D.",15,15,12,5,0.2,0.4,0.083333333,0.4,0.2,0.4,0.083333333,0.4,,,,,0.272727273,0.461538462,0.142857143,0.5,0.272727273,0.461538462,0.142857143,0.5,0.090909091,0.307692308,0.142857143,0.25,0.266666667,0.133333333,0.416666667,0.2,4.8,3.5,4.9,11.5,0.666666667,0.166666667,0,0,0,0.166666667,0,0.5,0.666666667,0.333333333,0,0.5,2,2,0,0,0,0.5,=,=,3,5.5,=,=,7,5,0.571428571,0.2,3,5,"Simon R. Henderson, M.D.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
SAN FRANCISCO FERTILITY CENTERS,PACIFIC FERTILITY CENTER/SAN FRANCISCO CENTER FOR REPRODUCTIVE MEDICINE,SAN FRANCISCO,CALIFORNIA,>99%,0%,0%,<1%,48%,0%,2%,7%,10%,33%,2%,2%,16%,5%,8%,6%,11%,"Philip E. Chenette, M.D.",178,171,208,90,39.3,29.2,28.8,26.7,34.8,24,22.1,16.7,(27.8 - 41.8),(17.6 - 30.4),(16.5 - 27.8),(9.0 - 24.4),38.5,27.9,26.1,20.3,40,29.9,28.2,21.1,20,19,19,14.1,9.6,14,15.4,17.8,3.1,3.9,4.3,4.7,41.4,24,25,25,7.1,18,3.3,0,50,36.6,32.6,0.333333333,69,53,38,2,36.2,26.4,31.6,0.5,2.8,3.3,4.1,5.5,170,126,50.6,31.7,2.7,3.1,"San Francisco Fertility Centers, Pacific Fertility Center/San Francisco Center for Reproductive Medicine",Yes,Yes,Yes,Yes,Yes,Yes,Yes
UNIVERSITY OF CALIFORNIA--SAN FRANCISCO,CENTER FOR REPRODUCTIVE HEALTH,SAN FRANCISCO,CALIFORNIA,100%,0%,0%,0%,66%,0%,<1%,9%,4%,24%,1%,2%,19%,7%,4%,10%,20%,"Victor Y. Fujimoto, M.D.",115,78,109,44,40.9,34.6,28.4,29.5,34.8,28.2,22,11.4,(26.1 - 43.5),(18.2 - 38.2),(14.2 - 29.8),(2.0 - 20.7),36.7,28.6,22.6,12.2,42.1,30.6,24.7,13.2,27.4,13.9,20.6,13.2,5.2,1.3,2.8,6.8,2.9,2.9,3.5,3.8,31.9,40.7,6.5,0,2.1,3.7,6.5,0,35,54.5,16.7,0,62,43,46,15,29,14,17.4,0.066666667,2.7,2.9,3.3,3.4,38,3,52.6,0.333333333,2.4,3.3,"University of California--San Francisco, Center for Reproductive Health",Yes,Yes,Yes,Yes,Yes,Yes,Yes
FERTILITY PHYSICIANS OF NORTHERN CALIFORNIA,,SAN JOSE,CALIFORNIA,>99%,<1%,0%,0%,58%,0%,<1%,8%,3%,11%,3%,2%,16%,7%,7%,16%,27%,"G. David Adamson, M.D.",165,108,111,38,32.1,25,22.5,18.4,30.3,18.5,18.9,10.5,(23.3 - 37.3),(11.2 - 25.8),(11.6 - 26.2),(0.8 - 20.3),32.9,22.5,23.6,11.8,33.6,23.3,24.4,12.1,20.8,9.3,15.1,9.1,7.9,17.6,19.8,10.5,2.5,3.4,3.6,4,32.1,37,32,0.285714286,5.7,14.8,16,0,38,60,38.1,0.25,51,20,17,0,19.6,20,0.117647059,=,2.9,3.1,2.9,=,27,10,51.9,0.3,2.7,3.2,Fertility Physicians of Northern California,Yes,No,Yes,Yes,Yes,Yes,Yes
