OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,PGD_Rate,eSETTotal,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDImplant1,FshNDImplant2,FshNDImplant3,FshNDImplant4,FshNDImplant5,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshCI1,FshCI2,FshCI3,FshCI4,FshCI5,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDRetsRate5,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDTransRate5,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTwinPregsRate5,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDTripPregsRate5,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,FshNDMultInfsRate5,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDLvBirthsRate5,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,state_code
26,CENTRAL CALIFORNIA IVF PROGRAM,WOMEN'S SPECIALTY AND FERTILITY CENTER,CLOVIS,CALIFORNIA,100%,0%,0%,0%,50%,0%,<1%,0%,0%,11%,4%,25%,2%,0%,17%,3%,7%,9%,23%,"H. Michael Synn, MD",71,37,32,14,14,26.8,13.1,12.6,11.5,0,38,16.2,21.9,0.142857143,0,36.6,13.5,12.5,0.071428571,0,(25.5Ð48.9),(4.5Ð28.8),(3.5Ð29.0),,,40.6,15.6,13.8,0.090909091,0,41.9,17.2,14.3,0.1,0,24.2,6.9,7.1,0.1,0,9.9,13.5,9.4,0.214285714,0.428571429,2.5,2.9,3.1,2.6,1.9,44.4,0.5,0.142857143,0.5,=,3.7,0.166666667,0.285714286,0,=,42.3,0.6,0.5,0,=,21,6,4,4,0,23.8,0.166666667,0.25,0,=,2.6,2.3,1.8,2.5,=,10,6,0.2,0.166666667,2.6,3.2,"Central California IVF Program, Women's Specialty and Fertility Center",Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
27,ZOUVES FERTILITY CENTER,,DALY CITY,CALIFORNIA,100%,0%,0%,0%,94%,0%,4%,46%,0%,4%,6%,26%,9%,2%,11%,9%,6%,11%,16%,"Christo Zouves, MD",77,84,112,55,40,26.1,19.9,17.6,13.6,5.1,45.5,39.3,34.8,23.6,7.5,41.6,36.9,29.5,18.2,0,(30.4Ð53.4),(26.6Ð48.1),(21.2Ð38.8),(9.1Ð30.9),(0.0Ð8.8),42.1,37.3,30.3,18.9,0,44.4,38.3,31.4,20.4,0,26.4,28.4,24.8,14.3,0,1.3,1.2,2.7,3.6,2.5,2.5,2.7,2.9,2.4,2.1,34.3,21.2,20.5,0.230769231,0,2.9,6.1,7.7,0,0,40.6,25.8,21.2,0.3,=,15,17,9,3,2,0.133333333,0.294117647,0.111111111,0,0,2.9,2.5,3.1,2.7,4,83,54,41,24.1,2.3,2.8,Zouves Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
28,"CALIFORNIA IVF: DAVIS FERTILITY CENTER, INC.",,DAVIS,CALIFORNIA,100%,0%,0%,0%,50%,0%,1%,15%,2%,9%,2%,11%,4%,<1%,20%,8%,9%,12%,26%,"Ernest J. Zeringue, MD",75,32,25,10,3,32.4,16.9,18.8,10.7,0,45.3,25,36,0.2,0.333333333,30.7,18.8,28,0.1,0,(20.5Ð42.4),(7.2Ð36.4),(12.1Ð49.4),,,32.4,20,30.4,0.111111111,0,37.1,23.1,0.388888889,0.166666667,0,19.4,11.5,0.333333333,0.166666667,0,5.3,6.3,8,0.1,0.333333333,2.2,2.3,2.7,4.7,1.5,32.4,0.375,0,0.5,0,5.9,0,0.111111111,0,0,47.8,0.5,0.142857143,0,=,38,13,4,3,0,31.6,0.307692308,0.25,0,=,2.2,2.1,1.5,3,=,22,13,59.1,0.384615385,1.9,2,"California IVF: Davis Fertility Center, Inc.",Yes,Yes,Yes,Yes,Yes,No,No,CA
29,THE FERTILITY INSTITUTES,,ENCINO,CALIFORNIA,100%,0%,0%,0%,90%,0%,2%,56%,7%,7%,2%,6%,2%,<1%,7%,48%,2%,20%,6%,"Jeffrey Steinberg, MD",84,45,37,12,1,42.7,28.9,26.2,0.214285714,0,52.4,44.4,35.1,0.25,0,51.2,42.2,29.7,0.25,0,(40.0Ð62.3),(27.7Ð57.8),(15.9Ð47.0),,,53.8,42.2,31.4,0.25,0,56.6,47.5,40.7,0.428571429,0,39.5,37.5,33.3,0.428571429,0,4.8,0,5.4,0,0,1.9,2.1,2.4,2,2,29.5,20,0.153846154,0,=,4.5,0,0.076923077,0,=,30.2,0.210526316,0.181818182,0,=,8,3,1,2,1,0.25,0,1,0,0,2.4,2.3,3,4,2,42,6,66.7,0.5,2.5,3,"The Fertility InstitutesÐCalifornia, New York",Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
30,WEST COAST FERTILITY CENTERS,,FOUNTAIN VALLEY,CALIFORNIA,100%,0%,0%,0%,80%,0%,0%,19%,<1%,16%,8%,10%,3%,1%,13%,2%,4%,22%,21%,"David G. Diaz, MD",82,42,50,8,4,37.7,31,17.9,0,=,48.8,52.4,28,0,0,40.2,47.6,26,0,0,(29.6Ð51.7),(32.0Ð63.6),(14.6Ð40.3),,,41.8,48.8,27.1,0,0,49.3,55.6,33.3,0,=,23.9,38.9,25.6,0,=,3.7,2.4,4,0.25,0.25,2.3,2.4,2.7,5,=,47.5,27.3,0.214285714,=,=,2.5,0,0.071428571,=,=,51.5,30,0.230769231,=,=,47,21,10,2,0,48.9,42.9,0.1,0,=,3.1,2.8,3.4,1.5,=,11,7,0.636363636,0.142857143,2.5,2.9,West Coast Fertility Centers,Yes,No,Yes,Yes,Yes,Yes,Yes,CA
31,XPERT FERTILITY CARE OF CALIFORNIA,"MINH N. HO, MD, FACOG",FOUNTAIN VALLEY,CALIFORNIA,100%,0%,0%,0%,52%,0%,0%,3%,0%,8%,10%,18%,0%,0%,3%,0%,3%,31%,28%,"Minh N. Ho, MD",14,4,11,3,1,22.2,0.222222222,25.7,0.1,0,0.571428571,0.25,0.636363636,0.333333333,0,0.571428571,0.25,0.636363636,0.333333333,0,,,,,,0.571428571,0.25,0.636363636,0.333333333,0,0.571428571,0.25,0.636363636,0.333333333,0,0.5,0.25,0.454545455,0.333333333,0,0,0,0,0,0,3.2,2.3,3.2,3.3,3,0.25,1,0.285714286,0,=,0,0,0,0,=,0.125,0,0.285714286,0,=,1,0,0,0,0,0,=,=,=,=,3,=,=,=,=,4,1,1,1,3,4,"Xpert Fertility Care of California, Minh N. Ho, MD, FACOG",Yes,No,Yes,Yes,Yes,No,Pending,CA
32,KAISER PERMANENTE CENTER FOR REPRODUCTIVE HEALTH,,FREMONT,CALIFORNIA,100%,0%,0%,0%,78%,<1%,0%,1%,1%,7%,6%,29%,1%,<1%,14%,4%,10%,6%,22%,"Jon A. Proctor, MD",124,94,90,44,26,34.2,39.3,22.8,9.3,1.9,47.6,57.4,41.1,22.7,3.8,41.1,50,32.2,11.4,3.8,(32.4Ð50.3),(39.5Ð60.5),(22.8Ð42.9),(3.8Ð24.6),(0.1Ð19.6),44,53.4,39.2,12.8,5,51,58,41.4,14.7,0.058823529,34,39.5,27.1,14.7,0.058823529,6.5,6.4,17.8,11.4,23.1,2.2,2.4,2.9,3.5,3.1,23.7,37,29.7,0.2,0,5.1,1.9,2.7,0,0,33.3,31.9,34.5,0,0,57,47,34,15,2,42.1,46.8,29.4,0.266666667,0.5,2,2,2,2.5,2,34,10,67.6,0.3,2,1.9,This clinic has closed or reorganized since 2008.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,,CA
33,"KATHLEEN L. KORNAFEL, MD, PHD",,GLENDALE,CALIFORNIA,100%,0%,0%,0%,54%,0%,0%,29%,0%,4%,11%,7%,2%,0%,33%,11%,9%,0%,22%,"Kathleen L. Kornafel, MD, PhD",6,4,16,6,3,0.235294118,0.5,18.4,0.25,0,0.5,0.75,0.3125,0.333333333,0,0.333333333,0.75,0.3125,0.166666667,0,,,,,,0.333333333,0.75,0.3125,0.2,0,0.333333333,0.75,0.384615385,0.25,0,0.166666667,0.5,0.230769231,0.25,0,0,0,0,0.166666667,0,2.8,2,2.9,2,3,0.333333333,0.333333333,0.4,0,=,0,0,0,0,=,0.5,0.333333333,0.4,0,=,7,2,3,0,0,0.571428571,0,1,=,=,3.1,2.5,1.7,=,=,4,3,0.25,0.666666667,2.5,3,"Kathleen L. Kornafel, MD, PhD",Yes,Yes,Yes,Yes,Yes,No,Yes,CA
34,SHER INSTITUTE FOR REPRODUCTIVE MEDICINEÐLOS ANGELES,,GLENDALE,CALIFORNIA,100%,0%,0%,0%,90%,0%,0%,8%,3%,8%,3%,2%,<1%,2%,5%,45%,11%,14%,9%,"Aykut Bayrak, MD",33,23,17,11,6,26.3,23.3,14,2.9,0,45.5,30.4,0.470588235,0.181818182,0,39.4,26.1,0.235294118,0,0,(22.9Ð57.9),(10.2Ð48.4),,,,43.3,26.1,0.235294118,0,0,48.1,28.6,0.25,0,0,40.7,23.8,0.25,0,0,9.1,0,0,0,0,2.1,2,3.6,3.4,4.5,0.133333333,0.142857143,0,0,=,0,0.142857143,0,0,=,0.153846154,0.166666667,0,=,=,6,7,5,2,0,0.5,0.428571429,0,0.5,=,2.3,2.7,2.2,2,=,5,2,0.6,0.5,2.6,3.5,Sher Institute for Reproductive MedicineÐLos Angeles,Yes,Yes,Yes,Yes,Yes,No,Yes,CA
35,"COASTAL FERTILITY MEDICAL CENTER, INC.",,IRVINE,CALIFORNIA,100%,0%,0%,0%,91%,0%,<1%,17%,0%,2%,2%,20%,5%,2%,19%,6%,21%,7%,15%,"Lawrence B. Werlin, MD",89,46,71,16,6,20.5,14.2,11,0,0,38.2,30.4,23.9,0.0625,0,33.7,19.6,15.5,0,0,(24.0Ð44.5),(9.4Ð33.9),(8.0Ð26.0),,,35.3,20.5,17.5,0,0,37.5,20.9,20,0,0,25,14,20,0,0,4.5,4.3,11.3,0.125,0,3,3.1,3.1,2.9,2,23.5,0.214285714,0.117647059,0,=,11.8,0.071428571,0,0,=,33.3,0.333333333,0,=,=,31,19,7,1,2,35.5,0.315789474,0.142857143,0,0,3.4,2.7,3,2,3,31,24,32.3,20.8,3,2.9,"Coastal Fertility Medical Center, Inc.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
36,FERTILITY CENTER OF SOUTHERN CALIFORNIA,,IRVINE,CALIFORNIA,100%,0%,0%,0%,89%,0%,<1%,<1%,0%,4%,4%,7%,6%,1%,19%,24%,22%,8%,5%,"Ilene E. Hatch, MD",41,30,30,19,9,25,23.6,18.2,12.1,6.8,56.1,43.3,33.3,0.263157895,0.444444444,41.5,36.7,23.3,0.105263158,0.222222222,(26.3Ð57.9),(19.9Ð56.1),(9.9Ð42.3),,,44.7,39.3,26.9,0.125,0.222222222,44.7,40.7,30.4,0.133333333,0.222222222,31.6,18.5,21.7,0.066666667,0.222222222,7.3,6.7,13.3,0.157894737,0,2.7,3.3,3.3,3.9,4.9,13,0.384615385,0.3,0.4,0,8.7,0.076923077,0.1,0,0,0.294117647,0.545454545,0.285714286,0.5,0,20,6,5,2,0,30,0.166666667,0.2,0,=,3.3,2.8,3.4,4,=,15,11,0.6,0,2.8,4,Fertility Center of Southern California,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
37,REPRODUCTIVE FERTILITY CENTER,,IRVINE,CALIFORNIA,100%,0%,0%,0%,96%,0%,0%,18%,<1%,6%,5%,2%,2%,<1%,9%,42%,9%,14%,11%,"James P. Lin, MD",63,27,36,15,1,45.9,38.5,14.3,19.4,0.5,65.1,59.3,36.1,0.4,1,57.1,59.3,27.8,0.266666667,0,(44.0Ð69.5),(38.8Ð77.6),(14.2Ð45.2),,,58.1,59.3,28.6,0.266666667,0,60,61.5,30.3,0.333333333,0,38.3,30.8,24.2,0.25,0,1.6,0,2.8,0,0,2.3,2.5,3,3,2,48.8,0.5625,0.076923077,0.333333333,0,2.4,0,0.076923077,0,0,36.1,0.5,0.2,0.25,=,9,2,7,1,0,0.555555556,0.5,0,0,=,2.4,2.5,2.7,2,=,31,6,74.2,0.5,2.1,2.2,Reproductive Fertility CenterÐOC,Yes,No,Yes,Yes,Yes,No,Yes,CA
38,REPRODUCTIVE PARTNERSÐUCSD REGIONAL FERTILITY CENTER,,LA JOLLA,CALIFORNIA,100%,0%,0%,0%,85%,0%,6%,6%,9%,6%,6%,23%,5%,5%,19%,14%,8%,6%,8%,"V. Gabriel Garzo, MD",78,69,61,29,13,55,41.1,26.8,11.9,0.111111111,66.7,58,44.3,27.6,0.153846154,56.4,46.4,34.4,13.8,0.076923077,(44.7Ð67.6),(34.3Ð58.8),(22.7Ð47.7),(3.9Ð31.7),,61.1,50.8,38.9,16.7,0.111111111,64.7,54.2,42.9,0.210526316,0.142857143,36.8,35.6,34.7,0.210526316,0.142857143,7.7,8.7,11.5,17.2,0.307692308,1.8,2.1,2.3,3.1,2.6,34.6,32.5,22.2,0,0,1.9,5,0,0,0,43.2,34.4,19,0,0,12,19,9,4,2,0.416666667,0.421052632,0.333333333,0,0,1.9,2,2.4,1.8,2,37,27,70.3,14.8,1.7,2.2,Reproductive PartnersÐUCSD Regional Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
39,REPRODUCTIVE SCIENCES CENTER,,LA JOLLA,CALIFORNIA,100%,0%,0%,0%,86%,0%,10%,41%,0%,4%,2%,13%,4%,6%,10%,13%,11%,17%,19%,"Samuel H. Wood, MD, PhD",16,17,10,3,2,32.4,18.8,0.166666667,=,0,0.5,0.294117647,0.2,0,0,0.5,0.176470588,0.1,0,0,,,,,,0.5,0.1875,0.1,=,0,0.571428571,0.214285714,0.142857143,=,0,0.428571429,0.142857143,0.142857143,=,0,0,0.058823529,0,1,0.5,2.4,2.3,1.7,=,1,0.375,0.2,0,=,=,0,0,0,=,=,0.25,0.333333333,0,=,=,10,6,4,0,1,0.2,0.5,0.5,=,0,2.8,2.2,3,=,3,28,25,71.4,52,2.1,2.3,Reproductive Sciences Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
40,SCRIPPS CLINIC FERTILITY CENTER,,LA JOLLA,CALIFORNIA,100%,0%,0%,0%,91%,0%,1%,4%,1%,4%,<1%,10%,0%,3%,6%,2%,<1%,37%,38%,"Jeffrey S. Rakoff, MD",28,16,26,9,2,22.6,11.4,3.8,0,0,32.1,0.1875,7.7,0,0,25,0.125,7.7,0,0,(10.7Ð44.9),,(0.9Ð25.1),,,25,0.125,8,0,0,25,0.125,8.7,0,0,10.7,0.0625,8.7,0,0,0,0,3.8,0.111111111,0.5,2.2,2.2,2.3,3,7,0.333333333,0.333333333,0,=,=,0.111111111,0,0,=,=,0.571428571,0.5,0,=,=,4,0,1,0,0,0,=,0,=,=,2,=,2,=,=,11,2,0.363636364,0,1.8,1.5,Scripps Clinic Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
41,LOMA LINDA UNIVERSITY CENTER FOR FERTILITY AND IVF,,LOMA LINDA,CALIFORNIA,100%,0%,0%,0%,83%,1%,0%,3%,0%,6%,4%,10%,5%,2%,15%,2%,16%,15%,26%,"John D. Jacobson, MD",64,38,27,6,4,44.8,20.7,13.3,0.2,0,54.7,36.8,22.2,0.333333333,0,48.4,34.2,14.8,0.166666667,0,(35.8Ð61.3),(19.6Ð51.4),(4.2Ð33.7),,,51.7,39.4,0.210526316,0.25,0,54.4,41.9,0.25,0.333333333,0,21.1,29,0.125,0,0,6.3,13.2,29.6,0.333333333,0,2.2,2.8,2.8,3.3,1.5,51.4,0.285714286,0.333333333,0.5,=,5.7,0,0,0,=,61.3,0.307692308,0.5,1,=,6,8,3,2,2,0,0.125,0.333333333,0,0,2.5,2.9,2.3,4,5.5,10,13,0.7,0.153846154,2,2.8,Loma Linda University Center for Fertility and IVF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
42,CALIFORNIA FERTILITY PARTNERS,,LOS ANGELES,CALIFORNIA,>99%,<1%,<1%,0%,65%,0%,7%,4%,2%,5%,3%,11%,3%,6%,17%,14%,21%,11%,9%,"Richard P. Marrs, MD",50,73,129,88,55,25,15.4,10,7.7,2.1,40,28.8,20.2,21.6,7.3,34,23.3,13.2,12.5,5.5,(21.2Ð48.8),(14.2Ð34.6),(7.9Ð20.3),(6.4Ð21.3),(1.1Ð15.1),39.5,27.9,19.5,17.7,9.4,41.5,28.8,21,19.6,10,17.1,16.9,14.8,17.9,10,14,16.4,32.6,29.5,41.8,3.2,3.2,3.7,4,4.7,45,38.1,26.9,0.052631579,0,15,4.8,0,0,0,0.588235294,0.411764706,0.294117647,0.090909091,0,25,18,14,11,8,8,0.055555556,0.214285714,0.272727273,0.125,3.2,2.8,2.9,3,3.5,94,75,50,44,2.5,2.7,California Fertility Partners,Yes,No,Yes,Yes,Yes,Yes,Yes,CA
43,CEDARS SINAI MEDICAL CENTER,CENTER FOR FERTILITY AND REPRODUCTIVE MEDICINE,LOS ANGELES,CALIFORNIA,100%,0%,0%,0%,51%,0%,1%,8%,2%,3%,1%,15%,7%,7%,11%,7%,16%,16%,17%,"Margareta D. Pisarska, MD",21,19,22,11,6,31.3,32.7,15.9,0,0,61.9,0.421052632,31.8,0,0,57.1,0.315789474,18.2,0,0,(34.0Ð78.2),,(5.2Ð40.3),,,60,0.352941176,0.235294118,0,0,60,0.352941176,0.25,0,0,55,0.235294118,0.1875,0,0,4.8,0.105263158,22.7,0.272727273,0.5,2.4,2.9,2.8,3,3,0.153846154,0.125,0.142857143,=,=,0,0.375,0,=,=,0.083333333,0.333333333,0.25,=,=,1,2,4,1,0,0,0,0.25,0,=,2,2.5,2.3,2,=,3,0,0.666666667,=,2.3,=,"Cedars Sinai Medical Center, Center for Fertility and Reproductive Medicine",Yes,No,Yes,Yes,Yes,Yes,Yes,CA
44,CHA FERTILITY CENTER,,LOS ANGELES,CALIFORNIA,100%,0%,0%,0%,96%,0%,0%,4%,2%,2%,5%,45%,<1%,3%,3%,25%,4%,9%,4%,"Vicken P. Sepilian, MD",27,8,9,5,2,30.6,9.1,7.7,0.117647059,0,51.9,0.25,0.222222222,0.4,0,48.1,0.25,0.222222222,0.2,0,(28.7Ð68.1),,,,,48.1,0.285714286,0.222222222,0.2,0,48.1,0.285714286,0.222222222,0.2,0,37,0.285714286,0.222222222,0.2,0,0,0.125,0,0,0,2.3,3.1,2.9,3.4,5,0.214285714,0,0,0,=,0.071428571,0,0,0,=,0.230769231,0,0,0,=,14,3,3,2,0,0.785714286,0.333333333,0.333333333,1,=,2.5,2.3,3.3,2,=,78,42,65.4,69,2.1,2,CHA Fertility Center,Yes,No,Yes,Yes,Yes,Yes,Yes,CA
45,PACIFIC FERTILITY CENTERÐLOS ANGELES,,LOS ANGELES,CALIFORNIA,100%,0%,0%,0%,84%,0%,5%,8%,2%,5%,3%,<1%,3%,0%,12%,58%,12%,3%,4%,"Vicken Sahakian, MD",57,35,34,16,1,34.3,21.1,21.8,10.2,0,61.4,40,44.1,0.3125,0,40.4,40,32.4,0.1875,0,(27.6Ð54.2),(23.9Ð57.9),(17.4Ð50.5),,,40.4,40,32.4,0.1875,0,41.8,41.2,35.5,0.214285714,0,27.3,32.4,25.8,0.071428571,0,0,0,0,0,0,2.5,2.6,2.8,3.5,3,34.3,0.214285714,0.266666667,0.4,=,2.9,0.071428571,0.066666667,0,=,34.8,0.214285714,0.272727273,0.666666667,=,10,3,2,0,0,0.3,0.333333333,0.5,=,=,3,3,2,=,=,133,56,57.1,42.9,2.2,2.6,Pacific Fertility CenterÐLos Angeles,Yes,Yes,Yes,Yes,Yes,No,Yes,CA
46,UCLA FERTILITY CENTER,,LOS ANGELES,CALIFORNIA,100%,0%,0%,0%,37%,0%,0%,8%,3%,5%,6%,17%,3%,0%,16%,19%,14%,9%,12%,"T.C. Jackson Wu, MD, PhD",27,13,23,15,5,27.6,36,8.9,11.3,0,44.4,0.538461538,26.1,0.333333333,0,44.4,0.384615385,17.4,0.133333333,0,(25.5Ð64.7),,(5.0Ð38.8),,,46.2,0.384615385,0.25,0.133333333,0,50,0.416666667,0.25,0.133333333,0,37.5,0.416666667,0.25,0.133333333,0,3.7,0,30.4,0,0.4,2.4,2.1,2.8,3.5,4,0.333333333,0.285714286,0,0.2,=,0,0,0,0,=,0.25,0,0,0,=,9,2,2,2,0,0.666666667,0,0.5,0.5,=,2.2,2.5,3.5,2,=,7,0,0.857142857,=,2.9,=,UCLA Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
47,USC REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY,,LOS ANGELES,CALIFORNIA,96%,<1%,4%,0%,73%,<1%,3%,4%,1%,3%,3%,25%,2%,2%,16%,4%,4%,19%,22%,"Richard J. Paulson, MD",46,37,41,47,20,14.5,20.2,14.2,1.6,3.6,30.4,43.2,36.6,8.5,15,23.9,32.4,31.7,4.3,10,(12.6Ð38.8),(18.0Ð49.8),(18.1Ð48.1),(0.5Ð14.5),(1.2Ð31.7),26.2,35.3,38.2,4.5,0.105263158,26.2,35.3,40.6,4.8,0.105263158,16.7,23.5,31.3,4.8,0.105263158,8.7,8.1,17.1,6.4,5,3,3.5,4,4.5,4.4,0.285714286,0.3125,0.2,0,0,0,0.0625,0,0,0,0.363636364,0.333333333,0.230769231,0,0,28,19,7,16,0,25,0.263157895,0.285714286,0.1875,=,3.2,3.1,3.6,4.4,=,45,47,44.4,25.5,2.5,3,USC Reproductive Endocrinology and Infertility,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
48,NEWPORT FERTILITY CENTER,,NEWPORT BEACH,CALIFORNIA,100%,0%,0%,0%,80%,0%,2%,5%,0%,5%,0%,56%,2%,2%,9%,9%,2%,9%,8%,"Mark T. Kan, MD",12,18,36,11,10,45.5,31.3,17.9,3.8,3.3,0.583333333,0.444444444,27.8,0.090909091,0.1,0.583333333,0.444444444,22.2,0.090909091,0,,,(10.1Ð39.2),,,0.777777778,0.444444444,28.6,0.142857143,0,0.777777778,0.470588235,32,0.166666667,0,0.555555556,0.294117647,24,0.166666667,0,0.25,0,22.2,0.363636364,0.2,2.4,2.8,3.1,4.3,3.8,0.428571429,0.25,0.2,0,0,0,0.25,0.1,0,0,0.285714286,0.375,0.25,0,=,6,4,8,0,2,0.333333333,0,0.375,=,0,2,1.8,2.4,=,3,12,9,0.666666667,0.444444444,2.2,2.2,Newport Fertility Center,Yes,No,Yes,Yes,Yes,Yes,Yes,CA
49,REPRODUCTIVE SPECIALTY MEDICAL CENTER,,NEWPORT BEACH,CALIFORNIA,100%,0%,0%,0%,75%,0%,0%,47%,12%,1%,5%,28%,0%,0%,13%,8%,6%,2%,38%,"Beth A. Ary, MD",14,7,12,2,1,25,0.1,6.9,0,0,0.428571429,0.142857143,0.166666667,0,0,0.357142857,0.142857143,0.166666667,0,0,,,,,,0.384615385,0.166666667,0.181818182,0,0,0.454545455,0.2,0.25,0,0,0.272727273,0.2,0.25,0,0,0.071428571,0.142857143,0.083333333,0,0,2.9,2,3.6,3,3,0.333333333,0,0,=,=,0,0,0,=,=,0.4,0,0,=,=,7,3,3,0,0,0.142857143,0,0,=,=,2.6,1.7,3.3,=,=,29,5,51.7,0.4,2.9,2.8,Reproductive Specialty Medical Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
50,SOUTHERN CALIFORNIA CENTER FOR REPRODUCTIVE MEDICINE,,NEWPORT BEACH,CALIFORNIA,100%,0%,0%,0%,91%,0%,1%,2%,2%,6%,2%,15%,7%,1%,15%,8%,9%,23%,15%,"Robert E. Anderson, MD",98,56,67,45,27,28.9,24.2,13.3,9.6,2.6,52,48.2,34.3,17.8,11.1,44.9,44.6,23.9,11.1,3.7,(34.8Ð55.3),(31.3Ð58.5),(14.3Ð35.9),(3.7Ð24.1),(0.1Ð19.0),45.8,46.3,25.8,13.9,4.3,48.9,48.1,27.6,16.1,4.8,35.6,28.8,19,12.9,4.8,2,3.6,7.5,20,14.8,2.4,3,3.4,3,3.7,23.5,37,17.4,0.25,0,5.9,3.7,4.3,0,0,27.3,40,0.3125,0.2,0,49,19,12,2,1,26.5,0.263157895,0.083333333,0,1,2.5,2.5,2.8,2.5,2,36,45,69.4,33.3,2.1,2.4,Southern California Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA
51,IVFÐORANGE SURGERY CENTER,,ORANGE,CALIFORNIA,100%,0%,0%,0%,88%,0%,0%,0%,0%,7%,0%,0%,0%,0%,36%,7%,43%,7%,0%,"Darush L. Mohyi, MD",3,2,3,0,0,0.090909091,0,0,=,=,0.333333333,0,0,=,=,0.333333333,0,0,=,=,,,,,,0.333333333,0,0,=,=,0.333333333,0,0,=,=,0.333333333,0,0,=,=,0,0,0,=,=,3.7,3,4.7,=,=,0,=,=,=,=,0,=,=,=,=,0,=,=,=,=,1,0,0,0,0,0,=,=,=,=,4,=,=,=,=,3,2,0.666666667,0,3.7,5,IVFÐOrange Surgery Center,Yes,No,Yes,Yes,Yes,No,No,CA
52,NOVA IN VITRO FERTILIZATION,,PALO ALTO,CALIFORNIA,100%,0%,0%,0%,48%,0%,0%,9%,3%,9%,4%,17%,5%,<1%,11%,11%,15%,14%,14%,"Richard J. Schmidt, MD",42,58,44,8,8,25.5,26.1,16.6,2.7,8.3,42.9,51.7,36.4,0.125,0.375,40.5,44.8,29.5,0.125,0.125,(25.6Ð56.7),(31.7Ð58.5),(16.8Ð45.2),,,40.5,47.3,29.5,0.125,0.125,42.5,50,30.2,0.125,0.142857143,17.5,38.5,18.6,0.125,0.142857143,0,5.2,0,0,0,2.8,2.9,3.5,4.6,3.4,0.555555556,23.3,0.1875,0,0,0,6.7,0.1875,0,0,0.588235294,23.1,0.384615385,0,0,17,22,13,3,2,0.117647059,13.6,0.076923077,0.333333333,1,3.3,2.5,3.2,4.3,3.5,18,13,0.555555556,0.230769231,2.4,2.3,Nova In Vitro Fertilization,Yes,No,Yes,Yes,Yes,Yes,Yes,CA
